CompanyName,MarketCap,EmployeesTotalAmount
THE PEOPLE'S INSURANCE COMPANY (PICC),29.63,NAN
CITIC,29.52,NAN
SMC,29.52,NAN
LOBLAW COMPANIES,29.47,NAN
VODAFONE,29.44,NAN
IMPERIAL OIL,29.42,NAN
GIVAUDAN,29.41,NAN
STATE STREET,29.31,NAN
WEG ON,29.3,NAN
TRANSURBAN,29.27,NAN
ON SEMICONDUCTOR,29.22,NAN
BAKER HUGHES,29.22,NAN
SUN PHARMACEUTICAL,29.21,NAN
FANUC,29.2,NAN
GALAXY ENTERTAINMENT,29.18,NAN
DNB,29.12,NAN
W. W. GRAINGER,29.1,NAN
HENKEL,29.09,NAN
CHINA OVERSEAS LAND & INVESTMENT,29.07,NAN
ASTELLAS PHARMA,29.04,NAN
ALBEMARLE,29.03,NAN
TELUS,29.01,NAN
GENERALI,28.93,NAN
YILI GROUP,28.8,NAN
AMERICAN WATER WORKS,28.79,NAN
ALNYLAM PHARMACEUTICALS,28.77,NAN
JAPAN POST BANK,28.74,NAN
VERISK ANALYTICS,28.61,NAN
SWISSCOM,28.57,NAN
CORNING,28.52,NAN
HYUNDAI,28.5,NAN
EQT,28.48,NAN
MOBILEYE,28.41,NAN
FASTENAL,28.39,NAN
WOOLWORTHS GROUP,28.39,NAN
CHENIERE ENERGY,28.31,NAN
DISCOVER FINANCIAL SERVICES,28.26,NAN
CROWDSTRIKE,28.26,NAN
CHUNGHWA TELECOM,28.16,NAN
BANCO BRADESCO,28.13,NAN
BAYAN RESOURCES,28.12,NAN
BANK MANDIRI,28.07,NAN
NOKIA,27.93,NAN
THALES,27.91,NAN
FOMENTO ECONÓMICO MEXICANO,27.89,NAN
CAIXABANK,27.88,NAN
HP,27.85,NAN
WUXI BIOLOGICS,27.74,NAN
WOLTERS KLUWER,27.65,NAN
JAPAN POST HOLDINGS,27.64,NAN
FRANCO-NEVADA,27.56,NAN
DAIMLER TRUCK,27.51,NAN
VEEVA SYSTEMS,27.44,NAN
GARTNER,27.44,NAN
NATURGY,27.4,NAN
FERGUSON,27.3,NAN
SUN LIFE FINANCIAL,27.29,NAN
TITAN COMPANY,27.26,NAN
LYONDELLBASELL,27.24,NAN
KÜHNE + NAGEL,27.22,NAN
UNICREDIT,27.03,NAN
FOXCONN INDUSTRIAL INTERNET,26.96,NAN
ASHTEAD,26.93,NAN
INTERNATIONAL FLAVORS & FRAGRANCES,26.93,NAN
ZIMMER BIOMET,26.91,NAN
SWISS RE,26.9,NAN
SAMPO,26.73,NAN
SHENZHEN INOVANCE,26.69,NAN
GREE ELECTRIC APPLIANCES,26.67,NAN
WILLIS TOWERS WATSON,26.58,NAN
SMIC,26.52,NAN
T. ROWE PRICE,26.49,NAN
KONE,26.44,NAN
WARNER BROS. DISCOVERY,26.42,NAN
GLOBAL PAYMENTS,26.42,NAN
BAXTER,26.36,NAN
COLOPLAST,26.35,NAN
WIPRO,26.32,NAN
ORANGE,26.21,NAN
APTIV,26.17,NAN
FLUTTER ENTERTAINMENT,26.12,NAN
BEIERSDORF,26.09,NAN
FUJITSU,26.07,NAN
CDW,25.99,NAN
PTT PCL,25.86,NAN
LENNAR,25.83,NAN
EDISON INTERNATIONAL,25.83,NAN
SAUDI ELECTRICITY,25.82,NAN
SOCIEDAD QUÍMICA Y MINERA,25.69,NAN
FORMOSA PETROCHEMICAL,25.67,NAN
HORIZON THERAPEUTICS,25.67,NAN
DATADOG,25.55,NAN
E.ON,25.51,NAN
UNITED RENTALS,25.51,NAN
SKANDINAVISKA ENSKILDA BANKEN,25.5,NAN
INTACT FINANCIAL,25.46,NAN
HORMEL FOODS,25.41,NAN
COMPAGNIE DE SAINT-GOBAIN,25.39,NAN
SAIC MOTOR,25.36,NAN
GENUINE PARTS COMPANY,25.27,NAN
AMADEUS IT GROUP,25.25,NAN
RIYAD BANK,25.25,NAN
BRIDGESTONE,25.16,NAN
KELLOGG'S,25.15,NAN
ASSA ABLOY,25.15,NAN
COCA-COLA EUROPEAN PARTNERS,25.1,NAN
ALEXANDRIA REAL ESTATE EQUITIES,25.1,NAN
CBRE GROUP,25.08,NAN
EQUITY RESIDENTIAL,25.05,NAN
SARTORIUS,25.02,NAN
ENBW ENERGIE,25.02,NAN
ULTRATECH CEMENT,24.98,NAN
DELTA ELECTRONICS,24.98,NAN
ENTERGY,24.98,NAN
THE TRADE DESK,24.93,NAN
KBC,24.9,NAN
DIAMONDBACK ENERGY,24.89,NAN
CELLNEX TELECOM,24.88,NAN
EQUIFAX,24.84,NAN
M&T BANK,24.82,NAN
OLYMPUS,24.63,NAN
VULCAN MATERIALS,24.53,NAN
SEAGEN,24.51,NAN
PARTNERS GROUP,24.51,NAN
FIRSTENERGY,24.2,NAN
AVALONBAY COMMUNITIES,24.07,NAN
WEYERHAEUSER,24.04,NAN
HANNOVER RÜCK,24.0,NAN
AGNICO EAGLE MINES,23.99,NAN
CENTRAL JAPAN RAILWAY,23.95,NAN
THE HARTFORD,23.92,NAN
YUM CHINA,23.86,NAN
SIRIUS XM,23.8,NAN
TRACTOR SUPPLY,23.78,NAN
IMPERIAL BRANDS,23.78,NAN
EBAY,23.74,NAN
RAYMOND JAMES,23.71,NAN
FORTIVE,23.65,NAN
TELKOM INDONESIA,23.62,NAN
GOODMAN GROUP,23.59,NAN
ULTA BEAUTY,23.55,NAN
SANDVIK,23.5,NAN
ADANI PORTS & SEZ,23.36,NAN
DTE ENERGY,23.36,NAN
CANON,23.32,NAN
ADIDAS,23.29,NAN
NATIONAL BANK OF CANADA,23.21,NAN
AMEREN,23.21,NAN
CHINA SECURITIES,23.16,NAN
NESTLÉ INDIA,23.14,NAN
TYSON FOODS,23.13,NAN
MCCORMICK & COMPANY,23.12,NAN
FUBON FINANCIAL,23.12,NAN
COSCO SHIPPING,23.09,NAN
SSE,22.81,NAN
EDP RENOVÁVEIS,22.79,NAN
ROGERS COMMUNICATION,22.79,NAN
UNICHARM,22.78,NAN
