CompanyName,MarketCap,EmployeesTotalAmount
"Rockwell Automation, Inc.",Honeywell,"24,500"
Aptiv PLC,DENSO Corp,"155,000"
Cenovus Energy Inc.,Aramco,"5,938"
Deutsche Börse AG,S&P Global Inc.,"8,855"
Orange SA,Verizon,"132,002"
Hess Corporation,ConocoPhillips,"1,545"
NatWest Group plc,JPMorgan,"58,735"
"Ross Stores, Inc.","Industria de Diseño Textil, SA","88,100"
"WEC Energy Group, Inc.",NextEra Energy,"6,938"
AmerisourceBergen Corporation,McKesson Corporation,"38,000"
China Overseas Land & Investment Ltd,Sun Hung Kai Properties Ltd,"5,916"
WuXi Biologics,Novo Nordisk,"9,864"
CITIC Ltd,Jardine Strategic Holdings Limited,"135,304"
"Cellnex Telecom, SA",Verizon,"2,877"
Haier Smart Home Co Ltd,Whirlpool Corporation,"99,299"
Singapore Telecommunications Ltd,Verizon,"22,914"
ANTA Sports Products Ltd,Oriental Land Co. Ltd,"52,000"
Barclays plc,JPMorgan,"81,600"
Brown-Forman Corporation,Kweichow Moutai,"4,700"
WEG SA,Honeywell,"36,987"
PACCAR Inc,John Deere,"28,500"
Great Wall Motor Co Ltd,Tesla,"63,174"
Longfor Group Holdings Ltd,Sun Hung Kai Properties Ltd,"44,065"
"JAPAN POST BANK Co.,Ltd.",JPMorgan,"12,451"
"PPG Industries, Inc.",Linde,"49,300"
Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Verizon,"20,817"
Mettler-Toledo International Inc.,Thermo Fisher Scientific,"15,600"
"ONEOK, Inc.",Enbridge Inc.,"2,847"
Goodman Group,Charter Hall Group,941
Corning Incorporated,Hon Hai Precision Industry Co. Ltd,"61,200"
"Japan Tobacco, Inc.",Philip Morris,"55,381"
Foxconn Industrial Internet Co. Ltd,Cisco,"196,159"
Eversource Energy,NextEra Energy,"9,227"
China Telecom Corp Ltd,Verizon,"278,922"
CRH plc,Anhui Conch Cement Company Ltd,"77,400"
Japan Post Holdings Co. Ltd,JPMorgan,"243,612"
Biogen Inc.,Johnson & Johnson,"9,610"
Swisscom AG,Verizon,"18,905"
Koninklijke DSM N.V.,Linde,"21,358"
Formosa Petrochemical Corp,Marathon Petroleum Corporation,NAN
Zhangzhou Pientzehuang Pharmaceutical. Ltd,Johnson & Johnson,"2,526"
"AMETEK, Inc.",Honeywell,"18,500"
E.ON SE,"Dominion Energy, Inc.","63,227"
China Pacific Insurance,Ping An Insurance,"110,940"
"Zscaler, Inc.",Microsoft,"3,153"
Anhui Conch Cement Company Ltd,CRH plc,"47,539"
Franco-Nevada Corporation,Newmont Corporation,38
Engie SA,"Dominion Energy, Inc.","154,364"
State Street Corporation,BlackRock,"38,784"
SAIC Motor Corp Ltd,Tesla,"204,815"
Nokia Corporation,Cisco,"87,927"
"Twitter, Inc.",Alphabet,"7,500"
Veeva Systems Inc.,Cerner Corporation,"4,506"
Loblaw Companies Limited,Seven & i Holdings Co. Ltd,"200,000"
Energy Transfer LP,Enbridge Inc.,"12,558"
Henkel AG & Co KGaA,Procter & Gamble,"52,450"
"Coupang, Inc.",Amazon,"68,000"
Ferguson plc,Fastenal Company,"31,000"
BAE Systems plc,Raytheon Technologies,"89,600"
Fifth Third Bancorp,JPMorgan,"19,112"
"CBRE Group, Inc.",Vonovia SE,"105,000"
"American Water Works Company, Inc.",Suez SA,"6,400"
Fujitsu Ltd,Accenture,"126,371"
"West Pharmaceutical Services, Inc.",EssilorLuxottica SA,"10,065"
Saint-Gobain,"Daikin Industries,Ltd.","167,816"
"Alexandria Real Estate Equities, Inc.","Digital Realty Trust, Inc.",559
ASSA ABLOY AB,Secom Co Ltd,"51,000"
Cummins Inc.,Honeywell,"59,900"
Vestas Wind Systems A-S,Honeywell,"29,427"
Riyad Bank,JPMorgan,"5,660"
Willis Towers Watson plc,"Marsh & McLennan Companies, Inc.","46,000"
"Match Group, Inc.",Alphabet,"2,500"
KBC Group NV,JPMorgan,"33,916"
UniCredit S.p.A.,JPMorgan,"80,879"
Cathay Financial Holding Co. Ltd,Ping An Insurance,"57,347"
"Copart, Inc.",Cintas Corporation,"8,600"
Spotify Technology SA,Alphabet,"6,617"
"Nasdaq, Inc.",S&P Global Inc.,"5,814"
Weyerhaeuser Company,American Tower,"9,214"
Saudi Electricity Company,NextEra Energy,NAN
Ball Corporation,International Paper Company,"24,300"
"Keysight Technologies, Inc.",Keyence,"14,300"
"Astellas Pharma, Inc.",Johnson & Johnson,"15,455"
"Amadeus IT Group, SA",Accenture,"15,936"
EDF,"Dominion Energy, Inc.","163,423"
Rogers Communications Inc.,Verizon,"23,000"
Tongwei Co. Ltd,Archer-Daniels-Midland Company,"25,549"
Las Vegas Sands Corp.,Galaxy Entertainment Group Ltd,"44,500"
RWE AG,"Dominion Energy, Inc.","18,902"
COSCO SHIPPING Holdings Co Ltd,AP Moller - Maersk A-S,"29,379"
SVB Financial Group,JPMorgan,"6,567"
CSX Corporation,Union Pacific,"20,900"
Techtronic Industries Company Ltd,"Stanley Black & Decker, Inc.","51,426"
"Naturgy Energy Group, SA",APA Group,"7,231"
APA Group,"Naturgy Energy Group, SA","2,000"
Hormel Foods Corporation,Foshan Haitian Flavouring and Food Company Ltd,"20,000"
Cerner Corporation,Veeva Systems Inc.,"25,150"
Ashtead Group plc,"United Rentals, Inc.","21,033"
Equifax Inc.,IHS Markit Ltd.,"12,700"
Semiconductor Manufacturing International Corp,Nvidia,"17,354"
Porsche Automobil Holding SE,Tesla,888
Tesco plc,Seven & i Holdings Co. Ltd,"360,000"
Sirius XM Holdings Inc.,Kuaishou Technology,"5,590"
Airports of Thailand Public Company Ltd,Sydney Airport Limited,NAN
CK Hutchison Holdings Ltd,Jardine Strategic Holdings Limited,"172,907"
The People's Insurance Company (Group) of China Ltd,Chubb Limited,"193,494"
"Expedia Group, Inc.",Booking Holdings Inc.,"14,800"
First Republic Bank,JPMorgan,"6,295"
Koninklijke Philips N.V.,Thermo Fisher Scientific,"78,189"
Great-West Lifeco Inc.,Ping An Insurance,"28,000"
Thai Beverage Public Company Ltd,Kweichow Moutai,NAN
Swiss Re AG,Munich Re,"13,985"
Edison International,NextEra Energy,"13,003"
Wolters Kluwer N.V.,RELX plc,"19,454"
ON Semiconductor Corporation,Nvidia,"30,000"
"CaixaBank, SA",JPMorgan,"49,607"
Sampo Oyj,Allianz SE,"13,340"
Extra Space Storage Inc.,Prologis,"4,309"
Sartorius,EssilorLuxottica SA,"13,832"
"D.R. Horton, Inc.",Vanjia Corp,"11,788"
"W.W. Grainger, Inc.",Fastenal Company,"22,700"
NARI Technology Co. Ltd,Honeywell,"8,806"
KONE Oyj,Honeywell,"62,720"
"McCormick & Company, Incorporated",Foshan Haitian Flavouring and Food Company Ltd,"14,000"
NTT Data Corp,Accenture,"139,677"
Ganfeng Lithium Co. Ltd,Saudi Basic Industries Corp,"5,533"
Will Semiconductor Co. Ltd,Nvidia,"3,291"
"Interactive Brokers Group, Inc.",Morgan Stanley,"2,571"
Gazprom Neft PJSC,Aramco,NAN
Fubon Financial Holding Co. Ltd,Ping An Insurance,"44,461"
Tractor Supply Company,"O'Reilly Automotive, Inc.","22,000"
Chocoladefabriken Lindt & Sprüngli AG,"Mondelez International, Inc.","14,000"
"ANSYS, Inc.",Salesforce,"5,100"
Shaanxi Coal Industry Company Ltd,China Shenhua Energy Company Ltd,"36,344"
Aier Eye Hospital Group Co. Ltd,"HCA Healthcare, Inc.","22,808"
"Zimmer Biomet Holdings, Inc.",Abbott,"19,500"
Bridgestone Corp,DENSO Corp,"138,036"
Evolution Gaming Group AB,Flutter Entertainment plc,"8,987"
Beijing Wantai Biological Pharmacy Enterprise Co. Ltd,Novo Nordisk,"3,103"
Vonovia SE,"CBRE Group, Inc.","16,051"
Sandvik AB,Honeywell,"44,133"
"Cheniere Energy Partners, L.P.",Enbridge Inc.,NAN
PG&E Corporation,NextEra Energy,"26,000"
Kansas City Southern,Union Pacific,"6,522"
Unity Software Inc.,Salesforce,"5,245"
Thales SA,Raytheon Technologies,"81,098"
Southwest Airlines Co.,"Delta Air Lines, Inc.","55,100"
DTE Energy Company,NextEra Energy,"10,300"
Intact Financial Corporation,Chubb Limited,"26,000"
Deutsche Bank AG,JPMorgan,"82,969"
Canon Inc.,HP Inc.,"184,034"
"LYONDELLBASELL ADVANCED POLYMERS, Inc.",Saudi Basic Industries Corp,"5,300"
National Bank of Canada,JPMorgan,"27,804"
Sonova Holding AG,EssilorLuxottica SA,"14,922"
Realty Income Corporation,Scentre Group,367
China Everbright Bank Company Ltd,JPMorgan,"46,989"
Twilio Inc.,Alphabet,"7,867"
Roblox Corp,Sea Limited,"1,600"
"Telefónica, SA",Verizon,"104,150"
Central Japan Railway Co,Union Pacific,"30,153"
Li Auto Inc.,Tesla,"11,901"
EnBW Energie Baden-Wuerttemberg AG,"Dominion Energy, Inc.","24,519"
"The Hartford Financial Services Group, Inc.",Allianz SE,"18,100"
Laboratory Corporation of America Holdings,Thermo Fisher Scientific,"67,950"
"MongoDB, Inc.",Microsoft,"2,539"
Mitsubishi Electric Corporation,CATL,"145,653"
Banco Santander (Brasil) SA,JPMorgan,"48,834"
Axis Bank Ltd,JPMorgan,"86,266"
"United Rentals, Inc.",Ashtead Group plc,"20,400"
Nan Ya Plastics Corp,Linde,NAN
Lennar Corporation,Vanjia Corp,"10,753"
Straumann Holding AG,EssilorLuxottica SA,"8,692"
CLP Holdings Ltd,NextEra Energy,"7,061"
Yanzhou Coal Mining Company Ltd,China Shenhua Energy Company Ltd,"63,869"
FirstEnergy Corp.,"Dominion Energy, Inc.","12,395"
Albemarle Corporation,Linde,"6,000"
CK Asset Holdings Limited,Sun Hung Kai Properties Ltd,"54,000"
"Enphase Energy, Inc.",Trina Solar Co. Ltd,"2,260"
Legrand SA,Honeywell,"38,207"
Galaxy Entertainment Group Ltd,Las Vegas Sands Corp.,"17,088"
Skandinaviska Enskilda Banken AB,JPMorgan,"15,500"
The Mosaic Company,Nutrien Ltd.,"12,525"
CDW Corporation,Accenture,"13,900"
"Gartner, Inc.",Accenture,"16,600"
"EDP Renováveis, SA",VERBUND AG,"2,114"
"Delta Air Lines, Inc.",Southwest Airlines Co.,"83,000"
Palantir Technologies Inc.,Microsoft,"2,920"
Seagen Inc.,Novo Nordisk,"2,675"
"Diamondback Energy, Inc.",ConocoPhillips,870
"VeriSign, Inc.",Microsoft,902
"Church & Dwight Co., Inc.",Procter & Gamble,"5,100"
Ameren Corporation,NextEra Energy,"9,116"
China Minsheng Banking Corp Ltd,JPMorgan,"59,262"
"Live Nation Entertainment, Inc.",Disney,"10,200"
Woodside Petroleum Ltd,ConocoPhillips,"3,684"
Evergreen Marine Corp,AP Moller - Maersk A-S,NAN
"Aena S.M.E., SA",Sydney Airport Limited,"8,162"
XPeng Inc.,Tesla,"5,084"
Northern Trust Corporation,BlackRock,"21,100"
"Slack Technologies, Inc.",Salesforce,"1,664"
"Mid-America Apartment Communities, Inc.","AvalonBay Communities, Inc.","2,429"
Fresenius SE & Co KGaA,"HCA Healthcare, Inc.","316,078"
FUJIFILM Holdings Corp,Avery Dennison Corporation,"73,275"
BT Group plc,Verizon,"99,700"
Vulcan Materials Company,CRH plc,"11,912"
Epiroc AB,John Deere,"15,529"
"Delta Electronics, Inc.",Hon Hai Precision Industry Co. Ltd,NAN
Public Joint Stock Company Polyus,Newmont Corporation,NAN
Schindler Holding AG,Honeywell,"69,015"
ORIX Corporation,Visa,"33,153"
"Martin Marietta Materials, Inc.",CRH plc,"10,000"
CSC Financial Co. Ltd,Morgan Stanley,"9,994"
"Best Buy Co., Inc.","O'Reilly Automotive, Inc.","57,750"
STERIS plc,EssilorLuxottica SA,"13,000"
Entergy Corporation,"Dominion Energy, Inc.","12,369"
"M3, Inc.",Veeva Systems Inc.,"8,249"
Splunk Inc.,Microsoft,"7,500"
EVE Energy Co. Ltd,CATL,"9,669"
"Ventas, Inc.",Welltower Inc.,434
"Endesa, SA",NextEra Energy,"9,258"
SSE plc,"Dominion Energy, Inc.","11,865"
Michelin,DENSO Corp,"118,400"
Horizon Therapeutics Public Limited Company,Johnson & Johnson,"1,890"
Baoshan Iron & Steel Co. Ltd,Nucor Corporation,"47,710"
"Stanley Black & Decker, Inc.",Techtronic Industries Company Ltd,"71,300"
Sungrow Power Supply Co. Ltd,CATL,"4,492"
Beiersdorf AG,Procter & Gamble,"20,567"
PT Bank Mandiri (Persero) Tbk,JPMorgan,"37,840"
First Quantum Minerals Ltd.,Freeport-McMoRan Inc.,"20,000"
Kubota Corp,John Deere,"43,293"
MTN Group Ltd,Verizon,"21,975"
"Maxim Integrated Products, Inc.",Nvidia,"7,100"
"Rocket Companies, Inc.",UWM Holdings Corporation Class,"26,000"
Fortis Inc.,NextEra Energy,"9,095"
Formosa Plastics Corp,Linde,NAN
Liberty Broadband Corporation,Disney,NAN
United Microelectronics Corporation,Nvidia,"19,500"
Garmin Ltd.,Keyence,"18,700"
Huazhu Group Limited,"Marriott International, Inc.","18,352"
Carnival Corporation & plc,Booking Holdings Inc.,"40,000"
Sany Heavy Industry Co. Ltd,John Deere,"24,586"
Fox Corporation,Kuaishou Technology,"9,000"
Wens Foodstuff Group Co. Ltd,Archer-Daniels-Midland Company,"52,809"
Société Générale SA,JPMorgan,"124,089"
Terumo Corp,EssilorLuxottica SA,"26,482"
China International Capital Corp Ltd,Morgan Stanley,"9,372"
Invitation Homes Inc.,"AvalonBay Communities, Inc.","1,240"
Royalty Pharma plc,Novo Nordisk,NAN
Olympus Corp,EssilorLuxottica SA,"31,653"
V.F. Corporation,Hennes & Mauritz AB,"27,200"
Dover Corporation,Honeywell,"25,000"
PPL Corporation,NextEra Energy,"5,607"
"Hengli Petrochemical Co.,Ltd.",Shenzhou International Group Holdings Ltd,"29,522"
Genmab A/S,Novo Nordisk,"1,212"
SABIC Agri-Nutrients Company,Nutrien Ltd.,NAN
Heineken Holding N.V.,Anheuser-Busch InBev SA/NV,"82,257"
East Japan Railway Company,Union Pacific,"71,973"
Sociedad Química y Minera de Chile SA,Saudi Basic Industries Corp,"6,081"
Eurofins Scientific SE,Thermo Fisher Scientific,"57,992"
Panasonic Corp,Apple,"240,786"
UCB SA,Novo Nordisk,"8,600"
Shanghai International Port,AP Moller - Maersk A-S,"14,068"
Hewlett Packard Enterprise Company,Cisco,"60,400"
Kellogg Company,Foshan Haitian Flavouring and Food Company Ltd,"31,000"
PICC Property and Casualty Company Ltd,Chubb Limited,"171,508"
Grupo Financiero Banorte SAB de CV,JPMorgan,NAN
Komatsu Ltd,John Deere,"61,564"
The Hong Kong and China Gas Company Ltd,"Naturgy Energy Group, SA","55,302"
Coca-Cola Europacific Partners plc,Coca-Cola,"22,000"
"Essex Property Trust, Inc.","AvalonBay Communities, Inc.","1,739"
EMS-CHEMIE HOLDING AG,Linde,"2,646"
"Okta, Inc.",Microsoft,"5,030"
China National Nuclear Power Co. Ltd,China Yangtze Power Co. Ltd,"14,506"
Sumitomo Corp,Jardine Strategic Holdings Limited,"74,920"
Tata Motors Limited,Tesla,"75,278"
Banco do Brasil SA,JPMorgan,"84,597"
Hennes & Mauritz AB,V.F. Corporation,"155,000"
"Bio-Rad Laboratories, Inc.",Abbott,"7,900"
Teleperformance,IHS Markit Ltd.,"420,000"
"Fomento Económico Mexicano, S.A.B. de C.V.",Anheuser-Busch InBev SA/NV,"320,808"
"Huntington Bancshares, Inc.",JPMorgan,"18,442"
"Continental Resources, Inc.",ConocoPhillips,"1,254"
CRRC Corp Ltd,Union Pacific,"164,177"
"Skyworks Solutions, Inc.",Nvidia,"11,000"
XP Inc.,Morgan Stanley,"3,000"
Unicharm Corp,Procter & Gamble,"16,665"
ZTO Express (Cayman) Inc.,UPS,"22,536"
Geberit AG,"Daikin Industries,Ltd.","11,149"
Toyota Industries Corp,Tesla,"66,947"
Cincinnati Financial Corporation,Chubb Limited,"5,166"
"CF Industries Holdings, Inc.",Nutrien Ltd.,"2,970"
NIBE Industrier AB,"Daikin Industries,Ltd.","20,400"
CNH Industrial N.V.,John Deere,"71,895"
Huntington Bancshares Incorporated,JPMorgan,"18,442"
Duke Realty Corporation,Prologis,340
Restaurant Brands International Limited Partnership,McDonald's,"5,700"
"Monolithic Power Systems, Inc.",Nvidia,"2,773"
Zebra Technologies Corporation,Cisco,"9,800"
"Ulta Beauty, Inc.","O'Reilly Automotive, Inc.","16,000"
"Dai-ichi Life Holdings, Inc.",Ping An Insurance,"64,823"
M&T Bank Corporation,JPMorgan,"17,115"
KeyCorp,JPMorgan,"17,654"
Teledyne Technologies Incorporated,Keyence,"14,500"
"B3 S.A. - Brasil, Bolsa, Balcao",S&P Global Inc.,NAN
"Contura Energy, Inc.",China Shenhua Energy Company Ltd,936
"Shimano, Inc.",Oriental Land Co. Ltd,"12,244"
Power Corporation of Canada,Ping An Insurance,"30,000"
"J.B. Hunt Transport Services, Inc.",UPS,"33,045"
Mitsui Fudosan Co. Ltd,Mitsubishi Estate Co. Ltd,"23,992"
The Saudi British Bank,JPMorgan,"4,156"
SGS SA,IHS Markit Ltd.,"96,216"
Teck Resources Limited,BHP,"10,600"
Rede D'Or São Luiz SA,"HCA Healthcare, Inc.",NAN
NEXON Co. Ltd,Sea Limited,"6,288"
"The Cooper Companies, Inc.",EssilorLuxottica SA,"12,000"
Legal & General Group plc,Ping An Insurance,"10,046"
Regions Financial Corporation,JPMorgan,"19,626"
Wheaton Precious Metals Corp.,Newmont Corporation,44
ZoomInfo Technologies Inc.,Salesforce,"2,742"
ViacomCBS Inc.,Disney,"22,965"
China Northern Rare Earth,BHP,"9,111"
Seagate Technology plc,HP Inc.,"40,000"
China Mengniu Dairy Co Ltd,Foshan Haitian Flavouring and Food Company Ltd,"43,397"
Ingersoll Rand Inc.,Honeywell,"16,000"
SEGRO plc,Prologis,385
Yandex N.V.,Alphabet,"18,004"
Microchip Technology Incorporated,Nvidia,"19,500"
"HubSpot, Inc.",Salesforce,"5,895"
"FLEETCOR Technologies, Inc.",Accenture,"9,700"
Fortive Corporation,Keyence,"18,000"
AppLovin Corp,Salesforce,"1,594"
Royal Caribbean Cruises Ltd.,Booking Holdings Inc.,"84,900"
Repsol SA,Aramco,"23,268"
Marubeni Corp,Jardine Strategic Holdings Limited,NAN
Standard Chartered plc,JPMorgan,"81,770"
Li Ning Co Ltd,Oriental Land Co. Ltd,"4,019"
CMS Energy Corporation,NextEra Energy,"8,504"
STERIS Corp,Abbott,NAN
Advanced Info Service PCL,Verizon,NAN
Kyocera Corp,Apple,"78,490"
Pembina Pipeline Corporation,Enbridge Inc.,"2,349"
Flutter Entertainment plc,Evolution Gaming Group AB,"16,813"
Sojitz Corp,Jardine Strategic Holdings Limited,"19,463"
"Boston Properties, Inc.","Digital Realty Trust, Inc.",743
Synchrony Financial,Visa,"18,000"
Alinma Bank,JPMorgan,"3,280"
Investment AB Latour,BlackRock,"8,001"
Mitsubishi Estate Co. Ltd,Mitsui Fudosan Co. Ltd,"9,982"
Guotai Junan Securities Co. Ltd,Morgan Stanley,"15,198"
Nippon Paint Holdings Co. Ltd,Linde,"27,318"
Carvana Co.,Amazon,"21,000"
Markel Corporation,Chubb Limited,"20,300"
"Brown & Brown, Inc.","Marsh & McLennan Companies, Inc.","12,023"
Nomura Research Institute Ltd,Accenture,"16,196"
MGM Resorts International,Las Vegas Sands Corp.,"52,000"
Mega Financial Holding Co. Ltd,JPMorgan,"9,594"
