CompanyName,MarketCap,EmployeesTotalAmount
Deutsche Bank,21.73,NAN
Quanta Services,21.73,NAN
Komatsu,21.72,NAN
ArcelorMittal,21.72,NAN
Rivian,21.67,NAN
PPL,21.66,NAN
Insulet,21.65,NAN
ZTO Express,21.59,NAN
Principal,21.57,NAN
Ganfeng Lithium,21.56,NAN
East Japan Railway,21.53,NAN
CK Asset Holdings,21.52,NAN
Standard Chartered,21.46,NAN
Evolution Gaming,21.43,NAN
Zoom,21.40,NAN
Ares Management,21.40,NAN
Epiroc,21.34,NAN
Fujifilm,21.33,NAN
Shanghai Airport,21.32,NAN
Vonovia,21.30,NAN
VeriSign,21.29,NAN
NTT Data,21.21,NAN
Mitsubishi Electric,21.20,NAN
Panasonic,21.18,NAN
Sumitomo,21.01,NAN
Banorte,20.95,NAN
Tesco,20.94,NAN
Naver,20.90,NAN
Air China,20.89,NAN
NIO,20.88,NAN
Repsol,20.88,NAN
Great-West Lifeco,20.82,NAN
Hewlett Packard Enterprise,20.76,NAN
CGI,20.68,NAN
Xylem,20.68,NAN
Cardinal Health,20.59,NAN
China Minsheng Bank,20.49,NAN
UPM-Kymmene,20.46,NAN
Texas Pacific Land Trust,20.43,NAN
Waters Corporation,20.43,NAN
LabCorp,20.43,NAN
CRRC,20.41,NAN
Molina Healthcare,20.41,NAN
EPAM Systems,20.40,NAN
China Tower,20.37,NAN
Ferrovial,20.33,NAN
Michelin,20.33,NAN
NTPC Limited,20.30,NAN
The Saudi British Bank ,20.30,NAN
"M3, Inc",20.20,NAN
NIBE Industrier,20.17,NAN
Sany Heavy Industry,20.17,NAN
Telefónica,20.15,NAN
BioMarin Pharmaceutical,20.14,NAN
Svenska Handelsbanken,20.11,NAN
Endesa,20.10,NAN
Huntington Bancshares,20.09,NAN
Church & Dwight,20.04,NAN
Atlantia,20.03,NAN
Schindler Group,20.02,NAN
FirstRand,20.02,NAN
Aena,20.01,NAN
Longfor Group,19.99,NAN
Eisai,19.99,NAN
Marubeni,19.94,NAN
Nippon Paint,19.90,NAN
Roblox,19.90,NAN
Z Holdings,19.83,NAN
EDP Group,19.81,NAN
Dai-ichi Life Holdings,19.79,NAN
Fortis,19.76,NAN
Dover,19.74,NAN
Teledyne,19.73,NAN
Regions Financial,19.73,NAN
PTT Exploration and Production,19.71,NAN
Paycom,19.66,NAN
Tenaris,19.66,NAN
Invitation Homes,19.65,NAN
Kia,19.63,NAN
China Railway Group,19.63,NAN
AES,19.53,NAN
Mid-America Apartment Communities,19.51,NAN
CenterPoint Energy,19.48,NAN
Chow Tai Fook,19.47,NAN
Coterra Energy,19.47,NAN
Mahindra & Mahindra,19.43,NAN
J. B. Hunt,19.38,NAN
KE Holdings,19.38,NAN
W. R. Berkley,19.37,NAN
BOE Technology,19.36,NAN
Grupo Bimbo,19.34,NAN
Steris,19.33,NAN
Aker BP,19.32,NAN
ORIX,19.28,NAN
Tata Motors,19.27,NAN
Wilmar International,19.26,NAN
Citizens Financial Group,19.23,NAN
Nexon,19.22,NAN
Teck Resources,19.19,NAN
Nan Ya Plastics,19.18,NAN
Swedbank,19.08,NAN
Steel Dynamics,19.07,NAN
Carlsberg,19.05,NAN
Legal & General,19.05,NAN
Société Générale,18.96,NAN
Centrais Electricas Brasileiras,18.96,NAN
Pembina Pipeline,18.95,NAN
Celltrion,18.89,NAN
Straumann,18.87,NAN
Ecopetrol,18.85,NAN
George Weston,18.84,NAN
Wabtec,18.80,NAN
Rollins,18.77,NAN
SolarEdge,18.75,NAN
China Southern Airlines,18.71,NAN
Hologic,18.65,NAN
Shiseido,18.64,NAN
HEICO,18.63,NAN
Amcor,18.58,NAN
Ventas,18.57,NAN
Monolithic Power Systems,18.56,NAN
