CompanyName,MarketCap,EmployeesTotalAmount
Barclays plc,NAN,"81,600"
ANTA Sports Products Ltd,NAN,"52,000"
Singapore Telecommunications Ltd,NAN,"22,914"
Haier Smart Home Co Ltd,NAN,"99,299"
"Cellnex Telecom, SA",NAN,"2,877"
CITIC Ltd,NAN,"135,304"
WuXi Biologics,NAN,"9,864"
China Overseas Land & Investment Ltd,NAN,"5,916"
AmerisourceBergen Corporation,NAN,"38,000"
"WEC Energy Group, Inc.",NAN,"6,938"
"Ross Stores, Inc.",NAN,"88,100"
"Mizuho Financial Group, Inc.",NAN,"54,492"
KKR & Co. Inc.,NAN,"3,238"
Poly Developments and Holdings Group Co. Ltd,NAN,"61,201"
MTR Corp Ltd,NAN,"31,968"
FANUC Corp,NAN,"8,256"
Kuehne + Nagel International AG,NAN,"73,516"
Discover Financial Services,NAN,"16,700"
"Tyson Foods, Inc.",NAN,"137,000"
Halliburton Company,NAN,"40,000"
"T. Rowe Price Group, Inc.",NAN,"7,529"
"Chunghwa Telecom Co., Ltd.",NAN,"20,341"
Equity Residential,NAN,"2,400"
Chongqing Zhifei Biological Products Co. Ltd,NAN,"3,380"
Arthur J. Gallagher & Co.,NAN,"39,000"
Z Holdings Corp,NAN,"22,531"
"Verisk Analytics, Inc.",NAN,"9,367"
Sydney Airport Limited,NAN,418
VERBUND AG,NAN,"2,870"
"Align Technology, Inc.",NAN,"22,540"
Fastenal Company,NAN,"18,370"
"Ameriprise Financial, Inc.",NAN,"12,000"
ArcelorMittal,NAN,"158,000"
Budweiser Brewing Company APAC Ltd,NAN,"26,038"
China CITIC Bank Corp Ltd,NAN,"57,062"
"Consolidated Edison, Inc.",NAN,"13,871"
"Cheniere Energy, Inc.",NAN,"1,550"
"Old Dominion Freight Line, Inc.",NAN,"23,663"
Sun Hung Kai Properties Ltd,NAN,"38,500"
"Yum! Brands, Inc.",NAN,"36,000"
Imperial Oil Limited,NAN,"5,400"
"AvalonBay Communities, Inc.",NAN,"2,839"
Generali,NAN,"74,621"
Hexagon AB,NAN,"22,097"
Telstra Corporation Limited,NAN,"26,728"
Inner Mongolia Yili Industrial Group Co. Ltd,NAN,"59,159"
Constellation Software Inc.,NAN,"16,000"
Shanghai Pudong Development Bank Co. Ltd,NAN,"61,686"
"DoorDash, Inc.",NAN,"8,600"
Munich Re,NAN,"39,281"
"Beijing-Shanghai High-Speed Railway Co.,Ltd.",NAN,57
Jiangsu Hengrui Medicine Co. Ltd,NAN,"28,903"
"Tokio Marine Holdings, Inc.",NAN,"43,257"
Parker-Hannifin Corporation,NAN,"54,640"
SMC Corp,NAN,"20,619"
Trane Technologies plc,NAN,"37,000"
Electronic Arts Inc.,NAN,"11,000"
Phillips 66,NAN,"14,000"
PT Bank Rakyat Indonesia (Persero) Tbk,NAN,"79,398"
Sartorius Stedim Biotech SA,NAN,"10,409"
Compass Group plc,NAN,"480,000"
Daiichi Sankyo Company Ltd,NAN,"16,033"
Capgemini SE,NAN,"324,700"
SBA Communications Corporation,NAN,"1,596"
"Dollar Tree, Inc.",NAN,"61,886"
Crédit Agricole SA,NAN,"75,975"
AB Volvo,NAN,"92,144"
Kuaishou Technology,NAN,"27,125"
Dell Technologies Inc.,NAN,"133,000"
"Banco Bilbao Vizcaya Argentaria, SA",NAN,"110,432"
Baker Hughes Company,NAN,"54,000"
Ecopetrol SA,NAN,"18,000"
Alcon Inc.,NAN,"24,389"
Prudential plc,NAN,"23,000"
Novozymes A-S,NAN,"6,184"
Givaudan SA,NAN,"16,842"
eBay Inc.,NAN,"10,800"
Alimentation Couche-Tard Inc.,NAN,"98,000"
EQT AB,NAN,"1,059"
"East Money Information Co.,Ltd.",NAN,"5,696"
"Motorola Solutions, Inc.",NAN,"18,700"
MMC Norilsk Nickel PJSC,NAN,NAN
ING Groep N.V.,NAN,"57,000"
Valero Energy Corporation,NAN,"9,794"
Hang Seng Bank Limited,NAN,"9,396"
The Allstate Corporation,NAN,"54,300"
"The Williams Companies, Inc.",NAN,"4,783"
Devon Energy Corporation,NAN,"1,600"
STMicroelectronics N.V.,NAN,"48,254"
BioNTech SE,NAN,"2,800"
Manulife Financial Corporation,NAN,"38,000"
The Kroger Co.,NAN,"500,000"
Sysco Corporation,NAN,"58,000"
WuXi AppTec,NAN,"34,912"
Hilton Worldwide Holdings Inc.,NAN,"142,000"
DSV PANALPINA A-S,NAN,"77,958"
Seven & i Holdings Co. Ltd,NAN,"58,975"
"General Mills, Inc.",NAN,"35,000"
"Corteva, Inc.",NAN,"21,000"
LONGi Green Energy Technology Co. Ltd,NAN,"46,631"
Monster Beverage Corporation,NAN,"3,458"
Yihai Kerry Arawana Holdings Co. Ltd,NAN,"34,389"
HOYA Corp,NAN,"37,245"
"Republic Services, Inc.",NAN,"35,000"
Wesfarmers Limited,NAN,"122,000"
Xiaomi Corp,NAN,"33,427"
Kimberly-Clark Corporation,NAN,"45,000"
"Kinder Morgan, Inc.",NAN,"10,529"
Murata Manufacturing Co. Ltd,NAN,"77,398"
Barrick Gold Corporation,NAN,"18,421"
Aflac Incorporated,NAN,"12,447"
"Simon Property Group, Inc.",NAN,"2,400"
Lloyds Banking Group plc,NAN,"57,955"
"Constellation Brands, Inc.",NAN,"9,300"
Infineon Technologies AG,NAN,"50,280"
"The Travelers Companies, Inc.",NAN,"30,184"
"IDEXX Laboratories, Inc.",NAN,"10,350"
Vodafone Group plc,NAN,"105,000"
Vanjia Corp,NAN,NAN
Amphenol Corporation,NAN,"90,000"
The Hershey Company,NAN,"16,620"
Takeda Pharmaceutical Company Limited,NAN,"47,099"
"Baidu, Inc.",NAN,"45,500"
Sika AG,NAN,"26,272"
adidas AG,NAN,"53,870"
Nidec Corp,NAN,758
Banco Bradesco SA,NAN,"85,264"
"DexCom, Inc.",NAN,"6,300"
Nucor Corporation,NAN,"28,800"
Cognizant Technology Solutions Corporation,NAN,"330,600"
Open Joint Stock Company OMZ,NAN,NAN
"Prudential Financial, Inc.",NAN,"40,916"
"Autodesk, Inc.",NAN,"12,600"
Naspers Ltd,NAN,"28,445"
"CrowdStrike Holdings, Inc.",NAN,"4,965"
Grupo Mexico SAB de CV,NAN,"29,707"
"O'Reilly Automotive, Inc.",NAN,"82,852"
Johnson Controls International plc,NAN,"101,000"
"VMware, Inc.",NAN,"34,000"
Suncor Energy Inc.,NAN,"16,922"
McKesson Corporation,NAN,"59,000"
Rosneft Oil Co PJSC,NAN,NAN
Dow Inc.,NAN,"35,700"
Lululemon Athletica Inc.,NAN,"25,000"
"MediaTek, Inc.",NAN,NAN
Scentre Group,NAN,"2,780"
Hitachi Ltd,NAN,"350,864"
General Accident plc,NAN,NAN
"AgriBank, FCB",NAN,NAN
"L3Harris Technologies, Inc.",NAN,"47,000"
Toyota,NAN,"371,365"
DENSO Corp,NAN,"168,391"
BCE Inc.,NAN,"49,781"
Stellantis N.V.,NAN,"281,595"
Eni S.p.A.,NAN,"31,495"
ITOCHU Corp,NAN,"125,944"
"Xilinx, Inc.",NAN,"4,890"
NXP Semiconductors N.V.,NAN,"31,000"
Fast Retailing Co. Ltd,NAN,"55,589"
"Liberty Bancshares, Inc. (OH)",NAN,NAN
Occidental Petroleum Corporation,NAN,"11,678"
Sempra Energy,NAN,"15,390"
BASF SE,NAN,"108,718"
Thomson Reuters Corporation,NAN,"24,400"
London Stock Exchange Group plc,NAN,"24,158"
Lonza Group Ltd,NAN,"16,218"
Ferrari N.V.,NAN,"4,609"
Snap Inc.,NAN,"5,661"
"Fortinet, Inc.",NAN,"10,195"
Dollar General Corporation,NAN,"163,000"
"American International Group, Inc.",NAN,"36,600"
Marathon Petroleum Corporation,NAN,"17,700"
Canadian Pacific Railway Limited,NAN,"11,834"
Ambev SA,NAN,"53,000"
Heineken N.V.,NAN,"81,070"
SoftBank Group Corp.,NAN,"58,786"
Ergo Science Corp,NAN,NAN
Keurig Dr Pepper Inc.,NAN,"27,500"
Chugai Pharmaceutical Co. Ltd,NAN,"7,664"
"Daikin Industries,Ltd.",NAN,"84,870"
National Grid plc,NAN,"23,683"
Schlumberger Limited,NAN,"92,000"
Pernod Ricard SA,NAN,"18,500"
"Air Products and Chemicals, Inc.",NAN,"20,000"
Marvell Technology Group Ltd.,NAN,"6,695"
RELX plc,NAN,"33,500"
"Workday, Inc.",NAN,"15,200"
Vinci SA,NAN,"218,569"
Shenzhen Mindray Bio-Medical Electronics Co. Ltd,NAN,"11,833"
Southern Copper Corporation,NAN,"14,700"
Saudi Telecom Company,NAN,NAN
Nongfu Spring Co. Ltd,NAN,"20,773"
Reckitt Benckiser Group plc,NAN,"43,000"
Australia and New Zealand Banking Group Limited,NAN,"39,684"
"Palo Alto Networks, Inc.",NAN,"11,527"
Emerson Electric Co.,NAN,"86,700"
Capital One Financial Corporation,NAN,"50,767"
Hong Kong Exchanges & Clearing Ltd,NAN,"2,146"
"NetEase, Inc.",NAN,"18,129"
Deutsche Post AG,NAN,"548,042"
"Block, Inc.",NAN,"8,521"
Nutrien Ltd.,NAN,"23,500"
CNOOC Limited,NAN,"18,151"
Atlas Copco AB,NAN,"42,862"
Adyen N.V.,NAN,"2,180"
Hapag-Lloyd AG,NAN,"14,106"
"Banco Santander, SA",NAN,"177,033"
"Fidelity National Information Services, Inc.",NAN,"65,000"
"Analog Devices, Inc.",NAN,"24,700"
Eaton Corporation plc,NAN,"85,947"
Pioneer Natural Resources Company,NAN,"1,932"
Nintendo Co Ltd,NAN,"6,574"
Moody's Corporation,NAN,"13,460"
"Uber Technologies, Inc.",NAN,"29,300"
Sea Limited,NAN,"29,800"
ICICI Bank Limited,NAN,"98,750"
DBS Group Holdings Ltd,NAN,"33,000"
Industrial Bank Co. Ltd,NAN,"59,630"
"Waste Management, Inc.",NAN,"48,500"
ABB Ltd,NAN,"104,400"
Westpac Banking Corporation,NAN,"40,143"
The Progressive Corporation,NAN,"49,077"
Illinois Tool Works Inc.,NAN,"45,000"
Vertex Pharmaceuticals Incorporated,NAN,"3,900"
The Sherwin-Williams Company,NAN,"61,000"
Bayer AG,NAN,"95,950"
Recruit Holdings Co Ltd,NAN,"46,800"
"Iberdrola, SA",NAN,"38,702"
"Fiserv, Inc.",NAN,"44,000"
Sberbank,NAN,"287,866"
UBS Group AG,NAN,"71,385"
Public Storage,NAN,"5,800"
"América Móvil, S.A.B. de C.V.",NAN,"181,205"
BNP Paribas SA,NAN,"190,000"
Enel SpA,NAN,"66,279"
"Dominion Energy, Inc.",NAN,"17,100"
AXA SA,NAN,"106,128"
General Dynamics Corporation,NAN,"103,100"
"Moderna, Inc.",NAN,"2,700"
Anglo American plc,NAN,"106,000"
Siemens Healthineers AG,NAN,"66,800"
"EOG Resources, Inc.",NAN,"2,800"
PT Bank Central Asia Tbk,NAN,"25,370"
Wal-Mart de Mexico SAB de CV,NAN,"231,259"
Freeport-McMoRan Inc.,NAN,"24,700"
Norfolk Southern Corporation,NAN,"18,100"
KDDI Corp,NAN,"47,320"
Northrop Grumman Corporation,NAN,"88,000"
Aon Plc,NAN,"50,000"
Bank of Montreal,NAN,"43,863"
Tokyo Electron Ltd,NAN,"14,479"
U.S. Bancorp,NAN,"68,796"
EssilorLuxottica SA,NAN,"144,888"
Crown Castle International Corp. (REIT),NAN,"5,000"
National Australia Bank Limited,NAN,"32,741"
"HCA Healthcare, Inc.",NAN,"204,000"
Air Liquide SA,NAN,"66,400"
Shopify,NAN,"10,000"
Cigna Corporation,NAN,"72,226"
"Mitsubishi UFJ Financial Group, Inc.",NAN,"132,700"
"Micron Technology, Inc.",NAN,"43,000"
"Marsh & McLennan Companies, Inc.",NAN,"83,000"
CME Group Inc.,NAN,"3,480"
Glencore plc,NAN,"81,284"
Brookfield Asset Management Inc.,NAN,"150,000"
The Blackstone Group Inc.,NAN,"3,795"
Bank of Nova Scotia,NAN,"89,782"
Duke Energy Corporation,NAN,"27,605"
3M Company,NAN,"95,000"
CSL Limited,NAN,"25,000"
Zoetis Inc.,NAN,"12,100"
Vulcan International Corp,NAN,68
JD.com,NAN,"310,000"
"Mondelez International, Inc.",NAN,"79,000"
MERCK Kommanditgesellschaft auf Aktien,NAN,"60,334"
Deutsche Telekom AG,NAN,"216,528"
Schneider Electric SE,NAN,"166,025"
Enbridge Inc.,NAN,"10,900"
Canadian National Railway Company,NAN,"22,604"
Booking Holdings Inc.,NAN,"20,097"
China Shenhua Energy Company Ltd,NAN,"77,029"
BP plc,NAN,"60,000"
"Automatic Data Processing, Inc.",NAN,"56,000"
"Airbnb, Inc.",NAN,"6,132"
Al Rajhi Banking and Investment Corp,NAN,"15,078"
Infosys Limited,NAN,"292,067"
Target Corporation,NAN,"450,000"
"ServiceNow, Inc.",NAN,"16,881"
Vale SA,NAN,NAN
Starbucks,NAN,"383,000"
Volkswagen,NAN,"645,318"
Citigroup Inc.,NAN,"220,092"
GlaxoSmithKline plc,NAN,"90,096"
The Boeing Company,NAN,"142,000"
"Industria de Diseño Textil, SA",NAN,"104,431"
Transurban Group,NAN,672
"The Goldman Sachs Group, Inc.",NAN,"43,900"
Keyence,NAN,"8,380"
Meituan,NAN,"69,205"
Siemens,NAN,"303,000"
American Tower,NAN,"6,378"
Diageo plc,NAN,"27,783"
HDFC Bank,NAN,"134,412"
BlackRock,NAN,"18,400"
Unilever,NAN,"148,012"
International Business Machines Corporation,NAN,"282,100"
"Anthem, Inc.",NAN,"98,200"
Applied Materials,NAN,"28,500"
Prologis,NAN,"2,053"
Dior,NAN,"119,243"
Equinor ASA,NAN,"21,126"
Anheuser-Busch InBev SA/NV,NAN,"169,339"
Caterpillar Inc.,NAN,"107,700"
Lockheed Martin Corporation,NAN,"114,000"
AIA Group,NAN,"23,000"
Rio Tinto,NAN,"49,000"
Sony,NAN,"109,700"
CommBank,NAN,"47,532"
PetroChina,NAN,"432,003"
TD Bank,NAN,"90,000"
Hermès,NAN,"17,595"
American Express,NAN,"64,000"
Raytheon Technologies,NAN,"174,000"
Medtronic,NAN,"90,000"
Philip Morris,NAN,"69,600"
Schwab,NAN,"33,400"
RBC,NAN,"85,211"
Netflix,NAN,"11,300"
Morgan Stanley,NAN,"75,000"
T-Mobile US,NAN,"75,000"
Agricultural Bank of China,NAN,"459,000"
NextEra Energy,NAN,"15,000"
Linde,NAN,"72,327"
Prosus,NAN,"23,939"
Bristol Myers Squibb,NAN,"32,200"
Texas Instruments,NAN,"31,000"
Qualcomm,NAN,"45,000"
AT&T,NAN,"203,000"
Union Pacific,NAN,"29,905"
CATL,NAN,"33,078"
China Merchants Bank,NAN,"103,669"
McDonald's,NAN,"100,000"
China Construction Bank,NAN,"373,814"
UPS,NAN,"267,890"
Salesforce,NAN,"73,541"
Adobe,NAN,"25,988"
Wells Fargo,NAN,"247,848"
Intel,NAN,"121,100"
AstraZeneca,NAN,"83,100"
Novartis,NAN,"104,323"
Shell,NAN,"87,000"
Costco,NAN,"288,000"
Broadcom,NAN,"20,000"
Lilly,NAN,"35,000"
Coca-Cola,NAN,"79,000"
ASML,NAN,"29,861"
Alibaba,NAN,"259,316"
AbbVie,NAN,"50,000"
Visa,NAN,"21,500"
UnitedHealth Group,NAN,"350,000"
TSMC,NAN,"54,193"
Meta,NAN,"71,970"
Nvidia,NAN,"22,473"
Berkshire Hathaway,NAN,"372,000"
Tesla,NAN,"99,290"
Amazon,NAN,"1,608,000"
Alphabet,NAN,"156,500"
Aramco,NAN,NAN
Microsoft,NAN,"181,000"
