CompanyName,MarketCap,EmployeesTotalAmount
Sandvik AB,26.71,NAN
"Cheniere Energy Partners, L.P.",26.68,NAN
PG&E Corporation,26.66,NAN
Kansas City Southern,,NAN
Unity Software Inc.,26.56,NAN
Thales SA,26.55,NAN
Southwest Airlines Co.,26.52,NAN
DTE Energy Company,26.41,NAN
Intact Financial Corporation,26.40,NAN
Deutsche Bank AG,26.38,NAN
Canon Inc.,26.38,NAN
"LYONDELLBASELL ADVANCED POLYMERS, Inc.",26.38,NAN
National Bank of Canada,26.29,NAN
Sonova Holding AG,26.22,NAN
Realty Income Corporation,26.18,NAN
China Everbright Bank Company Ltd,26.13,NAN
Twilio Inc.,26.09,NAN
Roblox Corp,26.05,NAN
"Telefónica, SA",26.04,NAN
Central Japan Railway Co,26.00,NAN
Li Auto Inc.,25.83,NAN
EnBW Energie Baden-Wuerttemberg AG,25.82,NAN
"The Hartford Financial Services Group, Inc.",25.76,NAN
Laboratory Corporation of America Holdings,25.75,NAN
"MongoDB, Inc.",25.73,NAN
Mitsubishi Electric Corporation,25.61,NAN
Banco Santander (Brasil) SA,25.59,NAN
Axis Bank Ltd,25.54,NAN
"United Rentals, Inc.",25.46,NAN
Nan Ya Plastics Corp,25.41,NAN
Lennar Corporation,25.34,NAN
Straumann Holding AG,25.31,NAN
CLP Holdings Ltd,25.29,NAN
Yanzhou Coal Mining Company Ltd,25.26,NAN
FirstEnergy Corp.,25.26,NAN
Albemarle Corporation,25.25,NAN
CK Asset Holdings Limited,25.21,NAN
"Enphase Energy, Inc.",25.20,NAN
Legrand SA,25.19,NAN
Galaxy Entertainment Group Ltd,25.17,NAN
Skandinaviska Enskilda Banken AB,25.15,NAN
The Mosaic Company,25.09,NAN
CDW Corporation,25.04,NAN
"Gartner, Inc.",25.03,NAN
"EDP Renováveis, SA",,NAN
"Delta Air Lines, Inc.",24.92,NAN
Palantir Technologies Inc.,24.91,NAN
Seagen Inc.,24.87,NAN
"Diamondback Energy, Inc.",24.84,NAN
"VeriSign, Inc.",24.81,NAN
"Church & Dwight Co., Inc.",24.81,NAN
Ameren Corporation,24.79,NAN
China Minsheng Banking Corp Ltd,24.65,NAN
"Live Nation Entertainment, Inc.",24.61,NAN
Woodside Petroleum Ltd,24.60,NAN
Evergreen Marine Corp ,24.49,NAN
"Aena S.M.E., SA",24.45,NAN
XPeng Inc.,24.44,NAN
Northern Trust Corporation,24.42,NAN
"Slack Technologies, Inc.",,NAN
"Mid-America Apartment Communities, Inc.",24.18,NAN
Fresenius SE & Co KGaA,24.12,NAN
FUJIFILM Holdings Corp,24.12,NAN
BT Group plc,24.09,NAN
Vulcan Materials Company,24.08,NAN
Epiroc AB ,24.08,NAN
"Delta Electronics, Inc.",24.05,NAN
Public Joint Stock Company Polyus,,NAN
Schindler Holding AG,24.02,NAN
ORIX Corporation,23.97,NAN
"Martin Marietta Materials, Inc.",23.94,NAN
CSC Financial Co. Ltd,23.94,NAN
"Best Buy Co., Inc.",23.93,NAN
STERIS plc,23.93,NAN
Entergy Corporation,23.92,NAN
"M3, Inc.",23.89,NAN
Splunk Inc.,23.84,NAN
EVE Energy Co. Ltd,23.82,NAN
"Ventas, Inc.",23.81,NAN
"Endesa, SA",23.78,NAN
SSE plc,23.73,NAN
Compagnie Générale des Etablissements Michelin SCA,23.65,NAN
Horizon Therapeutics Public Limited Company,23.64,NAN
Baoshan Iron & Steel Co. Ltd,23.59,NAN
"Stanley Black & Decker, Inc.",23.57,NAN
Sungrow Power Supply Co. Ltd,23.55,NAN
Beiersdorf AG,23.51,NAN
PT Bank Mandiri (Persero) Tbk,,NAN
First Quantum Minerals Ltd.,23.47,NAN
Kubota Corp,23.46,NAN
MTN Group Ltd,23.45,NAN
"Maxim Integrated Products, Inc.",,NAN
"Rocket Companies, Inc.",23.44,NAN
Fortis Inc.,23.43,NAN
Formosa Plastics Corp,23.42,NAN
Liberty Broadband Corporation,23.40,NAN
United Microelectronics Corporation,23.35,NAN
Garmin Ltd.,23.35,NAN
Huazhu Group Limited,23.34,NAN
Carnival Corporation & plc,23.29,NAN
Sany Heavy Industry Co. Ltd,23.27,NAN
Fox Corporation,23.26,NAN
Wens Foodstuff Group Co. Ltd,23.20,NAN
Société Générale SA,23.18,NAN
Terumo Corp,23.16,NAN
China International Capital Corp Ltd,23.13,NAN
Invitation Homes Inc.,23.09,NAN
Royalty Pharma plc,23.04,NAN
Olympus Corp,23.00,NAN
V.F. Corporation,22.96,NAN
Dover Corporation,22.94,NAN
PPL Corporation,22.87,NAN
"Hengli Petrochemical Co.,Ltd.",22.86,NAN
Genmab A/S,22.83,NAN
SABIC Agri-Nutrients Company,22.78,NAN
Heineken Holding N.V.,22.78,NAN
East Japan Railway Company,22.78,NAN
Sociedad Química y Minera de Chile SA,22.77,NAN
Eurofins Scientific SE,,NAN
Panasonic Corp,22.73,NAN
UCB SA,22.71,NAN
Shanghai International Port ,22.65,NAN
Hewlett Packard Enterprise Company,22.65,NAN
Kellogg Company,22.63,NAN
PICC Property and Casualty Company Ltd,22.62,NAN
Grupo Financiero Banorte SAB de CV,22.60,NAN
Komatsu Ltd,22.56,NAN
The Hong Kong and China Gas Company Ltd,22.54,NAN
Coca-Cola Europacific Partners plc,22.53,NAN
"Essex Property Trust, Inc.",22.51,NAN
EMS-CHEMIE HOLDING AG,22.48,NAN
"Okta, Inc.",22.45,NAN
China National Nuclear Power Co. Ltd,22.42,NAN
Sumitomo Corp,22.42,NAN
Tata Motors Limited,22.38,NAN
Banco do Brasil SA,22.36,NAN
Hennes & Mauritz AB,22.33,NAN
"Bio-Rad Laboratories, Inc.",,NAN
Teleperformance SE,22.30,NAN
"Fomento Económico Mexicano, S.A.B. de C.V.",,NAN
"Huntington Bancshares, Inc.",22.26,NAN
"Continental Resources, Inc.",22.25,NAN
CRRC Corp Ltd,22.21,NAN
"Skyworks Solutions, Inc.",22.17,NAN
XP Inc.,,NAN
Unicharm Corp,22.08,NAN
ZTO Express (Cayman) Inc.,22.05,NAN
Geberit AG,22.03,NAN
Toyota Industries Corp,21.99,NAN
Cincinnati Financial Corporation,21.99,NAN
"CF Industries Holdings, Inc.",21.95,NAN
NIBE Industrier AB ,21.93,NAN
CNH Industrial N.V.,21.93,NAN
Huntington Bancshares Incorporated,21.93,NAN
Duke Realty Corporation,21.93,NAN
Restaurant Brands International Limited Partnership,,NAN
"Monolithic Power Systems, Inc.",21.87,NAN
Zebra Technologies Corporation,21.87,NAN
"Ulta Beauty, Inc.",21.82,NAN
"Dai-ichi Life Holdings, Inc.",21.76,NAN
M&T Bank Corporation,21.74,NAN
KeyCorp,21.71,NAN
Teledyne Technologies Incorporated,21.65,NAN
"B3 S.A. - Brasil, Bolsa, Balcao",21.58,NAN
"Contura Energy, Inc.",21.57,NAN
"Shimano, Inc.",21.51,NAN
Power Corporation of Canada,21.48,NAN
"J.B. Hunt Transport Services, Inc.",21.48,NAN
Mitsui Fudosan Co. Ltd,21.46,NAN
The Saudi British Bank,21.45,NAN
SGS SA,21.43,NAN
Teck Resources Limited,21.41,NAN
Rede D'Or São Luiz SA,21.40,NAN
NEXON Co. Ltd,21.36,NAN
"The Cooper Companies, Inc.",21.35,NAN
Legal & General Group plc,21.34,NAN
Regions Financial Corporation,21.32,NAN
Wheaton Precious Metals Corp.,21.26,NAN
ZoomInfo Technologies Inc.,21.23,NAN
ViacomCBS Inc.,,NAN
China Northern Rare Earth ,21.21,NAN
Seagate Technology plc,21.21,NAN
China Mengniu Dairy Co Ltd,21.17,NAN
Ingersoll Rand Inc.,21.13,NAN
SEGRO plc,21.08,NAN
Yandex N.V.,,NAN
Microchip Technology Incorporated,21.03,NAN
"HubSpot, Inc.",20.93,NAN
"FLEETCOR Technologies, Inc.",20.92,NAN
Fortive Corporation,20.88,NAN
AppLovin Corp,20.86,NAN
Royal Caribbean Cruises Ltd.,20.81,NAN
Repsol SA,20.80,NAN
Marubeni Corp,20.78,NAN
Standard Chartered plc,20.78,NAN
Li Ning Co Ltd,20.75,NAN
CMS Energy Corporation,20.73,NAN
STERIS Corp,,NAN
Advanced Info Service PCL,20.65,NAN
Kyocera Corp,20.62,NAN
Pembina Pipeline Corporation,20.61,NAN
Flutter Entertainment plc,20.58,NAN
Sojitz Corp,20.55,NAN
"Boston Properties, Inc.",20.54,NAN
Synchrony Financial,20.43,NAN
Alinma Bank,20.41,NAN
Investment AB Latour,20.39,NAN
Mitsubishi Estate Co. Ltd,20.39,NAN
Guotai Junan Securities Co. Ltd,20.39,NAN
Nippon Paint Holdings Co. Ltd,20.38,NAN
Carvana Co.,20.33,NAN
Markel Corporation,20.30,NAN
"Brown & Brown, Inc.",20.27,NAN
Nomura Research Institute Ltd,20.26,NAN
MGM Resorts International,20.22,NAN
Mega Financial Holding Co. Ltd,20.21,NAN
Telefônica Brasil SA,20.19,NAN
Swiss Life Holding AG,20.16,NAN
Telenor ASA,20.15,NAN
China Railway Group Ltd,20.15,NAN
CTBC Financial Holding Co. Ltd,20.15,NAN
Imperial Brands plc,20.14,NAN
"Principal Financial Group, Inc.",20.13,NAN
Norsk Hydro ASA,20.10,NAN
"PerkinElmer, Inc.",20.05,NAN
Hannover Rück SE,20.02,NAN
"Sun Communities, Inc.",19.98,NAN
Tradeweb Markets Inc.,19.98,NAN
Trina Solar Co. Ltd,19.94,NAN
Vedanta Limited,19.93,NAN
"Paycom Software, Inc.",19.87,NAN
Klabin SA,,NAN
Kao Corp,19.85,NAN
"Teradyne, Inc.",19.85,NAN
China Resources Beer (Holdings) Company Ltd,19.84,NAN
China Communications Construction Co Ltd,19.83,NAN
Aviva plc,19.82,NAN
Standard Bank Group Ltd,19.82,NAN
Ryanair Holdings plc,,NAN
"Hologic, Inc.",19.75,NAN
Kerry Group plc,19.74,NAN
Renesas Electronics Corp,19.73,NAN
Brookfield Infrastructure Partners L.P.,19.70,NAN
Shiseido Co Ltd,19.69,NAN
CGI Inc.,19.67,NAN
Henderson Land Development Co Ltd,19.67,NAN
"Bill.com Holdings, Inc.",19.65,NAN
Shanghai Fosun Pharmaceutical ,19.63,NAN
"Akamai Technologies, Inc.",19.59,NAN
China Tower Corp Ltd,19.55,NAN
"Huatai Securities Co., Ltd.",19.55,NAN
Marathon Oil Corporation,19.54,NAN
Arch Capital Group Ltd.,19.54,NAN
TransUnion,19.53,NAN
JBS SA,19.53,NAN
Shenzhou International Group Holdings Ltd,19.50,NAN
"Avantor, Inc.",19.48,NAN
"Molina Healthcare, Inc.",19.46,NAN
"Ferrovial, SA",19.44,NAN
EDP - Energias de Portugal SA,19.43,NAN
Fresenius Medical Care AG & Co. KGaA,19.42,NAN
Svenska Handelsbanken AB,19.42,NAN
KB Financial Group Inc.,19.39,NAN
Magna International Inc.,19.36,NAN
Snam S.p.A.,19.27,NAN
CGN Power Co. Ltd,19.25,NAN
Croda International plc,,NAN
Warner Music Group Corp.,19.21,NAN
Zhejiang Huayou Cobalt Co. Ltd,19.20,NAN
"SS&C Technologies Holdings, Inc.",19.15,NAN
Carlsberg A-S,19.12,NAN
NICE Ltd.,,NAN
Waters Corporation,19.11,NAN
Otsuka Holdings Co. Ltd,19.03,NAN
Tenaris SA,18.98,NAN
"Citizens Financial Group, Inc.",18.95,NAN
Check Point Software Technologies Ltd.,18.94,NAN
Toshiba Corp,18.93,NAN
"LG Electronics, Inc.",18.91,NAN
Astra International Tbk PT,18.90,NAN
Omnicom Group Inc.,18.80,NAN
"Aecc Aviation Power Co.,Ltd",18.79,NAN
International Paper Company,,NAN
Scottish Mortgage Investment Trust plc,18.78,NAN
George Weston Limited,18.77,NAN
"NetApp, Inc.",18.76,NAN
"Healthpeak Properties, Inc.",18.76,NAN
"MS&AD Insurance Group Holdings, Inc.",18.75,NAN
The Liberty SiriusXM Group,18.74,NAN
Credit Suisse Group AG,18.72,NAN
Air China Ltd,18.72,NAN
Power Construction Corp of China Ltd,18.69,NAN
"JD Health International, Inc.",18.69,NAN
South32 Limited,18.67,NAN
"Huaneng Power International, Inc.",18.57,NAN
Sands China Ltd,18.52,NAN
HEICO Corporation,18.49,NAN
GF Securities Co. Ltd,18.44,NAN
Genuine Parts Company,18.41,NAN
Vodacom Group Ltd,18.41,NAN
"Take-Two Interactive Software, Inc.",18.35,NAN
China Merchants Securities Co. Ltd,18.35,NAN
"Alnylam Pharmaceuticals, Inc.",18.33,NAN
Aeon Co. Ltd,18.32,NAN
Link Real Estate Investment Trust,18.27,NAN
Shionogi & Co. Ltd,18.27,NAN
Ubiquiti Inc.,18.25,NAN
"Quanta Services, Inc.",18.25,NAN
"Catalent, Inc.",18.24,NAN
Haitong Securities Co. Ltd,18.23,NAN
Asahi Group Holdings Ltd,18.21,NAN
Capitec Bank Holdings Ltd,18.21,NAN
Restaurant Brands International Inc.,18.19,NAN
"Yum China Holdings, Inc.",18.18,NAN
CEZ AS,,NAN
Veolia Environnement SA,18.14,NAN
"Avis Budget Group, Inc.",18.12,NAN
