CompanyName,MarketCap,EmployeesTotalAmount
NRG ENERGY,9.931,6635
BERRY GLOBAL GROUP,9.927,47000
AQUA AMERICA,9.916,3211
JEFFERIES FINANCIAL GROUP,9.916,5556
BEIJING NEW BUILDING MATERIALS PUBLIC COMPANY,9.917,NAN
TEVA PHARMACEUTICAL INDUSTRIES,9.913,40216
UNITED UTILITIES GROUP,9.912,5354
SEVERN TRENT,9.908,6800
EIFFAGE SA,9.902,72500
PRYSMIAN,9.903,28000
SYNAPTICS,9.900,1463
CIPLA,9.888,23000
YUNDA HOLDING,9.893,8328
SAMSUNG SDS,9.870,12501
"NATIONAL SILICON INDUSTRY GROUP CO., LTD.",9.868,NAN
ASPEN TECHNOLOGY,9.866,1897
OVINTIV INC.,9.870,1916
SAMSUNG LIFE INSURANCE,9.855,5273
KINGFISHER,9.857,78000
PJSC PHOSAGRO,9.857,NAN
COCHLEAR LIMITED,9.851,4000
CAPITALAND MALL TRUST,9.848,12100
SSAB AB (PUBL),9.846,14500
NEWELL BRANDS,9.844,32000
TATA POWER COMPANY,9.835,8613
GENPACT,9.832,109600
AVIC ELECTROMECHANICALSYSTEM,9.831,NAN
ELISA OYJ,9.813,NAN
PIK GROUP,9.777,NAN
WYNN RESORTS,9.779,26950
ARES CAPITAL CORPORATION,9.777,1200
TORAY INDUSTRIES,9.771,48031
NINGBO SHANSHAN,9.772,NAN
HAINAN AIRLINES HOLDING,9.774,26236
TEXAS PACIFIC LAND TRUST,9.761,94
DASSAULT AVIATION SA,9.762,12757
ALLEGRO.EU SA,9.749,NAN
KUMBA IRON ORE,9.748,12217
BURBERRY GROUP,9.748,9892
ORKLA ASA,9.741,18110
STARS GROUP,NAN,4500
SEALED AIR CORPORATION,9.734,16500
KNIGHT-SWIFT TRANSPORTATION HOLDINGS,9.715,27900
BAUSCH HEALTH COMPANIES,9.709,21600
SHENZHEN KANGTAI BIOLOGICAL PRODUCTS,9.699,NAN
BOLIDEN AB (PUBL),NAN,NAN
INFO EDGE (INDIA),9.704,4049
METSO OUTOTEC OYJ,9.699,NAN
DENTSU GROUP,9.694,64533
BANK ALBILAD,9.680,NAN
UWM HOLDINGS CORPORATION,9.663,NAN
ANA HOLDINGS,9.659,45849
QNB FINANSBANK,9.648,11111
CEMEX,9.647,41663
NEW WORLD DEVELOPMENT COMPANY,9.647,45000
SINO LAND COMPANY,9.652,6500
ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY,9.648,NAN
TEMENOS AG,9.642,7500
DIASORIN,9.625,2024
XINYI GLASS HOLDINGS,9.624,13117
EMPRESAS COPEC,9.619,NAN
EZDAN HOLDING GROUP,9.618,18000
DEUTSCHE LUFTHANSA AG,9.597,138353
"UPSTART HOLDINGS, INC.",9.585,1497
SAPUTO,9.592,16800
YAHOO,NAN,NAN
NOVAVAX,9.580,375
TERNIUM,9.570,20173
TFI INTERNATIONAL,9.567,16768
"GXO LOGISTICS, INC.",9.565,94000
ORACLE CORPORATION JAPAN,9.555,2260
EVERBRIGHT SECURITIES COMPANY,9.552,NAN
NIPPON BUILDING FUND INCORPORATION,9.529,NAN
ALGONQUIN POWER & UTILITIES,9.527,3441
ZHEJIANG CENTURY HUATONG GROUP,9.529,NAN
SYNEOS HEALTH,9.519,28000
XINJIANG GOLDWIND SCIENCE&TECHNOLOGY,9.518,NAN
TAIYO NIPPON SANSO CORPORATION,9.512,19719
PENUMBRA,9.508,3800
MITSUI O.S.K. LINES,9.512,8941
GEA GROUP,9.497,18232
WESTERN MIDSTREAM PARTNERS LP,9.499,1127
CHINA ZHENHUA (GROUP) SCIENCE & TECHNOLOGY,9.497,NAN
AVALARA,9.493,4465
GEMDALE CORPORATION,9.494,9114
DONGFANG ELECTRIC CORPORATION,9.476,17336
DICK'S SPORTING GOODS,9.467,50800
CHINA DEVELOPMENT FINANCIAL HOLDING CORPORATION,9.466,12821
"PROCORE TECHNOLOGIES, INC.",9.459,2885
JIANGXI COPPER COMPANY,9.458,24831
ISUZU MOTORS,9.425,36856
INDUS TOWERS,9.431,4907
LATTICE SEMICONDUCTOR CORPORATION,9.423,856
CAMECO CORPORATION,9.420,1931
PHILLIPS 66 PARTNERS LP,9.389,7110
BROOKFIELD RENEWABLE PARTNERS,9.383,2630
AMDOCS,9.375,27176
UGI CORPORATION,9.380,5800
MKS INSTRUMENTS,9.373,6400
LEVI STRAUSS & CO,9.355,16600
SITEONE LANDSCAPE SUPPLY,9.356,6150
INDUSIND BANK,9.351,30674
HANG LUNG PROPERTIES,9.344,4500
STORE CAPITAL CORPORATION,9.338,117
APOLLO HOSPITALS ENTERPRISE,9.343,62939
ARAMARK,9.343,248300
KINNEVIK AB,9.333,40
DOLBY LABORATORIES,9.328,2368
S-OIL CORPORATION,9.322,3222
CAPRI HOLDINGS,9.304,14600
GCL-POLY ENERGY HOLDINGS,9.300,10730
HAMAMATSU PHOTONICS K.K,9.287,3677
DECKERS OUTDOOR CORPORATION,9.280,4000
NORWEGIAN CRUISE LINE HOLDINGS,9.255,34700
ARROW ELECTRONICS,9.259,20700
ALLEGHANY CORPORATION,9.237,13313
AUTOLIV,9.243,61000
INDIAN RAILWAY CATERING & TOURISM CORPORATION LIMITED,9.229,NAN
SANTANDER BANK POLSKA,9.217,NAN
SIBANYE STILLWATER LIMITED,9.209,66275
AUTO TRADER GROUP,9.205,909
PT BANK NEGARA INDONESIA (PERSERO) TBK,9.214,27202
SUZHOU MAXWELL TECHNOLOGIES,9.196,NAN
CREDIT ACCEPTANCE CORPORATION,9.203,2073
CONSUMERS ENERGY COMPANY,9.185,9778
DLOCAL LTD,9.175,NAN
WHARF (HOLDINGS),9.168,7700
YAGEO CORPORATION,9.171,17000
"AGILON HEALTH, INC.",9.156,648
"SK IE TECHNOLOGY CO., LTD.",9.127,NAN
QI AN XIN TECHNOLOGY GROUP INC.,9.127,NAN
FIVE9,9.120,2138
BANCO DE CHILE,9.117,13134
"D&D PLATFORM REIT CO.,LTD.",9.114,NAN
ACCOR SA,9.107,260000
YTO EXPRESS GROUP,9.113,1070
CHINA SATELLITE COMMUNICATIONS,9.095,NAN
PHOENIX GROUP HOLDINGS,9.101,5752
TATA CONSUMER PRODUCTS LIMITED,9.094,2689
AGCO CORPORATION,9.092,23700
LITHIA MOTORS,9.089,21150
GREENLAND HOLDINGS CORPORATION,9.090,52576
SHANGHAI M&G STATIONERY,9.079,NAN
"SHANDONG NANSHAN ALUMINIUM CO., LTD.",9.082,NAN
DOOSAN HEAVY INDUSTRIES & CONSTRUCTION,9.065,NAN
NUVEI CORPORATION,9.059,400
CANADIAN TIRE CORPORATION,9.046,13303
DROPBOX,9.038,2667
ASSURANT,9.044,15600
GVC HOLDINGS,NAN,NAN
STARPOWER SEMICONDUCTOR LTD.,9.039,NAN
GOLD FIELDS,9.037,17611
OWENS CORNING,9.031,20000
FULL TRUCK ALLIANCE CO. LTD.,9.013,4059
BACHEM HOLDING AG,9.007,NAN
ASCENDAS REAL ESTATE INVESTMENT TRUST,9.012,NAN
FIRST SOLAR,9.004,4800
POLSKIE GORNICTWO NAFTOWE I GAZOWNICTWO,8.999,24608
ADVANCED DRAINAGE SYSTEMS,8.972,5000
ROHM,8.958,22161
UNITED THERAPEUTICS CORPORATION,8.960,965
BECLE,8.958,NAN
FOSUN INTERNATIONAL,8.951,NAN
COMMERCE BANCSHARES,8.950,4567
"ENDEAVOR GROUP HOLDINGS, INC.",8.945,6400
"DOXIMITY, INC.",8.933,713
GUARDANT HEALTH,8.928,1373
CASTELLUM AB (PUBL),8.934,NAN
BJ'S WHOLESALE CLUB HOLDINGS,8.932,34000
YAMAHA MOTOR,8.915,55255
IGM FINANCIAL,8.922,3300
ZOZO INC,8.911,NAN
3PEAK INCORPORATED,8.907,NAN
CHINA CONCH VENTURE HOLDINGS,8.899,4000
COMPUTERSHARE,8.900,12600
KOITO MANUFACTURING,8.889,24769
NIPPON PROLOGIS REIT,8.889,1712
"BEIJING ROBOROCK TECHNOLOGY CO., LTD.",8.881,NAN
QUANTUMSCAPE,8.879,200
SIG COMBIBLOC GROUP AG,8.856,NAN
GUIDEWIRE SOFTWARE,8.863,2942
MEIJI HOLDINGS,8.863,17608
ALTICE EUROPE,NAN,45000
AUTOMATION ANYWHERE,NAN,6574
MEICAI,NAN,NAN
ROIVANT SCIENCES,NAN,NAN
SENSETIME,NAN,NAN
SUNING FINANCE,NAN,NAN
TOKOPEDIA,NAN,4700
YUANFUDAO,NAN,NAN
SCOTTS MIRACLE-GRO COMPANY,8.847,5932
TOPCHOICE MEDICAL CORPORATION,8.843,NAN
HARGREAVES LANSDOWN,8.838,1610
SEI INVESTMENTS COMPANY,8.832,4406
CHURCHILL DOWNS,8.832,5000
HUSQVARNA AB (PUBL),8.827,NAN
MANHATTAN ASSOCIATES,8.823,3600
HONGTA SECURITIES,8.818,NAN
DINO POLSKA S.A.,8.817,NAN
GUANGDONG KINLONG HARDWARE PRODUCTS,8.818,NAN
GALP ENERGIA SGPS,8.809,6114
RIGHTMOVE,8.805,650
WABCO HOLDINGS,NAN,NAN
HUANENG POWER INTERNATIONAL,8.811,58263
MONOTARO,8.802,2245
ICICI LOMBARD GENERAL INSURANCE COMPANY,8.803,10197
VERTIV HOLDINGS CO,8.793,20972
GETLINK SE,8.793,NAN
ABSA GROUP,8.792,20000
WILLSCOT CORPORATION,8.783,4700
SHENNAN CIRCUIT COMPANY,8.776,NAN
VORNADO REALTY TRUST,8.773,3224
ZOZO,8.759,1158
UNDER ARMOUR,8.764,12868
HK ELECTRIC INVESTMENTS AND HK ELECTRIC INVESTMENTS,8.757,29
SINCH AB (PUBL),8.747,1892
ENN ECOLOGICALHOLDINGS,8.741,NAN
J SAINSBURY,8.725,111900
PEOPLE'S UNITED FINANCIAL,8.727,5500
MARICO,8.719,1631
DAIWA SECURITIES GROUP,8.724,13836
CHANGZHOU XINGYU AUTOMOTIVE LIGHTINGSYSTEM,8.724,NAN
ELIA SYSTEM OPERATOR SA,8.707,NAN
BANCO SANTANDER MEXICO,8.697,NAN
WHITBREAD,8.688,35455
RALPH LAUREN CORPORATION,8.691,22200
IPG PHOTONICS CORPORATION,8.669,6580
ELDORADO RESORTS,8.661,15500
CHINA OILFIELD SERVICES,8.664,NAN
SEB SA,8.653,34000
PURE STORAGE,8.649,4200
CULLEN/FROST BANKERS,8.638,4553
OTSUKA CORPORATION,8.632,32992
YAMATO HOLDINGS,8.632,225000
TEMPUR SEALY INTERNATIONAL,8.632,9000
POSCO CHEMICAL,8.624,NAN
HELLENIC TELECOMMUNICATIONS ORGANIZATION,8.617,16291
GLAND PHARMA,8.619,NAN
SINGAPORE TECHNOLOGIES ENGINEERING LTD,8.616,23000
EQT CORPORATION,8.621,693
RTL GROUP SA,8.611,16264
CONCENTRIX CORPORATION,8.605,290000
WARTSILA OYJ ABP,8.608,18307
ITT,8.609,9900
AVAST,8.600,1803
DEXUS,8.603,552
SICHUAN SWELLFUN,8.594,NAN
MITSUBISHI HEAVY INDUSTRIES,8.585,81631
OLIN CORPORATION,8.590,7750
SICHUAN ROAD & BRIDGE,8.591,NAN
ENDEAVOUR GROUP LIMITED,8.577,6400
TAYLOR WIMPEY,8.575,6029
CHOICE HOTELS INTERNATIONAL,8.582,1460
THUNDER SOFTWARE TECHNOLOGY,8.572,NAN
EASTGROUP PROPERTIES,8.573,82
SINOMA SCIENCE & TECHNOLOGY,8.570,NAN
EDISON S.P.A,8.556,13351
BANCO SANTANDER-CHILE,8.513,10470
FIRST AMERICAN FINANCIAL CORPORATION,8.506,19597
KANSAI ELECTRIC POWER COMPANY,8.495,31850
BECHTLE AG,8.475,11487
"DUN & BRADSTREET HOLDINGS, INC.",8.481,6296
CENTRAIS ELETRICAS BRASILEIRAS - ELETROBRAS,8.457,12160
CSC FINANCIAL,8.462,NAN
JCET GROUP,8.455,NAN
VANGUARD INTERNATIONAL SEMICONDUCTOR CORPORATION,8.455,5227
NINGBO TUOPU GROUP,8.460,7483
AMOREPACIFIC CORPORATION,8.450,7600
BIOHAVEN PHARMACEUTICAL HOLDING COMPANY,8.441,797
DWS GROUP GMBH & CO. KGAA,8.440,3600
WAREHOUSES DE PAUW,8.440,NAN
ADECCO GROUP AG,8.426,30264
GAIL (INDIA),8.434,4705
NATIONAL RETAIL PROPERTIES,8.417,72
HUALAN BIOLOGICAL ENGINEERING,8.416,NAN
"MARQETA, INC.",8.410,696
DXC TECHNOLOGY COMPANY,8.410,130000
UNITED SPIRITS,8.414,3382
GUANGDONG INVESTMENT,8.397,7861
GENSCRIPT BIOTECH CORPORATION,8.392,NAN
LA FRANCAISE DES JEUX SOCIETE ANONYME,8.376,NAN
INFORMATICA INC.,8.379,800
GUANGZHOU SHIYUAN ELECTRONIC TECHNOLOGY COMPANY,8.361,NAN
APARTMENT INCOME REIT CORP.,8.364,800
BANK OF AYUDHYA PUBLIC COMPANY,8.356,NAN
TANDEM DIABETES CARE,8.341,1500
WUHAN GUIDE INFRARED,8.329,NAN
KOREAN AIR LINES,8.330,19063
GENTEX CORPORATION,8.323,4998
PENSKE AUTOMOTIVE GROUP,8.323,25000
SHANGHAI JIN JIANG INTERNATIONAL HOTELS DEVELOPMENT,8.317,NAN
GERDAU,8.306,30000
ZHEJIANG ZHENENG ELECTRIC POWER,8.312,10465
INGENIC SEMICONDUCTOR,8.301,NAN
WH GROUP,8.290,101000
YAMAHA CORPORATION,8.285,20203
VTB BANK,8.283,NAN
TELEFONICA DEUTSCHLAND HOLDING AG,8.281,8500
KILROY REALTY CORPORATION,8.275,244
AMERICOLD REALTY TRUST,8.270,16300
JAZZ PHARMACEUTICALS,8.263,1620
NANYA TECHNOLOGY CORPORATION,8.262,3375
WIX.COM,8.249,3934
LINCOLN ELECTRIC HOLDINGS,8.254,11000
WOORI FINANCIAL GROUP,8.251,13715
INTERMEDIATE CAPITAL GROUP,8.241,NAN
TETRA TECH,8.241,21000
B&M EUROPEAN VALUE RETAIL,8.242,32000
WYNDHAM HOTELS & RESORTS,8.244,8000
ISRAEL DISCOUNT BANK,8.236,NAN
CTP N.V.,8.231,NAN
SDIC CAPITAL,8.226,6447
JIANGSU ZHONGTIAN TECHNOLOGY,8.225,NAN
FLEX,8.217,160000
COTY,8.217,11430
FRESNILLO,8.210,5510
DCC,8.206,12773
LPP SA,8.205,NAN
SAHARA INTERNATIONAL PETROCHEMICAL COMPANY,8.214,NAN
ORGANON & CO.,8.195,9300
MUTHOOT FINANCE,8.200,25554
XPO LOGISTICS,8.190,42000
NINGBO RONBAY NEW ENERGY TECHNOLOGY,8.190,NAN
KOMERCNI BANKA,8.192,NAN
MERIDIAN ENERGY,8.180,867
SHENGYI TECHNOLOGY,8.176,NAN
YAKULT HONSHA,8.166,2876
TANIUM,NAN,2231
TONGKUN GROUP,8.172,NAN
GMO PAYMENT GATEWAY,8.159,625
GRANDVISION,8.164,33681
INTERXION HOLDING,NAN,NAN
HAN'S LASER TECHNOLOGY INDUSTRY GROUP,8.162,NAN
TOTAL ACCESS COMMUNICATION PUBLIC COMPANY,8.164,NAN
APTARGROUP,8.141,13000
T&D HOLDINGS,8.138,12229
SWIRE PACIFIC,8.125,130716
TABCORP HOLDINGS,8.134,5000
PINNACLE FINANCIAL PARTNERS,8.131,2841
L&T TECHNOLOGY SERVICES,8.126,19000
ROCKWOOL INTERNATIONAL A/S,8.120,11700
MPHASIS,8.115,26398
PAN PACIFIC INTERNATIONAL HOLDINGS CORPORATION,8.107,13546
PARGESA HOLDING SA,NAN,NAN
SCHIBSTED ASA,8.105,5182
PEGASYSTEMS,8.103,5776
JAPAN AIRLINES,8.097,35653
PANALPINA WELTTRANSPORT (HOLDING) AG,NAN,NAN
SPRING AIRLINES,8.101,NAN
MP MATERIALS CORP.,8.097,365
UPL,8.088,11524
SICHUAN CHUANTOU ENERGY,8.085,NAN
CAE,8.078,10500
GD POWER DEVELOPMENT,8.077,32913
BANK OF IRELAND GROUP,8.068,9211
GILDAN ACTIVEWEAR,8.067,44000
GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY,8.072,NAN
EMPIRE COMPANY,8.052,127000
AXIATA GROUP BERHAD,8.049,27000
VOYA FINANCIAL,8.052,6000
SANLAM,8.037,20920
GENESEE & WYOMING,NAN,7300
UNIPOLSAI ASSICURAZIONI,8.042,NAN
AGNC INVESTMENT,8.031,50
IDEMITSU KOSAN,8.027,9476
PENN NATIONAL GAMING,8.015,21973
CANSINO BIOLOGICS,8.023,NAN
GDS HOLDINGS,8.018,1479
NINGBO GINLONG TECHNOLOGIES,8.018,NAN
PT HANJAYA MANDALA SAMPOERNA TBK,8.020,28000
TENET HEALTHCARE CORPORATION,8.022,102000
YONGXING SPECIAL MATERIALS TECHNOLOGY,8.015,NAN
HOLMEN AKTIEBOLAG (PUBL.),8.010,NAN
MINERAL RESOURCES,8.007,3100
FIRST INDUSTRIAL REALTY TRUST,8.009,162
JFE HOLDINGS,7.998,64009
TPG TELECOM,7.996,5000
TOKYO GAS,8.004,16591
OSHKOSH CORPORATION,8.002,15000
SALMAR ASA,7.995,1702
US FOODS HOLDING,8.003,28000
KUNLUN ENERGY COMPANY,7.993,37575
TELUS INTERNATIONAL (CDA) INC.,7.991,50000
PINNACLE WEST CAPITAL CORPORATION,7.988,5872
CHESAPEAKE ENERGY CORPORATION,7.990,1300
SMARTSHEET,7.980,2070
SUMITOMO CHEMICAL COMPANY,7.967,33586
TOKYU CORPORATION,7.973,23637
NISSAN CHEMICAL CORPORATION,7.973,2583
SKSHU PAINT,7.968,NAN
ENDAVA,7.965,6624
IBIDEN,7.974,13161
ANGLOGOLD ASHANTI,7.971,36952
TOPBUILD,7.962,13006
DAITO TRUST CONSTRUCTION,7.945,17160
SHANGHAI PHARMACEUTICALS HOLDING CO. LTD,7.949,NAN
HNA INFRASTRUCTURE INVESTMENT GROUP,7.949,NAN
MEGGITT,7.937,10000
CYBERAGENT,7.927,1602
HITACHI METALS,7.930,29805
TALLGRASS ENERGY LP,NAN,NAN
CHUBU ELECTRIC POWER COMPANY,7.919,11208
KG DONGBUSTEEL,7.902,NAN
PTT GLOBAL CHEMICAL PUBLIC COMPANY,7.901,NAN
INSURANCE AUSTRALIA GROUP,7.894,13500
TOLL BROTHERS,7.888,5100
LINGYI ITECH (GUANGDONG) COMPANY,7.889,NAN
STIFEL FINANCIAL,7.894,8600
MACY'S,7.889,88857
ANHUI YINGJIA DISTILLERY,7.893,NAN
COVIVIO,7.885,NAN
SHENGJING BANK,7.883,7556
INTELLIA THERAPEUTICS,7.869,312
CHINA INTERNATIONAL MARINE CONTAINERS (GROUP),7.861,53928
KT&G CORPORATION,7.845,4023
OXFORD NANOPORE TECHNOLOGIES PLC,7.845,628
WEIBO CORPORATION,7.842,5073
REINSURANCE GROUP OF AMERICA,7.836,3500
STAG INDUSTRIAL,7.837,86
ELBIT SYSTEMS,7.842,16676
ZHEJIANG SUPOR,7.835,12292
OLD REPUBLIC INTERNATIONAL CORPORATION,7.826,9600
HELLA GMBH & CO. KGAA,7.827,39000
TAISHIN FINANCIAL HOLDING,7.827,7511
LAND SECURITIES GROUP,7.833,530
PLDT,7.827,18848
SEEK LIMITED,7.817,1020
BALOISE HOLDING AG,7.821,NAN
WASHINGTON H. SOUL PATTINSON AND COMPANY,7.807,NAN
WACKER CHEMIE AG,7.800,14542
CANADIAN APARTMENT PROPERTIES REAL ESTATE INVESTMENT TRUST,7.795,1026
MATTEL,7.795,36300
CHARTER HALL LONG WALE REIT,7.799,NAN
SHANGHAI COMMERCIAL & SAVINGS BANK,7.800,1864
HUNTSMAN CORPORATION,7.799,9000
PAGSEGURO DIGITAL,7.794,5836
PIRAMAL ENTERPRISES,7.794,6579
MACROTECH DEVELOPERS LIMITED,7.787,NAN
BROOKFIELD OFFICE PROPERTIES,7.776,22000
MESAIEED PETROCHEMICAL HOLDING COMPANY,7.769,NAN
AMLOGIC (SHANGHAI),7.767,NAN
JSR CORPORATION,7.756,9050
ZHEJIANG HUAFENG SPANDEX CO. LTD,7.740,NAN
FIRSTSERVICE CORPORATION,7.735,24000
JAPAN REAL ESTATE INVESTMENT CORPORATION,7.733,NAN
"FUZHOU ROCKCHIP ELECTRONICS CO.,LTD.",7.734,NAN
HUNTINGTON INGALLS INDUSTRIES,7.730,44000
ZHESHANG SECURITIES,7.730,16272
BRUNSWICK CORPORATION,7.726,18582
NETMARBLE CORPORATION,7.722,3400
POP MART,7.710,NAN
AMERICAN CAMPUS COMMUNITIES,7.713,3006
BAJAJ HOLDINGS & INVESTMENT,7.710,17
WIZZ AIR HOLDINGS,7.695,NAN
IPSEN,7.703,5700
POLYMETAL INTERNATIONAL,7.685,12065
CHINA MERCHANTS EXPRESSWAY NETWORK & TECHNOLOGY HOLDINGS,7.677,NAN
INSPUR ELECTRONIC INFORMATION INDUSTRY,7.681,5469
AUCKLAND INTERNATIONAL AIRPORT,7.668,509
RENAISSANCERE HOLDINGS,7.648,604
FUJI ELECTRIC,7.653,27960
SYNOVUS FINANCIAL,7.652,4988
BOK FINANCIAL CORPORATION,7.647,4711
WESTERN UNION COMPANY,7.642,10500
CHEMED CORPORATION,7.639,14137
BRIGHT HORIZONS FAMILY SOLUTIONS,7.630,25800
BRIXMOR PROPERTY GROUP,7.627,501
GN STORE NORD A/S,7.624,6525
XCMG CONSTRUCTION MACHINERY,7.623,NAN
II-VI,7.620,22961
OFFCN EDUCATION TECHNOLOGY,7.606,41000
TOTO,7.612,33554
BLUESCOPE STEEL,7.613,14000
BEIJER REF AB (PUBL),7.611,NAN
NORTHERN STAR RESOURCES,7.609,3851
SEKISUI CHEMICAL,7.612,27003
"HANGZHOU LION ELECTRONICS CO.,LTD",7.607,NAN
PLANET FITNESS,7.606,1774
LUMENTUM HOLDINGS,7.613,5618
CANADIAN UTILITIES,7.595,4593
ELECTROCOMPONENTS,7.604,7044
HONGFA TECHNOLOGY,7.597,14235
GRUPO FINANCIERO INBURSA,7.604,11441
HOULIHAN LOKEY,7.604,839
SINGAPORE EXCHANGE,7.586,846
INDORAMA VENTURES PUBLIC COMPANY,7.587,NAN
SHOPRITE HOLDINGS,7.592,147000
COMMERCIAL BANK (P.S.Q.C.),7.594,NAN
CHIME,NAN,1552
DATABRICKS,NAN,4101
FULL TRUCK ALLIANCE,NAN,NAN
REVOLUT,NAN,1596
UNITY TECHNOLOGIES,NAN,5245
ZIROOM,NAN,NAN
DONGFENG MOTOR GROUP COMPANY,7.578,136549
KOREA ZINC COMPANY,7.577,NAN
CHINA RAILWAY SIGNAL & COMMUNICATION CORPORATION,7.579,20636
STARWOOD PROPERTY TRUST,7.576,277
SILICON LABORATORIES,7.576,1667
TJ MORRIS,NAN,22000
VALEO SA,7.584,110300
JASON FURNITURE (HANGZHOU),7.574,NAN
AU OPTRONICS,7.570,38000
BYD ELECTRONIC (INTERNATIONAL) COMPANY,7.554,224280
NIELSEN HOLDINGS,7.537,15000
S.A.C.I. FALABELLA,7.525,103926
SHENZHEN GOODIX TECHNOLOGY,7.531,1196
TRELLEBORG AB (PUBL),7.533,22209
INNOVENT BIOLOGICS,7.516,NAN
NISSIN FOODSHOLDINGS,7.523,12983
FIRST FINANCIAL BANKSHARES,7.521,1500
"DIGITALOCEAN HOLDINGS, INC.",7.516,581
ACUITY BRANDS,7.516,13000
LIXIL GROUP CORPORATION,7.505,71044
MITSUBISHI UFJ LEASE & FINANCE COMPANY,7.506,3217
AUSTRALIAN FOUNDATION INVESTMENT COMPANY,7.509,NAN
M&G PLC,7.512,5961
OGE ENERGY,7.513,2185
GEM CO. LTD,7.496,NAN
DS SMITH,7.502,29300
OMEGA HEALTHCARE INVESTORS,7.497,70
FAR EASTONE TELECOMMUNICATIONS,7.502,NAN
BELIMO HOLDING AG,7.500,NAN
UNIVERSAL DISPLAY CORPORATION,7.486,409
SAMSUNG FIRE & MARINE INSURANCE,7.487,5818
FAW CAR,7.492,21077
EREGLI DEMIR VE CELIK FABRIKALARI T.A.S,7.490,NAN
PVH,7.485,20000
GUANGXI GUIGUAN ELECTRIC POWERCO,7.485,NAN
KOBENHAVNS LUFTHAVNE A/S,7.478,NAN
INTERPUMP GROUP,7.483,7418
LITTELFUSE,7.475,17000
PILBARA MINERALS LIMITED,7.481,NAN
GPT GROUP,7.469,500
MAGNIT,7.445,300000
SAIA,7.447,11600
SAREPTA THERAPEUTICS,7.445,840
SIXT SE,7.446,8500
BRASKEM,7.443,NAN
GLP J-REIT,7.427,NAN
DALI FOODS GROUP COMPANY,7.426,37975
AXTEL,7.417,NAN
EVOTEC SE,7.422,3030
AXALTA COATING SYSTEMS,7.421,13000
CROCS,7.397,4000
BANCA MEDIOLANUM,7.400,2321
CTS EVENTIM AG & CO. KGAA,7.397,3202
AUTONATION,7.380,22200
FENG TAY ENTERPRISES,7.373,NAN
BANCOLOMBIA,7.358,31900
DONALDSON COMPANY,7.354,13100
STOCKLAND,7.353,1600
DIGI.COM BERHAD,7.351,NAN
"THOUGHTWORKS HOLDING, INC.",7.350,NAN
KOBE BUSSAN,7.337,2147
HOWDEN JOINERY GROUP,7.336,10000
DATWYLER HOLDING,7.339,7000
GLOBAL-E ONLINE LTD.,7.329,NAN
MIRATI THERAPEUTICS,7.329,418
"FRONTIER COMMUNICATIONS PARENT, INC.",7.332,15803
AALBERTS NV,7.327,16094
MARRIOTT VACATIONS WORLDWIDE CORPORATION,7.329,20300
ALTICE USA,7.324,9000
TOROMONT INDUSTRIES,7.319,6500
POPULAR,7.318,8560
INTOUCH HOLDINGS PUBLIC COMPANY,7.309,NAN
KLEPIERRE SA,7.308,1100
HEALTHCARE TRUST OF AMERICA,7.310,357
PIRELLI & C. S.P.A.,7.306,31575
UNITED INTERNET AG,7.300,9638
GRUPO AEROPORTUARIO DEL PACIFICO,7.300,1402
PIRELLI & C,7.301,31600
CASEY'S GENERAL STORES,7.293,37205
JANUS HENDERSON GROUP,7.286,2000
GSW IMMOBILIEN AG,7.277,NAN
SWISS PRIME SITE AG,7.283,NAN
TAIYO YUDEN,7.278,21723
MAGAZINE LUIZA,7.272,41518
ZHUZHOU KIBING GROUP,7.265,NAN
NIHON M&A CENTER,7.267,767
ABRDN PLC,7.267,6029
MERCARI,7.271,2194
LG DISPLAY,7.271,63360
AVIC HEAVY MACHINERY,7.272,NAN
GLOBUS MEDICAL,7.264,2000
SHANGHAI RAAS BLOOD PRODUCTS,7.257,NAN
BERKELEY GROUP HOLDINGS,7.254,2709
PT INDOFOOD CBP SUKSES MAKMUR TBK,7.245,NAN
BANK OF CHENGDU,7.251,309084
BY-HEALTH,7.252,NAN
THYSSENKRUPP AG,7.243,103598
POST HOLDINGS,7.231,10735
SHANGHAI JUNSHI BIOSCIENCES,7.223,1357
ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS,7.216,65000
PERFORMANCE FOOD GROUP COMPANY,7.216,23000
TOHO,7.211,129000
TREND MICRO,7.196,6919
SHANDONG LINGLONG TYRE,7.199,17475
NANJING KING-FRIEND BIOCHEMICAL PHARMACEUTICAL CO. LTD,7.204,NAN
DOMINO'S PIZZA ENTERPRISES,7.180,14400
KGHM POLSKA MIEDZ,7.184,18444
FLUIDRA,7.182,5500
SKECHERS,7.175,11700
ANGEL YEAST CO. LTD,7.182,NAN
ENVISTA HOLDINGS CORPORATION,7.168,11200
MING YANG SMART ENERGY GROUP,7.170,10163
AIRTAC INTERNATIONAL GROUP,7.168,NAN
LYNAS RARE EARTHS LIMITED,7.166,765
KUANG-CHI TECHNOLOGIES,7.158,NAN
PLAINS ALL AMERICAN PIPELINE,7.161,4100
NEUROCRINE BIOSCIENCES,7.145,900
HULIC,7.149,NAN
X5 RETAIL GROUP,7.143,339716
