CompanyName,MarketCap,EmployeesTotalAmount
IQIYI,3.497,7721
REDFIN CORPORATION,3.496,6485
ALLIANCE DATA SYSTEMS CORPORATION,3.503,6000
SAAB AB (PUBL),3.501,NAN
CUMMINS INDIA,3.501,3732
"JINKO POWER TECHNOLOGY CO.,LTD.",3.501,NAN
TOHOKU ELECTRIC POWER COMPANY,3.498,25032
SHENZHEN MTC,3.497,13424
CHINA GRAND AUTOMOTIVE SERVICES GROUP,3.495,50490
POU CHEN CORPORATION,3.499,NAN
ALFA S. A. B. DE C. V,3.498,57000
CORPORACION FINANCIERA ALBA,3.501,1783
SHENZHEN HEPALINK PHARMACEUTICAL GROUP,3.495,NAN
BIG SHOPPING CENTERS LTD,3.504,86
BNP PARIBAS BANK POLSKA S.A.,3.503,NAN
ORION CORP.,3.494,3343
GRAND CANYON EDUCATION,3.494,4625
SAGEN MI CANADA,NAN,NAN
AIR WATER,3.494,18211
KYUSHU ELECTRIC POWER COMPANY,3.488,20968
"MEIHUA HOLDINGS GROUP CO.,LTD",3.486,11644
"LIFESTANCE HEALTH GROUP, INC.",3.483,4790
KB HOME,3.478,2244
ALLREAL HOLDING AG,3.484,NAN
WOLONG ELECTRIC DRIVE GROUP,3.481,14470
BALLARD POWER SYSTEMS,3.470,703
FLYWIRE CORP,3.466,473
GCL SYSTEM INTEGRATION TECHNOLOGY,3.465,1317
"ADVANCED ENERGY INDUSTRIES, INC.",3.474,10000
ZHEN DING TECHNOLOGY HOLDING,3.472,NAN
KINSUS INTERCONNECT TECHNOLOGY,3.468,5779
ZHEJIANG CRYSTAL-OPTECH,3.467,6134
CALIFORNIA RESOURCES CORPORATION,3.471,970
CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS,3.473,17796
QT GROUP OYJ,3.456,NAN
JINDUICHENG MOLYBDENUM,3.458,5216
SSR MINING,3.459,2345
EVERTEC,3.461,2500
HANGJIN TECHNOLOGY,3.460,4327
GROUP 1 AUTOMOTIVE,3.461,13711
"WUXI NCE POWER CO., LTD.",3.461,219
COMFORT SYSTEMS USA,3.455,13200
GLARUN TECHNOLOGY,3.464,1343
NEOGENOMICS,3.454,2000
WOOLWORTHS HOLDINGS,3.451,210067
VIASAT,3.450,5800
NINE ENTERTAINMENT CO. HOLDINGS,3.453,NAN
DANA,3.452,40200
TRADEGATE AG WERTPAPIERHANDELSBANK,3.452,NAN
NEXTEER AUTOMOTIVE GROUP,3.451,11900
CGN NEW ENERGY HOLDINGS,3.454,NAN
CHINASOFT INTERNATIONAL,3.438,NAN
KINAXIS,3.435,986
E-MART,3.442,25214
CHENGDU SANTAI HOLDING GROUP,3.440,NAN
XINYANGFENG AGRICULTURAL TECHNOLOGY,3.440,NAN
HASEKO CORPORATION,3.442,7315
ESSENTIAL PROPERTIES REALTY TRUST,3.441,37
EAST GROUP,3.444,75
SPIRE,3.440,3710
JEOL,3.442,3029
HIMILE MECHANICAL SCIENCE AND TECHNOLOGY (SHANDONG) CO. LTD,3.441,12890
VERINT SYSTEMS,3.438,4300
ROTHSCHILD & CO SCA,3.440,3500
"QINGDAO SENTURY TIRE CO., LTD.",3.442,NAN
PIERER MOBILITY AG,3.440,4586
HENAN SHENHUO COAL & POWER,3.425,26286
HYPOPORT AG,3.426,2049
XI'AN TRIANGLE DEFENSE,3.432,NAN
QUILTER,3.426,4325
BARWA REAL ESTATE COMPANY,3.429,NAN
CARABAO GROUP PUBLIC COMPANY,3.416,NAN
BRF,3.422,101002
QINGDAO RURAL COMMERCIAL BANK CORPORATION,3.421,5198
GUANGDONG HONGDA BLASTING,3.424,4836
INTERNET INITIATIVE JAPAN,3.422,3805
DORMAN PRODUCTS,3.418,2370
"ENGAGESMART, INC.",3.421,690
PT BUKALAPAK.COM TBK,3.405,NAN
COMPASS INC,3.408,478070
"HYGEIA HEALTHCARE HOLDINGS CO., LIMITED",3.412,2989
AMTRUST FINANCIAL SERVICES,3.412,5329
CSG HOLDING,3.407,4800
ZHEJIANG SEMIR GARMENT,3.407,3677
BRITVIC,3.408,4460
TIANJIN FAW XIALI AUTOMOBILE,3.413,NAN
"ZHEJIANG PUBLISHING & MEDIA CO., LTD.",3.406,NAN
FREENET AG,3.412,4004
YANTAI CHANGYU PIONEER WINE COMPANY,3.411,NAN
SHENZHEN EVERWIN PRECISION TECHNOLOGY,3.408,24298
MIVNE REAL ESTATE (K.D) LTD,3.405,NAN
MUELLER INDUSTRIES,3.406,5337
FFP SOCIETE ANONYME,NAN,NAN
Q-LINEA AB (PUBL),3.403,200
RUCHI SOYA INDUSTRIES LIMITED,3.397,NAN
FANCL CORPORATION,3.400,1055
GALAPAGOS NV,3.397,1319
OC OERLIKON CORPORATION AG,3.404,NAN
PT MAYORA INDAH TBK,3.396,12416
CHINA RESOURCES PHARMACEUTICAL GROUP,3.399,66000
JIANGSU JIEJIE MICROELECTRONICS,3.403,1279
AVON PRODUCTS,NAN,NAN
JIANGSU GUOTAI INTERNATIONAL GROUP,3.396,NAN
INFORE ENVIRONMENT TECHNOLOGY GROUP,3.403,NAN
TELESITES,3.396,242
OWENS & MINOR,3.402,6900
ZHEJIANG SHUANGHUAN DRIVELINE,3.396,NAN
SUOFEIYA HOME COLLECTION,3.400,13602
TWIST BIOSCIENCE CORPORATION,3.386,652
PARSONS CORPORATION,3.393,15500
"SSANGYONG C&E CO., LTD.",3.393,NAN
SYNGENE INTERNATIONAL,3.387,6148
SITE CENTERS,3.386,361
WELBILT,3.392,4800
GCL ENERGY TECHNOLOGY,3.391,7657
"PAYMENTUS HOLDINGS, INC.",3.393,1116
SPROUTS FARMERS MARKET,3.391,31000
ESCORTS,3.394,10000
"CHENGDU KANGHUA BIOLOGICAL PRODUCTS CO., LTD.",3.390,2900
BAHRI NATIONAL SHIPPING COMPANY OF SAUDI ARABIA,3.376,NAN
HITACHI CAPITAL CORPORATION,NAN,5643
BLOOM ENERGY CORPORATION,3.378,1719
DIALOG GROUP BERHAD,3.378,2900
TURKIYE PETROL RAFINERILERI,3.375,5934
PROSPECT CAPITAL CORPORATION,3.376,95
CORVEL CORPORATION,3.380,3681
CHINA OVERSEAS PROPERTY HOLDINGS,3.384,42710
XI'AN SHAANGU POWER,3.377,3154
GETT,NAN,964
ADITYA BIRLA FASHION AND RETAIL,3.379,25000
GIGA-BYTE TECHNOLOGY,3.378,NAN
CARGOTEC CORPORATION,3.368,11552
ASSOCIATED BANC-CORP,3.371,4000
KENNEDY-WILSON HOLDINGS,3.373,220
INFICON HOLDING AG,3.374,NAN
BEIJING VANTONE REAL ESTATE,3.370,NAN
"HOVNANIAN ENTERPRISES, INC. PFD DEP1/1000A",3.366,NAN
GUANGXI FORTUNE TECHNOLOGY,3.368,NAN
FLUOR CORPORATION,3.370,40582
"GUANGDONG LYRIC ROBOT AUTOMATION CO., LTD.",3.356,NAN
COMPANHIA DE GAS DE SAO PAULO - COMGAS,3.361,NAN
PT SUMBER ALFARIA TRIJAYA TBK,3.357,121953
KRONES AG,3.362,NAN
ANHUI ANKE BIOTECHNOLOGY (GROUP),3.356,NAN
CANOPY GROWTH CORPORATION,3.354,4434
VIRTU FINANCIAL,3.350,973
AURORA,NAN,1761
BIRD RIDES,NAN,600
CELONIS,NAN,1081
COHESITY,NAN,2056
ONETRUST,NAN,2289
SAMBANOVA SYSTEMS,NAN,50
SKYDANCE MEDIA,NAN,288
BEIJING JINGYUNTONG TECHNOLOGY,3.345,2944
BRINK'S COMPANY,3.353,2900
SUNPOWER CORPORATION,3.353,2200
BEIJING E-HUALU INFORMATION TECHNOLOGY,3.349,NAN
"INSTRUCTURE HOLDINGS, INC.",NAN,1283
ONESAVINGS BANK,3.353,1828
GAZTRANSPORT & TECHNIGAZ SA,3.346,553
"XINXING DUCTILE IRON PIPES CO., LTD.",3.346,15837
LITHIUM AMERICAS CORP.,3.347,230
MERIT MEDICAL SYSTEMS,3.336,6446
VIZIO HOLDING CORP.,3.336,NAN
HAYS,3.344,11377
BOMBARDIER,3.344,60000
TEXAS CAPITAL BANCSHARES,3.341,1751
APOLLO MEDICAL HOLDINGS,3.336,NAN
LIGAO FOODS CO.LTD,3.343,NAN
FIBERHOME TELECOMMUNICATION TECHNOLOGIES,3.337,15986
OFFSHORE OIL ENGINEERING,3.339,NAN
SHAPIR ENGINEERING AND INDUSTRY LTD,3.337,1699
ABCELLERA BIOLOGICS INC.,3.328,174
"BENGANG STEEL PLATES CO., LTD.",3.334,16745
ICICI SECURITIES LIMITED,3.325,NAN
BOYD GROUP SERVICES INC.,3.318,NAN
MEDICLINIC INTERNATIONAL,3.320,33140
CABOT CORPORATION,3.324,4500
WEINGARTEN REALTY INVESTORS,NAN,239
MAKKAH CONSTRUCTION & DEVELOPMENT COMPANY,3.323,NAN
GUANGYUYUAN CHINESE HERBAL MEDICINE,3.315,NAN
KORIAN,3.310,NAN
BOYD GROUP SERVICES,3.311,8956
GROWTHPOINT PROPERTIES,3.306,NAN
NIFCO,3.311,NAN
BASIC-FIT,3.307,5110
FORMFACTOR,3.306,2293
METHANEX CORPORATION,3.307,1500
TANLA SOLUTIONS,3.305,117
TANLA PLATFORMS LIMITED,3.306,NAN
MAVI GIYIM SANAYI VE TICARET,3.308,NAN
WIHLBORGS FASTIGHETER AB (PUBL),3.297,236
ALTRA INDUSTRIAL MOTION,3.297,9600
ENERSYS,3.303,11400
COGENT COMMUNICATIONS HOLDINGS,3.296,1001
WD-40 COMPANY,3.304,495
KUKA,3.300,13676
INDEPENDENT BANK GROUP,3.300,1543
GUANGZHOU PORT COMPANY,3.300,8808
ALONY-HETZ PROPERTIES & INVESTMENTS LTD,3.299,NAN
ELECTRIC CONNECTOR TECHNOLOGY,3.301,NAN
AUDENTES THERAPEUTICS,NAN,250
CINT GROUP AB (PUBL),3.301,299
"NEWEGG COMMERCE, INC.",3.292,NAN
GENERAL INSURANCE CORPORATION OF INDIA,3.290,567
FOXCONN TECHNOLOGY,3.287,NAN
FRASERS PROPERTY,3.293,4960
ELITE MATERIAL,3.290,NAN
BEIJING JINGNENG POWER,3.286,2817
HAISCO PHARMACEUTICAL GROUP,3.290,NAN
ROHTO PHARMACEUTICAL,3.283,188327
REDROW,3.283,2368
VARUN BEVERAGES,3.283,11000
MULTICHOICE GROUP,3.277,7028
TURKIYE SISE VE CAM FABRIKALARI,3.282,21475
CORPORATE OFFICE PROPERTIES TRUST,3.278,394
ARQULE,NAN,68000
MASONITE INTERNATIONAL CORPORATION,3.282,10300
JILIN AODONG PHARMACEUTICAL GROUP,3.281,NAN
JIANGSU PHOENIX PUBLISHING & MEDIA CORPORATION,3.278,7228
PIPER SANDLER COMPANIES,3.282,1665
ADAPTIVE BIOTECHNOLOGIES CORPORATION,3.270,858
HENGTEN NETWORKS GROUP LIMITED,3.268,NAN
HYUNDAI HEAVY INDUSTRIES HOLDINGS,3.271,39
HANJIN KAL,3.266,NAN
CHINA COMMUNICATIONS SERVICES CORPORATION,3.268,90003
MR PRICE GROUP,3.265,NAN
KONECRANES,3.269,NAN
SABRA HEALTH CARE REIT,3.272,34
SPROTT PHYSICAL SILVER TRUST,3.270,NAN
ZHENGZHOU COAL MINING MACHINERY GROUP COMPANY,3.267,17415
CHINA AEROSPACE TIMES ELECTRONICS,3.273,15497
CIMC VEHICLE (GROUP),3.272,NAN
BAIC MOTOR CORPORATION,3.268,120000
DOUBLE MEDICAL TECHNOLOGY,3.273,NAN
LUENMEI QUANTUM,3.266,3146
ACER,3.270,7054
KINGSOFT CLOUD,3.263,NAN
"COURSERA, INC.",3.264,1138
SULZER LTD,3.263,15054
TIBET URBAN DEVELOPMENT AND INVESTMENT,3.255,NAN
FONTERRA CO-OPERATIVE GROUP,3.260,20000
DURR,3.263,NAN
PROMOTORA Y OPERADORA DE INFRAESTRUCTURA S. A. B. DE C. V,3.264,NAN
PT INDAH KIAT PULP & PAPER TBK,3.255,12000
CPFL ENERGIAS RENOVAVEIS,NAN,NAN
TECHNOPRO HOLDINGS,3.259,22708
OLD NATIONAL BANCORP,3.262,2374
FIRST BANCORP.,3.260,3075
MITSUI HIGH-TEC,3.256,3970
RUBIS,3.253,NAN
LGI HOMES,3.245,857
BURE EQUITY AB (PUBL),3.254,350
FROMAGERIES BEL SA,3.250,NAN
RAMCO CEMENTS,3.253,3327
PHISON ELECTRONICS,3.250,NAN
RAJESH EXPORTS,3.249,377
PT MULTISTRADA ARAH SARANA TBK,3.246,2921
"SHANDONG DONGYUE ORGANOSILICON MATERIALS CO., LTD.",3.240,852
SOFTWAREONE HOLDING AG,3.235,NAN
"EYEBRIGHT MEDICAL TECHNOLOGY (BEIJING) CO., LTD.",3.242,NAN
NINETY ONE,3.236,NAN
FORBO HOLDING AG,3.242,5317
AIRCASTLE,NAN,NAN
COBANK ACB,3.239,1115
TRI-CONTINENTAL CORPORATION PFD $2.50,3.242,NAN
PT INDORITEL MAKMUR INTERNASIONAL,3.237,143
INVENTEC CORPORATION,3.240,NAN
HUBEI DINGLONG,3.243,3010
DIAN DIAGNOSTICS GROUP,3.239,9300
DRAX GROUP,3.236,3015
ESTUN AUTOMATION CO. LTD,3.227,2507
SHAFTESBURY,3.229,NAN
EQUITY COMMONWEALTH,3.225,25
KADOKAWA CORPORATION,3.227,4546
TOSHIBA PLANT SYSTEMS & SERVICES CORPORATION,NAN,4182
ZIP CO,3.230,NAN
MINISO GROUP HOLDING LTD,3.217,3011
HYSAN DEVELOPMENT COMPANY,3.215,467
ALLEGIANT TRAVEL COMPANY,3.224,4733
SATS,3.220,17155
PREMIER INVESTMENTS,3.220,NAN
GUANGDONG JANUS INTELLIGENT GROUP CORPORATION,3.217,NAN
BATA INDIA,3.218,9762
GUANGZHOU ZHUJIANG BREWERY CO. LTD,3.215,4562
NUVOCO VISTAS CORPORATION LIMITED,NAN,NAN
VISTEON CORPORATION,3.221,10000
"OPKO HEALTH, INC.",3.220,5767
SHENZHEN TOPBAND,3.215,6229
VIRGIN GALACTIC HOLDINGS,3.212,804
KAWASAKI HEAVY INDUSTRIES,3.208,18195
JAPAN PRIME REALTY INVESTMENT CORPORATION,3.210,NAN
AEON MALL,3.210,NAN
CRACKER BARREL OLD COUNTRY STORE,3.209,70000
"MARSSENGER KITCHENWARE CO., LTD.",3.211,1895
FIRST CAPITAL REAL ESTATE,3.212,369
NORTHEAST SECURITIES,3.213,NAN
CHROMA ATE,3.207,1754
INTERCORP FINANCIAL SERVICES,3.210,6856
CHINA MERCHANTS PROPERTY OPERATION AND SERVICE,3.207,NAN
SAMSUNG SECURITIES,3.203,NAN
ENDURANCE TECHNOLOGIES,3.198,5000
MERCURY SYSTEMS,3.199,2384
DAJIN HEAVY INDUSTRY CORPORATION,3.202,NAN
QURATE RETAIL,3.190,26659
SEASPAN CORPORATION,NAN,4800
FGL HOLDINGS,NAN,NAN
TOPICUS.COM INC.,3.190,NAN
SHANDONG IRON AND STEEL COMPANY LTD.,3.190,21398
NUODE INVESTMENT,3.190,1650
"SHANGHAI HIUV NEW MATERIALS CO.,LTD",3.185,NAN
SUDZUCKER AG,3.193,20129
NORTHWESTERN CORPORATION,3.190,1483
EATON VANCE TAX-MANAGED GLOBAL DIVERSIFIED EQUITY INCOME FUND,3.191,NAN
CHALLENGER LIMITED,3.194,735
"WUXI AUTOWELL TECHNOLOGY CO.,LTD.",3.193,NAN
ORIENTAL ENERGY,3.186,NAN
TSINGHUA TONGFANG,3.187,12556
HYUNDAI AUTOEVER CORPORATION,3.191,NAN
PHOENIX HOLDINGS LTD,3.188,1249
TAUBMAN CENTERS,NAN,420
SICHUAN TEWAY FOOD GROUP,3.194,NAN
CALLON PETROLEUM COMPANY,3.187,322
"LIFE TIME GROUP HOLDINGS, INC.",3.185,NAN
I-MAB,3.176,228
KYUSHU RAILWAY COMPANY,3.178,17450
WALSIN LIHWA CORPORATION,3.180,NAN
SUMITOMO HEAVY INDUSTRIES,3.175,23635
AMICUS THERAPEUTICS,3.179,496
THK,3.182,3891
SILICON MOTION TECHNOLOGY CORPORATION,3.175,1237
RUSH ENTERPRISES,3.178,7166
TURKCELL ILETISIM HIZMETLERI,3.169,NAN
TEREX CORPORATION,3.172,8600
CNHTC JINAN TRUCK,3.170,6957
BUMRUNGRAD HOSPITAL PUBLIC COMPANY,3.174,NAN
ILUKA RESOURCES,3.166,NAN
JTEKT CORPORATION,3.173,49933
THAI OIL PUBLIC COMPANY,3.166,NAN
SUNTEC REAL ESTATE INVESTMENT TRUST,3.166,NAN
SNGN ROMGAZ SA,3.167,NAN
WANXIANG QIANCHAO,3.168,8245
SUNRESIN NEW MATERIALS,3.165,952
LIVONGO HEALTH,NAN,NAN
MILKYWAY CHEMICAL SUPPLY CHAIN SERVICE CO. LTD,3.167,2661
SHANDONGDENGHAI SEEDS,3.172,723
BRIGHT DAIRY & FOOD,3.169,11856
INTER PARFUMS,3.171,467
DONGYUE GROUP LIMITED,3.157,NAN
NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP,3.156,NAN
EXTENDED STAY AMERICA,NAN,8100
NEOENERGIA S.A.,3.163,NAN
INTRUM AB (PUBL),3.164,NAN
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S/A,3.161,3136
LAOBAIXING PHARMACY CHAIN JOINT STOCK COMPANY,3.160,NAN
"ZENTALIS PHARMACEUTICALS, INC.",3.161,62
TATA CHEMICALS,3.164,4600
SHANGHAI FLYCO ELECTRICAL APPLIANCE,3.160,2996
VALIANT,3.159,131
HELIOS TECHNOLOGIES,3.164,2000
HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,3.158,NAN
C3.AI,3.145,628
BIM BIRLESIK MAGAZALAR,3.153,60663
MIANYANG FULIN PRECISION MACHINING,3.152,2631
NINETY ONE GROUP,3.148,NAN
MR. COOPER GROUP,3.154,8200
COFCO TUNHE SUGAR CO. LTD,3.154,NAN
HUBEI FEILIHUA QUARTZ GLASS,3.152,NAN
OLLIE'S BARGAIN OUTLET HOLDINGS,3.138,9800
FRONTDOOR,3.142,2190
SEKISUI HOUSE REIT,3.141,NAN
PT VALE INDONESIA TBK,3.137,3006
GS ENGINEERING & CONSTRUCTION CORPORATION,3.140,6672
JOHN WILEY & SONS,3.143,7400
RISESUN REAL ESTATE DEVELOPMENT,3.141,24054
CNO FINANCIAL GROUP,3.138,3350
IMMOFINANZ AG,3.140,325
WPG HOLDINGS,3.142,5000
EMPIRE STATE REALTY OP,3.143,693
COFCO BIOTECHNOLOGY,3.137,9565
TOFAS TURK OTOMOBIL FABRIKASI,3.137,6482
NORTH CHINA PHARMACEUTICAL COMPANY. LTD,3.135,NAN
ELION ENERGY COMPANY,3.141,3963
PLAYTECH,3.142,NAN
KOREA INVESTMENT HOLDINGS,3.127,51
WHIRLPOOL OF INDIA,3.127,1883
CHONGQING IRON & STEEL COMPANY LIMITED,3.126,6601
RWS HOLDINGS,3.132,NAN
VINDA INTERNATIONAL HOLDINGS,3.133,11679
GS HOLDINGS,3.127,31
NH INVESTMENT & SECURITIES,3.133,NAN
CALBEE,3.131,3860
EMBRAER,3.134,18125
SOUTHERN SHUANGLIN BIO-PHARMACY,3.132,902
CHOW TAI SENG JEWELLERY,3.130,3068
GRAHAM HOLDINGS COMPANY,3.126,6100
TA CHEN STAINLESS PIPE,3.129,NAN
NATIONAL BANK OF GREECE,3.128,9107
WEBER INC.,3.122,NAN
360 FINANCE,3.116,1643
LIVERAMP HOLDINGS,3.121,1200
MERCURY GENERAL CORPORATION,3.116,4300
GRAINGER,3.119,23100
PEBBLEBROOK HOTEL TRUST,3.115,58
ATLANTIC UNION BANKSHARES CORPORATION,3.116,1609
FIBOCOM WIRELESS,3.115,NAN
MEG ENERGY,3.115,NAN
VIMIAN GROUP AB (PUBL),3.108,NAN
WHITE MOUNTAINS INSURANCE GROUP,3.105,1648
IHI CORPORATION,3.107,28964
CT REAL ESTATE INVESTMENT TRUST,3.110,39
GRAFTECH INTERNATIONAL,3.109,1353
OIL INDIA,3.107,33498
CANFOR CORPORATION,3.114,7111
RED ROCK RESORTS,3.097,14000
CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA,3.096,NAN
BREVILLE GROUP,3.103,NAN
VISHAY INTERTECHNOLOGY,3.097,22800
BEIJING BDSTAR NAVIGATION,3.104,5030
ARB CORPORATION,3.098,NAN
AIR FRANCE-KLM SA,3.096,82132
TURQUOISE HILL RESOURCES LTD.,3.100,NAN
CVB FINANCIAL,3.099,585
NINGBO XUSHENG AUTO TECHNOLOGY,3.104,1862
ALPARGATAS,3.094,NAN
RENT-A-CENTER,3.086,14500
CERENCE,3.094,1700
COUNTRYSIDE PROPERTIES,3.094,NAN
SUNDRUG,3.086,5241
CASIO COMPUTER,3.085,11193
ALLWINNERTECH TECHNOLOGY,3.091,630
PETS AT HOME GROUP,3.089,NAN
SOUTHERN CALIFORNIA GAS COMPANY PFD SER A 6%,3.093,NAN
KENNAMETAL,3.093,8635
PINGDINGSHAN TIANAN COAL. MINING,3.088,NAN
TECHNIPFMC,3.087,37966
SICHUAN SHUANGMA CEMENT CO. LTD,3.089,382
MAIN STREET CAPITAL CORPORATION,3.089,58
GUANGZHOU WONDFO BIOTECH,3.094,2926
JM AB (PUBL),3.089,NAN
ST. JOE COMPANY,3.087,55
CNX RESOURCES CORPORATION,3.094,441
FORWARD AIR CORPORATION,3.086,4362
VATS LIQUOR CHAIN STORE MANAGEMENT JOINT STOCK,3.092,NAN
YINGKOU PORT LIABILITY,NAN,NAN
ITM POWER,3.077,190
ARJO AB (PUBL),3.076,NAN
GREENTOWN SERVICE GROUP,3.078,NAN
DURATEX,NAN,NAN
KINDEN CORPORATION,3.076,7645
MEITETSU NAGOYA RAILROAD,3.077,29576
HEMFOSA FASTIGHETER AB (PUBL),NAN,NAN
KURARAY,3.082,7550
TOKYO TATEMONO,3.081,5396
WERNER ENTERPRISES,3.077,9988
UNITI GROUP,3.078,250
MIPS AB (PUBL),3.077,NAN
JIANGSU PACIFIC QUARTZ CO. LTD,3.084,1115
EMAMI,3.073,25000
ALABAMA POWER COMPANY,3.069,NAN
ULTRA ELECTRONICS HOLDINGS,3.070,4500
AHLSTROM-MUNKSJO OYJ,NAN,NAN
LAND AND HOUSES PUBLIC COMPANY,3.070,NAN
CHINA WAFER LEVEL CSP,3.070,NAN
TIANJIN ZHONG XIN PHARMACEUTICAL GROUP CORPORATION,3.065,NAN
THE SCHIEHALLION FUND LIMITED,3.069,NAN
"HONGDA XINGYE CO., LTD.",3.071,5382
SINA CORPORATION,NAN,NAN
JIZHONG ENERGY RESOURCES,3.073,38063
HISENSE HOME APPLIANCES GROUP,3.074,NAN
51JOB,3.061,8650
ZHEJIANG XINAN CHEMICAL INDUSTRIAL GROUP,3.057,5766
ARTISAN PARTNERS ASSET MANAGEMENT,3.058,425
SISTEMA PUBLIC JOINT STOCK FINANCIAL CORPORATION,3.061,NAN
NICHIREI CORPORATION,3.062,15824
SYNTHORX,NAN,NAN
"FRONTIER GROUP HOLDINGS, INC.",3.063,4974
COROMANDEL INTERNATIONAL,3.059,4894
CREDIT BANK OF MOSCOW (PUBLIC JOINT-STOCK COMPANY),3.059,9000
LASALLE LOGIPORT REIT,3.059,850
BPER BANCA,3.061,13550
NYFOSA AB (PUBL),3.059,67
CANNAE HOLDINGS,3.061,22482
NATIONAL STANDARD (INDIA),3.056,NAN
TILRAY,3.047,1030
TUYA INC.,3.045,2258
HYPERA,3.053,7500
CONZZETA AG,NAN,NAN
NEW INDIA ASSURANCE COMPANY,3.047,17330
ROSSETI,3.047,NAN
WORLDWIDE HEALTHCARE TRUST,3.051,333
SHIMAMURA,3.047,3110
INSMED,3.048,613
ALPHA BANK,3.045,10528
"GRUPO SANBORNS, S.A.B. DE C.V.",3.049,42187
SHANGHAI AEROSPACE AUTOMOBILE ELECTROMECHANICAL,3.045,2490
PFIZER INDIA,3.037,2489
COMMVAULT SYSTEMS,3.035,2848
B.GRIMM POWER PUBLIC COMPANY,3.039,NAN
PORT OF TAURANGA,3.035,238
KEWPIE CORPORATION,3.035,16003
DB INSURANCE,3.035,4691
"LEADER HARMONIOUS DRIVE SYSTEMS CO., LTD.",3.036,NAN
BANK OF XI'AN,3.043,NAN
AVISTA CORPORATION,3.042,1809
FRASERS LOGISTICS & INDUSTRIAL TRUST,NAN,NAN
SHENZHEN FASTPRINT CIRCUIT TECH,3.043,6218
JIANGSU AKCOME SCIENCE AND TECHNOLOGY,3.039,1610
"E2OPEN PARENT HOLDINGS, INC.",3.039,2436
SWISSQUOTE GROUP HOLDING LTD,3.039,NAN
JINYU BIO-TECHNOLOGY,3.041,NAN
INNER MONGOLIA FIRST MACHINERY GROUP,3.042,NAN
THERMAX,3.044,3601
H&R REAL ESTATE INVESTMENT TRUST,3.031,728
HEMBLA AB (PUBL),NAN,NAN
CHAMPION REAL ESTATE INVESTMENT TRUST,3.029,NAN
ZENKOKU HOSHO,3.025,NAN
NOLATO AB (PUBL),3.030,NAN
J & J SNACK FOODS,3.027,4300
KESHUN WATERPROOF TECHNOLOGY,3.030,3378
WISCONSIN ELECTRIC POWER COMPANY PFD 3.60%,3.029,NAN
KEPPEL REIT,3.026,NAN
BEFESA,3.027,1137
OPKO HEALTH,3.032,5767
LEE AND MAN PAPER MANUFACTURING,3.023,8500
ANSELL,3.016,13513
MANTECH INTERNATIONAL CORPORATION,3.023,9800
CHENGZHI SHAREHOLDING,3.018,4469
COFCO CAPITAL HOLDINGS,3.015,NAN
LEM HOLDING SA,3.015,NAN
PRESTIGE CONSUMER HEALTHCARE,3.022,505
METCASH,3.016,NAN
PT BERKAH BETON SADAYA TBK,3.018,NAN
"ARCTECH SOLAR HOLDING CO., LTD.",3.005,1009
SABRE CORPORATION,3.008,7583
OSOTSPA PUBLIC COMPANY,3.011,NAN
DFDS A/S,3.009,8213
ARGAN SA,3.013,NAN
RAMBUS,3.012,690
DEVYANI INTERNATIONAL LIMITED,3.011,NAN
AF POYRY AB (PUBL),2.997,17000
HORTEN AG,NAN,NAN
CITIC HEAVY INDUSTRIES,2.999,NAN
OUTOKUMPU OYJ,3.004,9915
DAR AL ARKAN REAL ESTATE DEVELOPMENT COMPANY,2.995,NAN
SINOMINE RESOURCE GROUP,2.995,1081
HELMERICH & PAYNE,3.000,5444
ZHONGSHAN BROAD-OCEAN MOTOR,2.995,NAN
XIAMEN KINGDOMWAY GROUP COMPANY,2.995,2003
DREAM INDUSTRIAL REAL ESTATE INVESTMENT TRUST,3.002,NAN
SHENZHEN EXPRESSWAY COMPANY,2.995,NAN
TRIUMPH BANCORP,2.996,1251
IRHYTHM TECHNOLOGIES,3.000,1700
APTUS VALUE HOUSING FINANCE INDIA LIMITED,NAN,NAN
VEON,2.991,46492
AFRICAN RAINBOW MINERALS,2.994,13220
QUAKESAFE TECHNOLOGIES,2.989,523
PUBLIC JOINT STOCK OIL COMPANY BASHNEFT,2.985,NAN
KEPPEL DC REIT,2.987,NAN
INVESTEC BANK,NAN,NAN
TAN CHONG INTERNATIONAL,2.985,5868
OSTERREICHISCHE POST AG,2.989,NAN
WISTRON CORPORATION,2.991,80000
WEMAKEPRICE,NAN,363
AAVAS FINANCIERS LIMITED,2.990,NAN
SIMCERE PHARMACEUTICAL GROUP LIMITED,2.990,NAN
XIAMEN XIANGYU,2.985,5799
VALARIS,2.985,4500
ROYAL BAFOKENG PLATINUM,2.985,NAN
ASOS,2.984,3824
ENERGISA,2.980,NAN
COMPANIA CERVECERIAS UNIDAS,2.984,9051
INTEGRAL AD SCIENCE HOLDING CORP.,2.983,651
SINO WEALTH ELECTRONIC,2.982,361
LAO FENG XIANG,2.980,2349
SUMMIT INDUSTRIAL INCOME REIT,2.982,NAN
COVIVIO HOTELS SOCIETE ANONYME,2.979,NAN
