CompanyName,MarketCap,EmployeesTotalAmount
Weyerhaeuser Company,29.42 B,NAN
Saudi Electricity Company,29.42 B,NAN
Ball Corporation,29.40 B,NAN
"Keysight Technologies, Inc.",29.40 B,NAN
"Astellas Pharma, Inc.",29.22 B,NAN
"Amadeus IT Group, SA",29.19 B,NAN
Electricité de France SA,29.17 B,NAN
Rogers Communications Inc.,29.13 B,NAN
Tongwei Co. Ltd,29.10 B,NAN
Las Vegas Sands Corp.,29.07 B,NAN
RWE AG,29.06 B,NAN
COSCO SHIPPING Holdings Co Ltd,28.93 B,NAN
SVB Financial Group,28.91 B,NAN
CSX Corporation,28.90 B,NAN
Techtronic Industries Company Ltd,28.75 B,NAN
"Naturgy Energy Group, SA",28.71 B,NAN
APA Group,28.55 B,NAN
Hormel Foods Corporation,28.52 B,NAN
Cerner Corporation,28.31 B,NAN
Ashtead Group plc,28.28 B,NAN
Equifax Inc.,28.24 B,NAN
Semiconductor Manufacturing International Corp,28.24 B,NAN
Porsche Automobil Holding SE,28.15 B,NAN
Tesco plc,28.11 B,NAN
Sirius XM Holdings Inc.,28.05 B,NAN
Airports of Thailand Public Company Ltd,28.00 B,NAN
CK Hutchison Holdings Ltd,27.94 B,NAN
The People's Insurance Company (Group) of China Ltd,27.93 B,NAN
"Expedia Group, Inc.",27.91 B,NAN
First Republic Bank,27.90 B,NAN
Koninklijke Philips N.V.,27.89 B,NAN
Great-West Lifeco Inc.,27.85 B,NAN
Thai Beverage Public Company Ltd,27.81 B,NAN
Swiss Re AG,27.80 B,NAN
Edison International,27.67 B,NAN
Wolters Kluwer N.V.,27.65 B,NAN
ON Semiconductor Corporation,27.63 B,NAN
"CaixaBank, SA",27.58 B,NAN
Sampo Oyj,27.46 B,NAN
Extra Space Storage Inc.,27.37 B,NAN
Sartorius AG,27.35 B,NAN
"D.R. Horton, Inc.",27.34 B,NAN
"W.W. Grainger, Inc.",27.33 B,NAN
NARI Technology Co. Ltd,27.33 B,NAN
KONE Oyj,27.29 B,NAN
"McCormick & Company, Incorporated",27.29 B,NAN
NTT Data Corp,27.26 B,NAN
Ganfeng Lithium Co. Ltd,27.25 B,NAN
Will Semiconductor Co. Ltd,27.24 B,NAN
"Interactive Brokers Group, Inc.",27.22 B,NAN
Gazprom Neft PJSC,27.14 B,NAN
Fubon Financial Holding Co. Ltd,27.13 B,NAN
Tractor Supply Company,27.09 B,NAN
Chocoladefabriken Lindt & Sprüngli AG,27.08 B,NAN
"ANSYS, Inc.",26.98 B,NAN
Shaanxi Coal Industry Company Ltd,26.95 B,NAN
Aier Eye Hospital Group Co. Ltd,26.95 B,NAN
"Zimmer Biomet Holdings, Inc.",26.94 B,NAN
Bridgestone Corp,26.88 B,NAN
Evolution Gaming Group AB,26.82 B,NAN
Beijing Wantai Biological Pharmacy Enterprise Co. Ltd,26.80 B,NAN
Vonovia SE,26.78 B,NAN
Sandvik AB,26.71 B,NAN
"Cheniere Energy Partners, L.P.",26.68 B,NAN
PG&E Corporation,26.66 B,NAN
Kansas City Southern,26.59 B,NAN
Unity Software Inc.,26.56 B,NAN
Thales SA,26.55 B,NAN
Southwest Airlines Co.,26.52 B,NAN
DTE Energy Company,26.41 B,NAN
Intact Financial Corporation,26.40 B,NAN
Deutsche Bank AG,26.38 B,NAN
Canon Inc.,26.38 B,NAN
"LYONDELLBASELL ADVANCED POLYMERS, Inc.",26.38 B,NAN
National Bank of Canada,26.29 B,NAN
Sonova Holding AG,26.22 B,NAN
Realty Income Corporation,26.18 B,NAN
China Everbright Bank Company Ltd,26.13 B,NAN
Twilio Inc.,26.09 B,NAN
Roblox Corp,26.05 B,NAN
"Telefónica, SA",26.04 B,NAN
Central Japan Railway Co,26.00 B,NAN
Li Auto Inc.,25.83 B,NAN
EnBW Energie Baden-Wuerttemberg AG,25.82 B,NAN
"The Hartford Financial Services Group, Inc.",25.76 B,NAN
Laboratory Corporation of America Holdings,25.75 B,NAN
"MongoDB, Inc.",25.73 B,NAN
Mitsubishi Electric Corporation,25.61 B,NAN
Banco Santander (Brasil) SA,25.59 B,NAN
Axis Bank Ltd,25.54 B,NAN
"United Rentals, Inc.",25.46 B,NAN
Nan Ya Plastics Corp,25.41 B,NAN
Lennar Corporation,25.34 B,NAN
Straumann Holding AG,25.31 B,NAN
CLP Holdings Ltd,25.29 B,NAN
Yanzhou Coal Mining Company Ltd,25.26 B,NAN
FirstEnergy Corp.,25.26 B,NAN
Albemarle Corporation,25.25 B,NAN
CK Asset Holdings Limited,25.21 B,NAN
"Enphase Energy, Inc.",25.20 B,NAN
Legrand SA,25.19 B,NAN
Galaxy Entertainment Group Ltd,25.17 B,NAN
Skandinaviska Enskilda Banken AB,25.15 B,NAN
The Mosaic Company,25.09 B,NAN
CDW Corporation,25.04 B,NAN
"Gartner, Inc.",25.03 B,NAN
"EDP Renováveis, SA",25.01 B,NAN
"Delta Air Lines, Inc.",24.92 B,NAN
Palantir Technologies Inc.,24.91 B,NAN
Seagen Inc.,24.87 B,NAN
"Diamondback Energy, Inc.",24.84 B,NAN
"VeriSign, Inc.",24.81 B,NAN
"Church & Dwight Co., Inc.",24.81 B,NAN
Ameren Corporation,24.79 B,NAN
China Minsheng Banking Corp Ltd,24.65 B,NAN
"Live Nation Entertainment, Inc.",24.61 B,NAN
Woodside Petroleum Ltd,24.60 B,NAN
Evergreen Marine Corp,24.49 B,NAN
"Aena S.M.E., SA",24.45 B,NAN
XPeng Inc.,24.44 B,NAN
Northern Trust Corporation,24.42 B,NAN
"Slack Technologies, Inc.",24.30 B,NAN
"Mid-America Apartment Communities, Inc.",24.18 B,NAN
Fresenius SE & Co KGaA,24.12 B,NAN
FUJIFILM Holdings Corp,24.12 B,NAN
BT Group plc,24.09 B,NAN
Vulcan Materials Company,24.08 B,NAN
Epiroc AB,24.08 B,NAN
"Delta Electronics, Inc.",24.05 B,NAN
Public Joint Stock Company Polyus,24.02 B,NAN
Schindler Holding AG,24.02 B,NAN
ORIX Corporation,23.97 B,NAN
"Martin Marietta Materials, Inc.",23.94 B,NAN
CSC Financial Co. Ltd,23.94 B,NAN
"Best Buy Co., Inc.",23.93 B,NAN
STERIS plc,23.93 B,NAN
Entergy Corporation,23.92 B,NAN
"M3, Inc.",23.89 B,NAN
Splunk Inc.,23.84 B,NAN
EVE Energy Co. Ltd,23.82 B,NAN
"Ventas, Inc.",23.81 B,NAN
"Endesa, SA",23.78 B,NAN
SSE plc,23.73 B,NAN
Compagnie Générale des Etablissements Michelin SCA,23.65 B,NAN
Horizon Therapeutics Public Limited Company,23.64 B,NAN
Baoshan Iron & Steel Co. Ltd,23.59 B,NAN
"Stanley Black & Decker, Inc.",23.57 B,NAN
Sungrow Power Supply Co. Ltd,23.55 B,NAN
Beiersdorf AG,23.51 B,NAN
PT Bank Mandiri (Persero) Tbk,23.51 B,NAN
First Quantum Minerals Ltd.,23.47 B,NAN
Kubota Corp,23.46 B,NAN
MTN Group Ltd,23.45 B,NAN
"Maxim Integrated Products, Inc.",23.44 B,NAN
"Rocket Companies, Inc.",23.44 B,NAN
Fortis Inc.,23.43 B,NAN
Formosa Plastics Corp,23.42 B,NAN
Liberty Broadband Corporation,23.40 B,NAN
United Microelectronics Corporation,23.35 B,NAN
Garmin Ltd.,23.35 B,NAN
Huazhu Group Limited,23.34 B,NAN
Carnival Corporation & plc,23.29 B,NAN
Sany Heavy Industry Co. Ltd,23.27 B,NAN
Fox Corporation,23.26 B,NAN
Wens Foodstuff Group Co. Ltd,23.20 B,NAN
Société Générale SA,23.18 B,NAN
Terumo Corp,23.16 B,NAN
China International Capital Corp Ltd,23.13 B,NAN
Invitation Homes Inc.,23.09 B,NAN
Royalty Pharma plc,23.04 B,NAN
Olympus Corp,23.00 B,NAN
V.F. Corporation,22.96 B,NAN
Dover Corporation,22.94 B,NAN
PPL Corporation,22.87 B,NAN
"Hengli Petrochemical Co.,Ltd.",22.86 B,NAN
Genmab A/S,22.83 B,NAN
SABIC Agri-Nutrients Company,22.78 B,NAN
Heineken Holding N.V.,22.78 B,NAN
East Japan Railway Company,22.78 B,NAN
Sociedad Química y Minera de Chile SA,22.77 B,NAN
Eurofins Scientific SE,22.75 B,NAN
Panasonic Corp,22.73 B,NAN
UCB SA,22.71 B,NAN
Shanghai International Port,22.65 B,NAN
Hewlett Packard Enterprise Company,22.65 B,NAN
Kellogg Company,22.63 B,NAN
PICC Property and Casualty Company Ltd,22.62 B,NAN
Grupo Financiero Banorte SAB de CV,22.60 B,NAN
Komatsu Ltd,22.56 B,NAN
The Hong Kong and China Gas Company Ltd,22.54 B,NAN
Coca-Cola Europacific Partners plc,22.53 B,NAN
"Essex Property Trust, Inc.",22.51 B,NAN
EMS-CHEMIE HOLDING AG,22.48 B,NAN
"Okta, Inc.",22.45 B,NAN
China National Nuclear Power Co. Ltd,22.42 B,NAN
Sumitomo Corp,22.42 B,NAN
Tata Motors Limited,22.38 B,NAN
Banco do Brasil SA,22.36 B,NAN
Hennes & Mauritz AB,22.33 B,NAN
"Bio-Rad Laboratories, Inc.",22.32 B,NAN
Teleperformance SE,22.30 B,NAN
"Fomento Económico Mexicano, S.A.B. de C.V.",22.28 B,NAN
"Huntington Bancshares, Inc.",22.26 B,NAN
"Continental Resources, Inc.",22.25 B,NAN
CRRC Corp Ltd,22.21 B,NAN
"Skyworks Solutions, Inc.",22.17 B,NAN
XP Inc.,22.16 B,NAN
Unicharm Corp,22.08 B,NAN
ZTO Express (Cayman) Inc.,22.05 B,NAN
Geberit AG,22.03 B,NAN
Toyota Industries Corp,21.99 B,NAN
Cincinnati Financial Corporation,21.99 B,NAN
"CF Industries Holdings, Inc.",21.95 B,NAN
NIBE Industrier AB,21.93 B,NAN
CNH Industrial N.V.,21.93 B,NAN
Huntington Bancshares Incorporated,21.93 B,NAN
Duke Realty Corporation,21.93 B,NAN
Restaurant Brands International Limited Partnership,21.89 B,NAN
"Monolithic Power Systems, Inc.",21.87 B,NAN
Zebra Technologies Corporation,21.87 B,NAN
"Ulta Beauty, Inc.",21.82 B,NAN
"Dai-ichi Life Holdings, Inc.",21.76 B,NAN
M&T Bank Corporation,21.74 B,NAN
KeyCorp,21.71 B,NAN
Teledyne Technologies Incorporated,21.65 B,NAN
"B3 S.A. - Brasil, Bolsa, Balcao",21.58 B,NAN
"Contura Energy, Inc.",21.57 B,NAN
"Shimano, Inc.",21.51 B,NAN
Power Corporation of Canada,21.48 B,NAN
"J.B. Hunt Transport Services, Inc.",21.48 B,NAN
Mitsui Fudosan Co. Ltd,21.46 B,NAN
The Saudi British Bank,21.45 B,NAN
SGS SA,21.43 B,NAN
Teck Resources Limited,21.41 B,NAN
Rede D'Or São Luiz SA,21.40 B,NAN
NEXON Co. Ltd,21.36 B,NAN
"The Cooper Companies, Inc.",21.35 B,NAN
Legal & General Group plc,21.34 B,NAN
Regions Financial Corporation,21.32 B,NAN
Wheaton Precious Metals Corp.,21.26 B,NAN
ZoomInfo Technologies Inc.,21.23 B,NAN
ViacomCBS Inc.,21.22 B,NAN
China Northern Rare Earth,21.21 B,NAN
Seagate Technology plc,21.21 B,NAN
China Mengniu Dairy Co Ltd,21.17 B,NAN
Ingersoll Rand Inc.,21.13 B,NAN
SEGRO plc,21.08 B,NAN
Yandex N.V.,21.05 B,NAN
Microchip Technology Incorporated,21.03 B,NAN
"HubSpot, Inc.",20.93 B,NAN
"FLEETCOR Technologies, Inc.",20.92 B,NAN
Fortive Corporation,20.88 B,NAN
AppLovin Corp,20.86 B,NAN
Royal Caribbean Cruises Ltd.,20.81 B,NAN
Repsol SA,20.80 B,NAN
Marubeni Corp,20.78 B,NAN
Standard Chartered plc,20.78 B,NAN
Li Ning Co Ltd,20.75 B,NAN
CMS Energy Corporation,20.73 B,NAN
STERIS Corp,20.66 B,NAN
Advanced Info Service PCL,20.65 B,NAN
Kyocera Corp,20.62 B,NAN
Pembina Pipeline Corporation,20.61 B,NAN
Flutter Entertainment plc,20.58 B,NAN
Sojitz Corp,20.55 B,NAN
"Boston Properties, Inc.",20.54 B,NAN
Synchrony Financial,20.43 B,NAN
Alinma Bank,20.41 B,NAN
Investment AB Latour,20.39 B,NAN
Mitsubishi Estate Co. Ltd,20.39 B,NAN
Guotai Junan Securities Co. Ltd,20.39 B,NAN
Nippon Paint Holdings Co. Ltd,20.38 B,NAN
Carvana Co.,20.33 B,NAN
Markel Corporation,20.30 B,NAN
"Brown & Brown, Inc.",20.27 B,NAN
Nomura Research Institute Ltd,20.26 B,NAN
MGM Resorts International,20.22 B,NAN
Mega Financial Holding Co. Ltd,20.21 B,NAN
Telefônica Brasil SA,20.19 B,NAN
Swiss Life Holding AG,20.16 B,NAN
Telenor ASA,20.15 B,NAN
China Railway Group Ltd,20.15 B,NAN
CTBC Financial Holding Co. Ltd,20.15 B,NAN
Imperial Brands plc,20.14 B,NAN
"Principal Financial Group, Inc.",20.13 B,NAN
Norsk Hydro ASA,20.10 B,NAN
"PerkinElmer, Inc.",20.05 B,NAN
Hannover Rück SE,20.02 B,NAN
"Sun Communities, Inc.",19.98 B,NAN
Tradeweb Markets Inc.,19.98 B,NAN
Trina Solar Co. Ltd,19.94 B,NAN
Vedanta Limited,19.93 B,NAN
"Paycom Software, Inc.",19.87 B,NAN
Klabin SA,19.86 B,NAN
Kao Corp,19.85 B,NAN
"Teradyne, Inc.",19.85 B,NAN
China Resources Beer (Holdings) Company Ltd,19.84 B,NAN
China Communications Construction Co Ltd,19.83 B,NAN
Aviva plc,19.82 B,NAN
Standard Bank Group Ltd,19.82 B,NAN
Ryanair Holdings plc,19.78 B,NAN
"Hologic, Inc.",19.75 B,NAN
Kerry Group plc,19.74 B,NAN
Renesas Electronics Corp,19.73 B,NAN
Brookfield Infrastructure Partners L.P.,19.70 B,NAN
Shiseido Co Ltd,19.69 B,NAN
CGI Inc.,19.67 B,NAN
Henderson Land Development Co Ltd,19.67 B,NAN
"Bill.com Holdings, Inc.",19.65 B,NAN
Shanghai Fosun Pharmaceutical,19.63 B,NAN
"Akamai Technologies, Inc.",19.59 B,NAN
China Tower Corp Ltd,19.55 B,NAN
"Huatai Securities Co., Ltd.",19.55 B,NAN
Marathon Oil Corporation,19.54 B,NAN
Arch Capital Group Ltd.,19.54 B,NAN
TransUnion,19.53 B,NAN
JBS SA,19.53 B,NAN
Shenzhou International Group Holdings Ltd,19.50 B,NAN
"Avantor, Inc.",19.48 B,NAN
"Molina Healthcare, Inc.",19.46 B,NAN
"Ferrovial, SA",19.44 B,NAN
EDP - Energias de Portugal SA,19.43 B,NAN
Fresenius Medical Care AG & Co. KGaA,19.42 B,NAN
Svenska Handelsbanken AB,19.42 B,NAN
KB Financial Group Inc.,19.39 B,NAN
Magna International Inc.,19.36 B,NAN
Snam S.p.A.,19.27 B,NAN
CGN Power Co. Ltd,19.25 B,NAN
Croda International plc,19.22 B,NAN
Warner Music Group Corp.,19.21 B,NAN
Zhejiang Huayou Cobalt Co. Ltd,19.20 B,NAN
"SS&C Technologies Holdings, Inc.",19.15 B,NAN
Carlsberg A-S,19.12 B,NAN
NICE Ltd.,19.12 B,NAN
Waters Corporation,19.11 B,NAN
Otsuka Holdings Co. Ltd,19.03 B,NAN
Tenaris SA,18.98 B,NAN
"Citizens Financial Group, Inc.",18.95 B,NAN
Check Point Software Technologies Ltd.,18.94 B,NAN
Toshiba Corp,18.93 B,NAN
"LG Electronics, Inc.",18.91 B,NAN
Astra International Tbk PT,18.90 B,NAN
Omnicom Group Inc.,18.80 B,NAN
"Aecc Aviation Power Co.,Ltd",18.79 B,NAN
International Paper Company,18.78 B,NAN
Scottish Mortgage Investment Trust plc,18.78 B,NAN
George Weston Limited,18.77 B,NAN
"NetApp, Inc.",18.76 B,NAN
"Healthpeak Properties, Inc.",18.76 B,NAN
"MS&AD Insurance Group Holdings, Inc.",18.75 B,NAN
The Liberty SiriusXM Group,18.74 B,NAN
Credit Suisse Group AG,18.72 B,NAN
Air China Ltd,18.72 B,NAN
Power Construction Corp of China Ltd,18.69 B,NAN
"JD Health International, Inc.",18.69 B,NAN
South32 Limited,18.67 B,NAN
"Huaneng Power International, Inc.",18.57 B,NAN
Sands China Ltd,18.52 B,NAN
HEICO Corporation,18.49 B,NAN
GF Securities Co. Ltd,18.44 B,NAN
Genuine Parts Company,18.41 B,NAN
Vodacom Group Ltd,18.41 B,NAN
"Take-Two Interactive Software, Inc.",18.35 B,NAN
China Merchants Securities Co. Ltd,18.35 B,NAN
"Alnylam Pharmaceuticals, Inc.",18.33 B,NAN
Aeon Co. Ltd,18.32 B,NAN
Link Real Estate Investment Trust,18.27 B,NAN
Shionogi & Co. Ltd,18.27 B,NAN
Ubiquiti Inc.,18.25 B,NAN
"Quanta Services, Inc.",18.25 B,NAN
"Catalent, Inc.",18.24 B,NAN
Haitong Securities Co. Ltd,18.23 B,NAN
Asahi Group Holdings Ltd,18.21 B,NAN
Capitec Bank Holdings Ltd,18.21 B,NAN
Restaurant Brands International Inc.,18.19 B,NAN
"Yum China Holdings, Inc.",18.18 B,NAN
CEZ AS,18.16 B,NAN
Veolia Environnement SA,18.14 B,NAN
"Avis Budget Group, Inc.",18.12 B,NAN
