CompanyName,MarketCap,EmployeesTotalAmount
Evergreen Marine Corp,24.49,NAN
Woodside Petroleum Ltd,24.60,"3,684"
"Live Nation Entertainment, Inc.",24.61,"10,200"
China Minsheng Banking Corp Ltd,24.65,"59,262"
Ameren Corporation,24.79,"9,116"
"Church & Dwight Co., Inc.",24.81,"5,100"
"VeriSign, Inc.",24.81,902
"Diamondback Energy, Inc.",24.84,870
Seagen Inc.,24.87,"2,675"
Palantir Technologies Inc.,24.91,"2,920"
"Delta Air Lines, Inc.",24.92,"83,000"
"EDP Renováveis, SA",25.01,"2,114"
"Gartner, Inc.",25.03,"16,600"
CDW Corporation,25.04,"13,900"
The Mosaic Company,25.09,"12,525"
Skandinaviska Enskilda Banken AB,25.15,"15,500"
Galaxy Entertainment Group Ltd,25.17,"17,088"
Legrand SA,25.19,"38,207"
"Enphase Energy, Inc.",25.20,"2,260"
CK Asset Holdings Limited,25.21,"54,000"
Albemarle Corporation,25.25,"6,000"
FirstEnergy Corp.,25.26,"12,395"
Yanzhou Coal Mining Company Ltd,25.26,"63,869"
CLP Holdings Ltd,25.29,"7,061"
Straumann Holding AG,25.31,"8,692"
Lennar Corporation,25.34,"10,753"
Nan Ya Plastics Corp,25.41,NAN
"United Rentals, Inc.",25.46,"20,400"
Axis Bank Ltd,25.54,"86,266"
Banco Santander (Brasil) SA,25.59,"48,834"
"MongoDB, Inc.",25.73,"2,539"
Mitsubishi Electric Corporation,25.61,"145,653"
Laboratory Corporation of America Holdings,25.75,"67,950"
"The Hartford Financial Services Group, Inc.",25.76,"18,100"
EnBW Energie Baden-Wuerttemberg AG,25.82,"24,519"
Li Auto Inc.,25.83,"11,901"
Central Japan Railway Co,26.00,"30,153"
"Telefónica, SA",26.04,"104,150"
Roblox Corp,26.05,"1,600"
China Everbright Bank Company Ltd,26.13,"46,989"
Realty Income Corporation,26.18,367
Sonova Holding AG,26.22,"14,922"
National Bank of Canada,26.29,"27,804"
"LYONDELLBASELL ADVANCED POLYMERS, Inc.",26.38,"5,300"
Canon Inc.,26.38,"184,034"
Deutsche Bank AG,26.38,"82,969"
Intact Financial Corporation,26.40,"26,000"
DTE Energy Company,26.41,"10,300"
Southwest Airlines Co.,26.52,"55,100"
Thales SA,26.55,"81,098"
Unity Software Inc.,26.56,"5,245"
Kansas City Southern,26.59,"6,522"
PG&E Corporation,26.66,"26,000"
"Cheniere Energy Partners, L.P.",26.68,NAN
Sandvik AB,26.71,"44,133"
Vonovia SE,26.78,"16,051"
Beijing Wantai Biological Pharmacy Enterprise Co. Ltd,26.80,"3,103"
Evolution Gaming Group AB,26.82,"8,987"
Bridgestone Corp,26.88,"138,036"
"Zimmer Biomet Holdings, Inc.",26.94,"19,500"
Aier Eye Hospital Group Co. Ltd,26.95,"22,808"
Shaanxi Coal Industry Company Ltd,26.95,"36,344"
"ANSYS, Inc.",26.98,"5,100"
Chocoladefabriken Lindt & Sprüngli AG,27.08,"14,000"
Tractor Supply Company,27.09,"22,000"
Fubon Financial Holding Co. Ltd,27.13,"44,461"
Gazprom Neft PJSC,27.14,NAN
"Interactive Brokers Group, Inc.",27.22,"2,571"
Will Semiconductor Co. Ltd,27.24,"3,291"
Ganfeng Lithium Co. Ltd,27.25,"5,533"
NTT Data Corp,27.26,"139,677"
"McCormick & Company, Incorporated",27.29,"14,000"
KONE Oyj,27.29,"62,720"
NARI Technology Co. Ltd,27.33,"8,806"
"W.W. Grainger, Inc.",27.33,"22,700"
"D.R. Horton, Inc.",27.34,"11,788"
Sartorius AG,27.35,"13,832"
Extra Space Storage Inc.,27.37,"4,309"
Sampo Oyj,27.46,"13,340"
"CaixaBank, SA",27.58,"49,607"
ON Semiconductor Corporation,27.63,"30,000"
Wolters Kluwer N.V.,27.65,"19,454"
Edison International,27.67,"13,003"
Swiss Re AG,27.80,"13,985"
Thai Beverage Public Company Ltd,27.81,NAN
Great-West Lifeco Inc.,27.85,"28,000"
Koninklijke Philips N.V.,27.89,"78,189"
First Republic Bank,27.90,"6,295"
Heineken Holding N.V.,22.78,"82,257"
SABIC Agri-Nutrients Company,22.78,NAN
Genmab A/S,22.83,"1,212"
"Hengli Petrochemical Co.,Ltd.",22.86,"29,522"
PPL Corporation,22.87,"5,607"
Dover Corporation,22.94,"25,000"
V.F. Corporation,22.96,"27,200"
Olympus Corp,23.00,"31,653"
Royalty Pharma plc,23.04,NAN
Invitation Homes Inc.,23.09,"1,240"
China International Capital Corp Ltd,23.13,"9,372"
Terumo Corp,23.16,"26,482"
Société Générale SA,23.18,"124,089"
Wens Foodstuff Group Co. Ltd,23.20,"52,809"
Fox Corporation,23.26,"9,000"
Sany Heavy Industry Co. Ltd,23.27,"24,586"
Carnival Corporation & plc,23.29,"40,000"
Huazhu Group Limited,23.34,"18,352"
Garmin Ltd.,23.35,"18,700"
United Microelectronics Corporation,23.35,"19,500"
Liberty Broadband Corporation,23.40,NAN
Formosa Plastics Corp,23.42,NAN
Fortis Inc.,23.43,"9,095"
"Rocket Companies, Inc.",23.44,"26,000"
"Maxim Integrated Products, Inc.",23.44,"7,100"
MTN Group Ltd,23.45,"21,975"
Kubota Corp,23.46,"43,293"
First Quantum Minerals Ltd.,23.47,"20,000"
PT Bank Mandiri (Persero) Tbk,23.51,"37,840"
Beiersdorf AG,23.51,"20,567"
Sungrow Power Supply Co. Ltd,23.55,"4,492"
"Stanley Black & Decker, Inc.",23.57,"71,300"
Baoshan Iron & Steel Co. Ltd,23.59,"47,710"
Horizon Therapeutics Public Limited Company,23.64,"1,890"
Compagnie Générale des Etablissements Michelin SCA,23.65,"118,400"
SSE plc,23.73,"11,865"
"Endesa, SA",23.78,"9,258"
"Ventas, Inc.",23.81,434
EVE Energy Co. Ltd,23.82,"9,669"
Splunk Inc.,23.84,"7,500"
"M3, Inc.",23.89,"8,249"
Entergy Corporation,23.92,"12,369"
STERIS plc,23.93,"13,000"
"Best Buy Co., Inc.",23.93,"57,750"
CSC Financial Co. Ltd,23.94,"9,994"
"Martin Marietta Materials, Inc.",23.94,"10,000"
ORIX Corporation,23.97,"33,153"
Schindler Holding AG,24.02,"69,015"
Public Joint Stock Company Polyus,24.02,NAN
Mega Financial Holding Co. Ltd,20.21,"9,594"
MGM Resorts International,20.22,"52,000"
Nomura Research Institute Ltd,20.26,"16,196"
"Brown & Brown, Inc.",20.27,"12,023"
Markel Corporation,20.30,"20,300"
Carvana Co.,20.33,"21,000"
Nippon Paint Holdings Co. Ltd,20.38,"27,318"
Guotai Junan Securities Co. Ltd,20.39,"15,198"
Mitsubishi Estate Co. Ltd,20.39,"9,982"
Investment AB Latour,20.39,"8,001"
Alinma Bank,20.41,"3,280"
Synchrony Financial,20.43,"18,000"
"Boston Properties, Inc.",20.54,743
Sojitz Corp,20.55,"19,463"
Flutter Entertainment plc,20.58,"16,813"
Pembina Pipeline Corporation,20.61,"2,349"
Kyocera Corp,20.62,"78,490"
Advanced Info Service PCL,20.65,NAN
STERIS Corp,20.66,NAN
CMS Energy Corporation,20.73,"8,504"
Li Ning Co Ltd,20.75,"4,019"
Standard Chartered plc,20.78,"81,770"
Marubeni Corp,20.78,NAN
Repsol SA,20.80,"23,268"
Royal Caribbean Cruises Ltd.,20.81,"84,900"
AppLovin Corp,20.86,"1,594"
Fortive Corporation,20.88,"18,000"
"FLEETCOR Technologies, Inc.",20.92,"9,700"
"HubSpot, Inc.",20.93,"5,895"
Microchip Technology Incorporated,21.03,"19,500"
Yandex N.V.,21.05,"18,004"
SEGRO plc,21.08,385
Ingersoll Rand Inc.,21.13,"16,000"
China Mengniu Dairy Co Ltd,21.17,"43,397"
Seagate Technology plc,21.21,"40,000"
China Northern Rare Earth,21.21,"9,111"
ViacomCBS Inc.,21.22,"22,965"
ZoomInfo Technologies Inc.,21.23,"2,742"
Wheaton Precious Metals Corp.,21.26,44
Regions Financial Corporation,21.32,"19,626"
Legal & General Group plc,21.34,"10,046"
"The Cooper Companies, Inc.",21.35,"12,000"
NEXON Co. Ltd,21.36,"6,288"
Rede D'Or São Luiz SA,21.40,NAN
Teck Resources Limited,21.41,"10,600"
SGS SA,21.43,"96,216"
The Saudi British Bank,21.45,"4,156"
Mitsui Fudosan Co. Ltd,21.46,"23,992"
"J.B. Hunt Transport Services, Inc.",21.48,"33,045"
Veolia Environnement SA,18.14,"171,450"
CEZ AS,18.16,"28,000"
"Yum China Holdings, Inc.",18.18,"147,000"
Restaurant Brands International Inc.,18.19,"5,700"
Capitec Bank Holdings Ltd,18.21,"14,789"
Asahi Group Holdings Ltd,18.21,"30,020"
Haitong Securities Co. Ltd,18.23,"11,282"
"Catalent, Inc.",18.24,"17,300"
"Quanta Services, Inc.",18.25,"43,700"
Ubiquiti Inc.,18.25,"1,223"
Shionogi & Co. Ltd,18.27,"5,485"
Link Real Estate Investment Trust,18.27,"1,100"
Aeon Co. Ltd,18.32,"155,578"
"Alnylam Pharmaceuticals, Inc.",18.33,"1,665"
China Merchants Securities Co. Ltd,18.35,"10,169"
"Take-Two Interactive Software, Inc.",18.35,"6,495"
Vodacom Group Ltd,18.41,"7,642"
Genuine Parts Company,18.41,"52,000"
GF Securities Co. Ltd,18.44,"12,307"
HEICO Corporation,18.49,"5,600"
Sands China Ltd,18.52,"25,751"
"Huaneng Power International, Inc.",18.57,"57,513"
South32 Limited,18.67,"13,576"
"JD Health International, Inc.",18.69,"2,576"
Power Construction Corp of China Ltd,18.69,"132,125"
Air China Ltd,18.72,"89,373"
Credit Suisse Group AG,18.72,"50,110"
The Liberty SiriusXM Group,18.74,84
"MS&AD Insurance Group Holdings, Inc.",18.75,"41,501"
"Healthpeak Properties, Inc.",18.76,196
"NetApp, Inc.",18.76,"11,000"
George Weston Limited,18.77,"215,298"
Scottish Mortgage Investment Trust plc,18.78,NAN
International Paper Company,18.78,"49,300"
"Aecc Aviation Power Co.,Ltd",18.79,"34,977"
Omnicom Group Inc.,18.80,"71,700"
Astra International Tbk PT,18.90,"123,894"
"LG Electronics, Inc.",18.91,"37,245"
Toshiba Corp,18.93,"117,300"
Check Point Software Technologies Ltd.,18.94,"6,000"
"Citizens Financial Group, Inc.",18.95,"17,463"
Tenaris SA,18.98,"22,776"
Otsuka Holdings Co. Ltd,19.03,"33,151"
Waters Corporation,19.11,"7,800"
NICE Ltd.,19.12,"6,800"
Carlsberg A-S,19.12,"39,000"
"SS&C Technologies Holdings, Inc.",19.15,"24,900"
Zhejiang Huayou Cobalt Co. Ltd,19.20,"8,079"
Warner Music Group Corp.,19.21,"5,900"
Equinor ASA,122.74,"21,126"
AIA Group Ltd,125.16,"23,000"
Lockheed Martin Corporation,124.98,"114,000"
Caterpillar Inc.,124.13,"107,700"
Anheuser-Busch InBev SA/NV,123.59,"169,339"
Christian Dior SE,122.11,"119,243"
Rio Tinto Group,125.84,"49,000"
Sony Group Corporation,126.64,"109,700"
The Boeing Company,110.46,"142,000"
"Industria de Diseño Textil, SA",110.65,"104,431"
Transurban Group,110.79,672
"The Goldman Sachs Group, Inc.",112.71,"43,900"
Keyence Corp,113.20,"8,380"
Meituan,114.28,"69,205"
China Life Insurance Company Limited,97.31,"104,160"
Intuit Inc.,126.77,"13,500"
Danaher Corporation,208.03,"78,000"
"Merck & Co., Inc.",210.38,"67,000"
BHP Group,211.25,"40,110"
"Nike, Inc.",213.60,"73,300"
Abbott Laboratories,215.02,"113,000"
Verizon Communications Inc.,216.68,"118,400"
Comcast Corporation,218.90,"189,000"
Accenture plc,219.03,"699,000"
L'Oréal SA,225.24,"85,400"
Oracle Corporation,228.18,"132,000"
Thermo Fisher Scientific Inc.,236.15,"130,000"
"Cisco Systems, Inc.",238.45,"79,500"
"PepsiCo, Inc.",241.05,"309,000"
The Walt Disney Company,247.88,"152,000"
Industrial & Commercial Bank of China Ltd,250.37,"439,787"
Novo Nordisk A/S,257.24,"47,792"
Costco Wholesale Corporation,258.15,"288,000"
Broadcom Inc.,265.27,"20,000"
Eli Lilly and Company,273.01,"35,000"
The Coca-Cola Company,273.20,"79,000"
ASML Holding N.V.,274.35,"29,861"
Alibaba Group Holding Limited,290.40,"259,316"
AbbVie Inc.,294.27,"50,000"
Pfizer Inc.,300.79,"79,000"
Chevron Corporation,315.13,"42,595"
"The Home Depot, Inc.",321.47,"490,600"
Kweichow Moutai Co. Ltd,348.22,"29,031"
Exxon Mobil Corporation,348.72,"63,000"
Roche Holding AG,349.50,"100,920"
Bank of America Corporation,350.84,"208,000"
Mastercard Incorporated,358.60,"24,000"
"LVMH Moët Hennessy - Louis Vuitton, SE",359.26,"148,343"
"Samsung Electronics Co., Ltd.",378.35,NAN
The Procter & Gamble Company,384.60,"101,000"
JPMorgan Chase & Co.,410.84,"271,025"
Walmart Inc.,429.05,"2,300,000"
Tencent Holdings Ltd,441.17,"112,771"
Johnson & Johnson,475.93,"141,700"
Visa Inc.,486.77,"21,500"
UnitedHealth Group Incorporated,488.52,"350,000"
Taiwan Semiconductor Manufacturing Company Limited,527.89,"54,193"
"Meta Platforms, Inc.",617.50,"71,970"
Nvidia Corporation,660.38,"22,473"
Berkshire Hathaway Inc.,798.47,"372,000"
"Tesla, Inc.",1.016,"99,290"
"Amazon.com, Inc.",1.642,"1,608,000"
Alphabet Inc.,1.825,"156,500"
Saudi Arabian Oil Company,2.297,NAN
Microsoft Corporation,2.328,"181,000"
Apple Inc.,2.825,"100,000"
"Advanced Micro Devices, Inc.",128.29,"15,500"
Deere & Company,130.31,"75,550"
Sanofi,132.29,"95,442"
"PayPal Holdings, Inc.",133.92,"30,900"
SAP SE,134.19,"107,415"
Ping An Insurance (Group) Company of China Ltd,134.25,"355,982"
CVS Health Corporation,135.27,"216,000"
ConocoPhillips,136.32,"9,900"
Honeywell International Inc.,136.48,"99,000"
TotalEnergies SE,137.50,"105,476"
China Mobile Ltd,139.30,"449,934"
HSBC Holdings plc,140.15,"219,697"
Bank of China Ltd,141.22,"309,084"
Amgen Inc.,141.72,"24,200"
"Lowe's Companies, Inc.",143.77,"300,000"
Commonwealth Bank of Australia,144.32,"47,532"
PetroChina Company Limited,144.50,"432,003"
Toronto-Dominion Bank,145.41,"90,000"
Hermès International SCA,148.98,"17,595"
American Express Company,150.76,"64,000"
Raytheon Technologies Corporation,150.96,"174,000"
Medtronic plc,151.06,"90,000"
Philip Morris International Inc.,154.71,"69,600"
The Charles Schwab Corporation,158.06,"33,400"
Royal Bank of Canada,159.74,"85,211"
"Netflix, Inc.",163.19,"11,300"
Morgan Stanley,164.05,"75,000"
"T-Mobile US, Inc.",164.31,"75,000"
Agricultural Bank of China Ltd,165.00,"459,000"
"NextEra Energy, Inc.",165.53,"15,000"
Linde plc,166.07,"72,327"
Prosus N.V.,170.00,"23,939"
Bristol-Myers Squibb Company,170.56,"32,200"
Texas Instruments Incorporated,171.28,"31,000"
Qualcomm Incorporated,172.25,"45,000"
AT&T Inc.,175.88,"203,000"
Union Pacific Corporation,184.19,"29,905"
Contemporary Amperex Technology Co. Ltd,185.67,"33,078"
China Merchants Bank Co Ltd,185.98,"103,669"
McDonald's Corporation,186.57,"100,000"
China Construction Bank Corp,189.37,"373,814"
"United Parcel Service, Inc.",190.50,"267,890"
"salesforce.com, inc.",193.80,"73,541"
Adobe Inc.,199.57,"25,988"
Wells Fargo & Company,200.01,"247,848"
Intel Corporation,201.72,"121,100"
AstraZeneca plc,201.75,"83,100"
Novartis AG,204.13,"104,323"
Shell plc,207.68,"87,000"
Airbus SE,97.41,"121,056"
Petróleo Brasileiro S.A. - Petrobras,98.37,"46,416"
Allianz SE,98.47,"155,411"
Chubb Limited,98.57,"31,000"
Daimler AG,98.79,"289,282"
General Electric Company,99.22,"168,000"
The Estée Lauder Companies Inc.,100.16,"44,640"
S&P Global Inc.,100.84,"22,850"
Stryker Corporation,101.41,"46,000"
British American Tobacco plc,101.44,"54,365"
"Altria Group, Inc.",102.98,"6,000"
Nippon Telegraph & Telephone Corp,103.75,"324,667"
Saudi Basic Industries Corp,104.00,NAN
BYD Co Ltd,104.42,"224,280"
"Charter Communications, Inc.",104.97,"93,700"
"Airbnb, Inc.",105.07,"6,132"
Al Rajhi Banking and Investment Corp,106.37,"15,078"
Infosys Limited,106.77,"292,067"
Target Corporation,106.89,"450,000"
"ServiceNow, Inc.",107.99,"16,881"
Vale SA,107.99,NAN
Starbucks Corporation,108.19,"383,000"
Volkswagen AG,108.63,"645,318"
Citigroup Inc.,109.56,"220,092"
GlaxoSmithKline plc,109.98,"90,096"
Siemens AG,114.66,"303,000"
American Tower Corporation (REIT),115.11,"6,378"
Diageo plc,115.58,"27,783"
HDFC Bank Limited,115.68,"134,412"
"BlackRock, Inc.",115.98,"18,400"
Unilever plc,117.84,"148,012"
International Business Machines Corporation,119.20,"282,100"
"Anthem, Inc.",119.80,"98,200"
"Applied Materials, Inc.",121.12,"28,500"
"Prologis, Inc.",121.20,"2,053"
