CompanyName,MarketCap,EmployeesTotalAmount
APPLE,NAN,NAN
MICROSOFT CORPORATION,NAN,NAN
SAUDI ARABIAN OIL COMPANY (Saudi Aramco),NAN,NAN
ALPHABET,NAN,NAN
AMAZON.COM,NAN,NAN
TESLA,NAN,NAN
META PLATFORMS,NAN,NAN
BERKSHIRE HATHAWAY,NAN,NAN
NVIDIA CORPORATION,NAN,NAN
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY (TSMC),NAN,NAN
TENCENT,NAN,NAN
J P MORGAN CHASE & CO,NAN,NAN
VISA,NAN,NAN
JOHNSON & JOHNSON,NAN,NAN
SAMSUNG ELECTRONICS,NAN,NAN
UNITEDHEALTH GROUP,NAN,NAN
HOME DEPOT,NAN,NAN
LVMH,NAN,NAN
BANK OF AMERICA CORPORATION,NAN,NAN
WALMART,NAN,NAN
PROCTER & GAMBLE COMPANY,NAN,NAN
KWEICHOW MOUTAI,NAN,NAN
NESTLE AG,NAN,NAN
MASTERCARD,NAN,NAN
ROCHE HOLDING AG,NAN,NAN
ALIBABA GROUP HOLDING,NAN,NAN
PFIZER,NAN,NAN
ASML HOLDING,NAN,NAN
EXXON MOBIL CORPORATION,NAN,NAN
THE WALT DISNEY COMPANY,NAN,NAN
TOYOTA MOTOR CORPORATION,NAN,NAN
COCA-COLA COMPANY,NAN,NAN
CISCO SYSTEMS,NAN,NAN
BROADCOM,NAN,NAN
PROSUS,NAN,NAN
ICBC,NAN,NAN
L'OREAL,NAN,NAN
NIKE,NAN,NAN
ELI LILLY AND COMPANY,NAN,NAN
ADOBE,NAN,NAN
CHEVRON CORPORATION,NAN,NAN
PEPSICO,NAN,NAN
ABBOTT LABORATORIES,NAN,NAN
NETFLIX,NAN,NAN
TATA GROUP,NAN,NAN
THERMO FISHER SCIENTIFIC,NAN,NAN
ABBVIE,NAN,NAN
COSTCO WHOLESALE CORPORATION,NAN,NAN
ACCENTURE,NAN,NAN
ORACLE CORPORATION,NAN,NAN
NOVO NORDISK A/S,NAN,NAN
COMCAST CORPORATION,NAN,NAN
VERIZON COMMUNICATIONS,NAN,NAN
SALESFORCE.COM,NAN,NAN
RELIANCE INDUSTRIES,NAN,NAN
PAYPAL HOLDINGS,NAN,NAN
WELLS FARGO & COMPANY,NAN,NAN
INTEL CORPORATION,NAN,NAN
DANAHER CORPORATION,NAN,NAN
MERCK & CO,NAN,NAN
QUALCOMM,NAN,NAN
NOVARTIS AG,NAN,NAN
CHINA MERCHANTS BANK,NAN,NAN
MCDONALD'S CORPORATION,NAN,NAN
CONTEMPORARY AMPEREX TECHNOLOGY,NAN,NAN
TATA CONSULTANCY SERVICES (TCS),NAN,NAN
UNITED PARCEL SERVICE (UPS),NAN,NAN
AT&T,NAN,NAN
MORGAN STANLEY,NAN,NAN
CHINA CONSTRUCTION BANK CORPORATION,NAN,NAN
ROYAL DUTCH SHELL,NAN,NAN
ASTRAZENECA,NAN,NAN
THE CHARLES SCHWAB CORPORATION,NAN,NAN
HERMES INTERNATIONAL,NAN,NAN
LINDE AG,NAN,NAN
NEXTERA ENERGY,NAN,NAN
LOWE'S COMPANIES,NAN,NAN
TEXAS INSTRUMENTS,NAN,NAN
UNION PACIFIC CORPORATION,NAN,NAN
BHP GROUP,NAN,NAN
SAP SE,NAN,NAN
AGRICULTURAL BANK OF CHINA,NAN,NAN
INTUIT,NAN,NAN
MEITUAN DIANPING,NAN,NAN
ROYAL BANK OF CANADA,NAN,NAN
ADVANCED MICRO DEVICES (AMD),NAN,NAN
SONY CORPORATION,NAN,NAN
PHILIP MORRIS INTERNATIONAL,NAN,NAN
PING AN INSURANCE (GROUP) COMPANY OF CHINA,NAN,NAN
HONEYWELL INTERNATIONAL,NAN,NAN
TORONTO-DOMINION BANK,NAN,NAN
PETROCHINA COMPANY,NAN,NAN
CHRISTIAN DIOR,NAN,NAN
SHOPIFY,NAN,NAN
KEYENCE CORPORATION,NAN,NAN
MEDTRONIC,NAN,NAN
BRISTOL-MYERS SQUIBB COMPANY,NAN,NAN
SIEMENS,NAN,NAN
TOTALENERGIES SE,NAN,NAN
CVS HEALTH CORPORATION,NAN,NAN
UNILEVER GROUP,NAN,NAN
T-MOBILE US,NAN,NAN
BANK OF CHINA,NAN,NAN
BLACKROCK,NAN,NAN
SCHWARZ GROUP,NAN,NAN
RAYTHEON TECHNOLOGIES CORPORATION,NAN,NAN
AMERICAN EXPRESS COMPANY,NAN,NAN
VOLKSWAGEN,NAN,NAN
APPLIED MATERIALS,NAN,NAN
HSBC HOLDINGS,NAN,NAN
THE GOLDMAN SACHS GROUP,NAN,NAN
WULIANGYE YIBIN,NAN,NAN
CITI GROUP,NAN,NAN
CHINA MOBILE,NAN,NAN
AMGEN,NAN,NAN
YOUTUBE,NAN,NAN
ESTEE LAUDER COMPANIES,NAN,NAN
BOEING COMPANY,NAN,NAN
SANOFI,NAN,NAN
STARBUCKS CORPORATION,NAN,NAN
COMMONWEALTH BANK OF AUSTRALIA,NAN,NAN
AIA GROUP,NAN,NAN
DIAGEO,NAN,NAN
AMERICAN TOWER CORPORATION (REIT),NAN,NAN
CATERPILLAR,NAN,NAN
IBM,NAN,NAN
RIO TINTO GROUP,NAN,NAN
DEERE & COMPANY,NAN,NAN
INTUITIVE SURGICAL,NAN,NAN
HDFC BANK,NAN,NAN
PROLOGIS,NAN,NAN
SERVICENOW,NAN,NAN
GENERAL ELECTRIC COMPANY,NAN,NAN
TARGET CORPORATION,NAN,NAN
GLAXOSMITHKLINE,NAN,NAN
CHINA LIFE INSURANCE COMPANY,NAN,NAN
ANHEUSER-BUSCH INBEV,NAN,NAN
CHARTER COMMUNICATIONS,NAN,NAN
GAZPROM,NAN,NAN
S&P GLOBAL,NAN,NAN
SCHNEIDER ELECTRIC,NAN,NAN
INGRAM MICRO,NAN,NAN
VANGUARD GROUP,NAN,NAN
CONOCOPHILLIPS COMPANY,NAN,NAN
JD.COM,NAN,NAN
MICRON TECHNOLOGY,NAN,NAN
ANTHEM,NAN,NAN
AIRBNB,NAN,NAN
AIRBUS,NAN,NAN
KOCH INDUSTRIES,NAN,NAN
BYTEDANCE,NAN,NAN
SEA LIMITED,NAN,NAN
3M COMPANY,NAN,NAN
ALLIANZ SE,NAN,NAN
INFOSYS,NAN,NAN
MERCK KGAA O.N.,NAN,NAN
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,NAN,NAN
NTT DOCOMO,NAN,NAN
KERING,NAN,NAN
AUTOMATIC DATA PROCESSING (ADP),NAN,NAN
BOOKING HOLDINGS,NAN,NAN
ZOETIS,NAN,NAN
STRYKER CORPORATION,NAN,NAN
LOCKHEED MARTIN CORPORATION,NAN,NAN
INDITEX (INDUSTRIA DE DISENO TEXTIL),NAN,NAN
FORD MOTOR COMPANY,NAN,NAN
BP P.L.C.,NAN,NAN
CSL,NAN,NAN
AL RAJHI BANKING AND INVESTMENT CORPORATION,NAN,NAN
ROBERT BOSCH,NAN,NAN
THE PNC FINANCIAL SERVICES GROUP,NAN,NAN
SAUDI BASIC INDUSTRIES CORPORATION (SABIC),NAN,NAN
LAM RESEARCH CORPORATION,NAN,NAN
MONDELEZ INTERNATIONAL,NAN,NAN
BYD COMPANY,NAN,NAN
DEUTSCHE TELEKOM AG,NAN,NAN
SNOWFLAKE,NAN,NAN
ALTRIA GROUP,NAN,NAN
AUDI AG,NAN,NAN
DELOITTE,NAN,NAN
BNP PARIBAS,NAN,NAN
U.S. BANCORP,NAN,NAN
GENERAL MOTORS COMPANY,NAN,NAN
CARGILL,NAN,NAN
RECRUIT HOLDINGS,NAN,NAN
BROOKFIELD ASSET MANAGEMENT,NAN,NAN
EQUINOR ASA,NAN,NAN
BRITISH AMERICAN TOBACCO,NAN,NAN
MERCEDEC BENZ GROUP AG,NAN,NAN
GILEAD SCIENCES,NAN,NAN
ESSILOR LUXOTTICA,NAN,NAN
THE TJX COMPANIES,NAN,NAN
ANALOG DEVICES,NAN,NAN
BANK OF NOVA SCOTIA,NAN,NAN
TOKYO ELECTRON LIMITED,NAN,NAN
CANADIAN NATIONAL RAILWAY COMPANY,NAN,NAN
TRUIST FINANCIAL CORPORATION,NAN,NAN
MODERNA,NAN,NAN
CHUBB,NAN,NAN
SWATCH GROUP AG,NAN,NAN
MIDEA GROUP,NAN,NAN
SHERWIN-WILLIAMS COMPANY,NAN,NAN
PRICEWATERHOUSECOOPERS,NAN,NAN
COMPAGNIE FINANCIERE RICHEMONT SA,NAN,NAN
AIR LIQUIDE,NAN,NAN
CROWN CASTLE INTERNATIONAL CORPORATION,NAN,NAN
SBERBANK OF RUSSIA,NAN,NAN
CSX CORPORATION,NAN,NAN
BLACKSTONE GROUP,NAN,NAN
ALLERGAN,NAN,NAN
MARSH & MCLENNAN COMPANIES,NAN,NAN
PUBLIX,NAN,NAN
ENBRIDGE,NAN,NAN
SOFTBANK GROUP,NAN,NAN
SIEMENS HEALTHINEERS AG,NAN,NAN
CME GROUP,NAN,NAN
UBER TECHNOLOGIES,NAN,NAN
DUKE ENERGY CORPORATION,NAN,NAN
NATIONAL COMMERCIAL BANK,NAN,NAN
LIFE INSURANCE CORPORATION OF INDIA,NAN,NAN
ENEL,NAN,NAN
PSBC (POSTAL SAVINGS BANK OF CHINA),NAN,NAN
CHINA YANGTZE POWER,NAN,NAN
MITSUBISHI UFJ FINANCIAL GROUP,NAN,NAN
DEUTSCHE POST AG,NAN,NAN
RELIANCE JIO,NAN,NAN
HCA HEALTHCARE,NAN,NAN
ATLAS COPCO AB,NAN,NAN
CHINA PETROLEUM & CHEMICAL CORPORATION (SINOPEC),NAN,NAN
INVESTOR AB (PUBL),NAN,NAN
CIGNA CORPORATION,NAN,NAN
ILLINOIS TOOL WORKS,NAN,NAN
ATLASSIAN CORPORATION,NAN,NAN
EDWARDS LIFESCIENCES CORPORATION,NAN,NAN
HINDUSTAN UNILEVER,NAN,NAN
RIVIAN AUTOMOTIVE INC,NAN,NAN
ABB,NAN,NAN
ROSNEFT OIL COMPANY,NAN,NAN
ADYEN,NAN,NAN
INTERCONTINENTAL EXCHANGE,NAN,NAN
AXA,NAN,NAN
BANK OF MONTREAL,NAN,NAN
ICICI BANK,NAN,NAN
HONG KONG EXCHANGES AND CLEARING (HKEX),NAN,NAN
HANGZHOU HIKVISION DIGITAL TECHNOLOGY,NAN,NAN
SK HYNIX,NAN,NAN
THE SOUTHERN COMPANY,NAN,NAN
BECTON DICKINSON AND COMPANY,NAN,NAN
NORFOLK SOUTHERN CORPORATION,NAN,NAN
FOSHAN HAITIAN FLAVOURING AND FOOD COMPANY,NAN,NAN
IBERDROLA,NAN,NAN
FISERV,NAN,NAN
VALE SA,NAN,NAN
FIDELITY NATIONAL INFORMATION SERVICES,NAN,NAN
SHIN-ETSU CHEMICAL,NAN,NAN
DASSAULT SYSTEMES,NAN,NAN
COLGATE-PALMOLIVE COMPANY,NAN,NAN
GLENCORE,NAN,NAN
BAYERISCHE MOTOREN WERKE (BMW),NAN,NAN
CANADIAN PACIFIC RAILWAY,NAN,NAN
ERNST & YOUNG,NAN,NAN
MARVELL TECHNOLOGY GROUP,NAN,NAN
PINDUODUO,NAN,NAN
FEDEX CORPORATION,NAN,NAN
EQUINIX,NAN,NAN
NOVATEK,NAN,NAN
MOODY'S CORPORATION,NAN,NAN
"LUCID GROUP, INC.",NAN,NAN
NATIONAL AUSTRALIA BANK,NAN,NAN
BASF SE,NAN,NAN
A.P. MOLLER - MAERSK A/S,NAN,NAN
PETROLEO BRASILEIRO - PETROBRAS,NAN,NAN
ALDI,NAN,NAN
KDDI CORPORATION,NAN,NAN
LONGI GREEN ENERGY TECHNOLOGY,NAN,NAN
ZURICH INSURANCE GROUP AG,NAN,NAN
WASTE MANAGEMENT,NAN,NAN
NONGFU SPRING,NAN,NAN
EATON CORPORATION,NAN,NAN
NETEASE,NAN,NAN
DENSO CORPORATION,NAN,NAN
UBS GROUP AG,NAN,NAN
SNAP INC,NAN,NAN
INDUSTRIAL BANK,NAN,NAN
AMERICA MOVIL,NAN,NAN
PT BANK CENTRAL ASIA TBK,NAN,NAN
AIR PRODUCTS AND CHEMICALS,NAN,NAN
ECOLAB,NAN,NAN
CAPITAL ONE FINANCIAL CORPORATION,NAN,NAN
NIDEC CORPORATION,NAN,NAN
DAIKIN INDUSTRIES,NAN,NAN
BLOCK INC,NAN,NAN
DBS GROUP HOLDINGS,NAN,NAN
WHATSAPP,NAN,NAN
CHINA SHENHUA ENERGY COMPANY,NAN,NAN
DOMINION ENERGY,NAN,NAN
REGENERON PHARMACEUTICALS,NAN,NAN
STELLANTIS N.V,NAN,NAN
PROGRESSIVE CORPORATION,NAN,NAN
CHINA TOURISM GROUP DUTY FREE CORPORATION LIMITED,NAN,NAN
MEDIATEK,NAN,NAN
KLA CORPORATION,NAN,NAN
NORTHROP GRUMMAN CORPORATION,NAN,NAN
FERRARI,NAN,NAN
WAL-MART DE MEXICO,NAN,NAN
WORKDAY,NAN,NAN
SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,NAN,NAN
PUBLIC STORAGE,NAN,NAN
HDFC,NAN,NAN
AON,NAN,NAN
RECKITT BENCKISER GROUP,NAN,NAN
BAJAJ FINANCE,NAN,NAN
FREEPORT-MCMORAN,NAN,NAN
BANCO SANTANDER,NAN,NAN
"COINBASE GLOBAL, INC",NAN,NAN
AB VOLVO,NAN,NAN
VINCI,NAN,NAN
PERNOD RICARD,NAN,NAN
BOSTON SCIENTIFIC CORPORATION,NAN,NAN
SAUDI TELECOM COMPANY (STC),NAN,NAN
ANGLO AMERICAN,NAN,NAN
INFINEON TECHNOLOGIES AG,NAN,NAN
PJSC LUKOIL,NAN,NAN
SOFTBANK CORP.,NAN,NAN
GENERAL DYNAMICS CORPORATION,NAN,NAN
SCENTRE GROUP,NAN,NAN
NXP SEMICONDUCTORS,NAN,NAN
STATE BANK OF INDIA,NAN,NAN
RELX,NAN,NAN
XIAOMI CORPORATION,NAN,NAN
MACQUARIE GROUP,NAN,NAN
ILLUMINA,NAN,NAN
AUTODESK,NAN,NAN
LONZA GROUP,NAN,NAN
ANZ BANKING GROUP,NAN,NAN
EOG RESOURCES,NAN,NAN
CHINA TELECOM CORPORATION,NAN,NAN
WESTPAC BANKING CORPORATION,NAN,NAN
EMERSON ELECTRIC COMPANY,NAN,NAN
METLIFE,NAN,NAN
VERTEX PHARMACEUTICALS,NAN,NAN
SHANXI XINGHUACUN FEN WINE FACTORY,NAN,NAN
ING GROUP,NAN,NAN
HITACHI,NAN,NAN
HAPAG-LLOYD,NAN,NAN
CANADIAN IMPERIAL BANK OF COMMERCE,NAN,NAN
JOHNSON CONTROLS INTERNATIONAL,NAN,NAN
"YIHAI KERRY ARAWANA HOLDINGS CO., LTD",NAN,NAN
CANADIAN NATURAL RESOURCES,NAN,NAN
VERBUND AG,NAN,NAN
SIKA AG,NAN,NAN
EXELON CORPORATION,NAN,NAN
OPEN JOINT STOCK COMPANY OMZ,NAN,NAN
DOLLAR GENERAL CORPORATION,NAN,NAN
FIRST ABU DHABI BANK,NAN,NAN
PACIFICORP,NAN,NAN
THOMSON REUTERS CORPORATION,NAN,NAN
ADIDAS,NAN,NAN
EAST MONEY INFORMATION,NAN,NAN
MERCADOLIBRE,NAN,NAN
NINTENDO,NAN,NAN
BAYER,NAN,NAN
SAFRAN,NAN,NAN
LUZHOU LAOJIAO,NAN,NAN
MARRIOTT INTERNATIONAL,NAN,NAN
WIPRO,NAN,NAN
INTESA SANPAOLO,NAN,NAN
GREAT WALL MOTOR COMPANY,NAN,NAN
FAST RETAILING,NAN,NAN
LONDON STOCK EXCHANGE GROUP,NAN,NAN
HON HAI PRECISION INDUSTRY,NAN,NAN
BAIDU,NAN,NAN
CHUGAI PHARMACEUTICAL,NAN,NAN
SIMON PROPERTY GROUP,NAN,NAN
KEURIG DR PEPPER,NAN,NAN
S.F. HOLDING,NAN,NAN
IKEA,NAN,NAN
DSV PANALPINA,NAN,NAN
PING AN BANK,NAN,NAN
NATIONAL GRID TRANSCO,NAN,NAN
PALO ALTO NETWORKS,NAN,NAN
TE CONNECTIVITY,NAN,NAN
ENI S.P.A.,NAN,NAN
LUXSHARE PRECISION INDUSTRY,NAN,NAN
BHARTI AIRTEL,NAN,NAN
THE BANK OF NEW YORK MELLON CORPORATION,NAN,NAN
FORTINET,NAN,NAN
BIONTECH SE,NAN,NAN
HOYA CORPORATION,NAN,NAN
QATAR NATIONAL BANK,NAN,NAN
ZOOM VIDEO COMMUNICATIONS,NAN,NAN
ENTERPRISE PRODUCTS PARTNERS,NAN,NAN
BANK OF COMMUNICATIONS,NAN,NAN
JIANGSU HENGRUI MEDICINE,NAN,NAN
