CompanyName,MarketCap,EmployeesTotalAmount
Apple,NAN,NAN
McDonald,NAN,NAN
T-Mobile US,NAN,NAN
Toyota,NAN,NAN
Cisco,NAN,NAN
Danaher,NAN,NAN
Novartis,NAN,NAN
Abbott Laboratories,NAN,NAN
L'Oréal,NAN,NAN
ICBC,NAN,NAN
Broadcom,NAN,NAN
Costco,NAN,NAN
Oracle,NAN,NAN
Astrazeneca,NAN,NAN
Shell,NAN,NAN
Reliance Industries,NAN,NAN
Lowe's Companies,NAN,NAN
HDFC Bank,NAN,NAN
Lockheed Martin,NAN,NAN
AIA,NAN,NAN
PetroChina,NAN,NAN
Elevance Health,NAN,NAN
Unilever,NAN,NAN
SAP,NAN,NAN
Union Pacific Corporation,NAN,NAN
Salesforce,NAN,NAN
CM Bank,NAN,NAN
IBM,NAN,NAN
QUALCOMM,NAN,NAN
Deere & Company,NAN,NAN
Royal Bank Of Canada,NAN,NAN
Prosus,NAN,NAN
Meituan,NAN,NAN
CVS Health,NAN,NAN
Netflix,NAN,NAN
AT&T,NAN,NAN
Dior,NAN,NAN
ConocoPhillips,NAN,NAN
Agricultural Bank of China,NAN,NAN
Ping An Insurance,NAN,NAN
3M,NAN,NAN
China Yangtze Power,NAN,NAN
Humana,NAN,NAN
Iberdrola,NAN,NAN
Moderna,NAN,NAN
Air Products and Chemicals,NAN,NAN
Mercedes-Benz,NAN,NAN
Becton Dickinson,NAN,NAN
Zoetis,NAN,NAN
Zurich Insurance Group,NAN,NAN
Target,NAN,NAN
Schlumberger,NAN,NAN
Mitsubishi UFJ Financial,NAN,NAN
Petrobras,NAN,NAN
Sinopec,NAN,NAN
Canadian Pacific Railway,NAN,NAN
Gazprom,NAN,NAN
Compagnie Financière Richemont,NAN,NAN
Southern Company,NAN,NAN
GlaxoSmithKline,NAN,NAN
Booking Holdings (Booking.com),NAN,NAN
EOG Resources,NAN,NAN
Air Liquide,NAN,NAN
Duke Energy,NAN,NAN
Progressive,NAN,NAN
Bayer,NAN,NAN
Marathon Petroleum,NAN,NAN
ITC,NAN,NAN
Archer Daniels Midland (ADM),NAN,NAN
Sempra Energy,NAN,NAN
General Mills,NAN,NAN
Rosneft,NAN,NAN
Enterprise Products,NAN,NAN
Reckitt Benckiser,NAN,NAN
Midea,NAN,NAN
O'Reilly Automotive,NAN,NAN
Public Storage,NAN,NAN
Safran,NAN,NAN
Uber,NAN,NAN
Ford,NAN,NAN
KKR & Co.,NAN,NAN
Industrial Bank,NAN,NAN
Monster Beverage,NAN,NAN
London Stock Exchange,NAN,NAN
Moody's,NAN,NAN
Foshan Haitian Flavouring and Food,NAN,NAN
United Heavy Machinery,NAN,NAN
Anglo American,NAN,NAN
China Telecom,NAN,NAN
Keurig Dr Pepper,NAN,NAN
General Motors,NAN,NAN
Maaden,NAN,NAN
Samsung Biologics,NAN,NAN
Hess,NAN,NAN
Autodesk,NAN,NAN
Wanhua Chemical,NAN,NAN
Cheniere Energy,NAN,NAN
Devon Energy,NAN,NAN
Exelon Corporation,NAN,NAN
Chipotle Mexican Grill,NAN,NAN
Biogen,NAN,NAN
Infineon,NAN,NAN
NXP Semiconductors,NAN,NAN
Workday,NAN,NAN
BCE,NAN,NAN
Sysco,NAN,NAN
