CompanyName,MarketCap,EmployeesTotalAmount
Hormel Foods,25.19,NAN
China Resources Beer,25.13,NAN
eBay,25.10,NAN
ULTA Beauty,24.98,NAN
Partners Group,24.97,NAN
Raymond James,24.97,NAN
Goodman Group,24.96,NAN
Bridgestone,24.84,NAN
Standard Chartered,24.84,NAN
Lindt,24.75,NAN
CK Hutchison Holdings,24.69,NAN
Telkom Indonesia,24.67,NAN
National Bank of Canada,24.67,NAN
Cellnex Telecom,24.62,NAN
KE Holdings,24.62,NAN
Seagen,24.53,NAN
Delta Air Lines,24.49,NAN
Maybank,24.48,NAN
FirstEnergy,24.43,NAN
Techtronic Industries,24.43,NAN
Tractor Supply,24.42,NAN
The Hartford,24.39,NAN
Vulcan Materials,24.34,NAN
Naver,24.33,NAN
Fubon Financial,24.31,NAN
Rogers Communication,24.24,NAN
Banorte,24.21,NAN
Delta Electronics,24.14,NAN
Trip.com,24.08,NAN
Vonovia,24.02,NAN
Genuine Parts Company,23.93,NAN
Sociedad Química y Minera,23.89,NAN
Kellogg's,23.88,NAN
Ecopetrol,23.88,NAN
Fortive,23.85,NAN
Dai-ichi Life Holdings,23.76,NAN
Equity Residential,23.76,NAN
Great-West Lifeco,23.70,NAN
Fifth Third Bank,23.66,NAN
Legrand,23.63,NAN
Arch Capital,23.58,NAN
Hannover Rück,23.56,NAN
First Republic Bank,23.55,NAN
Central Japan Railway,23.53,NAN
CNH Industrial,23.50,NAN
AvalonBay Communities,23.48,NAN
Nestlé India,23.41,NAN
Weyerhaeuser,23.41,NAN
Shanghai Airport,23.39,NAN
Imperial Brands,23.37,NAN
BTG Pactual,23.33,NAN
CrowdStrike,23.32,NAN
Ameren,23.30,NAN
Ingersoll Rand,23.29,NAN
Tyson Foods,23.25,NAN
ZTO Express,23.22,NAN
Koninklijke DSM,23.20,NAN
Sirius XM,23.18,NAN
The Trade Desk,23.02,NAN
China Everbright Bank,23.01,NAN
Epiroc,22.99,NAN
Evolution Gaming,22.96,NAN
CK Asset Holdings,22.96,NAN
Telefónica,22.92,NAN
Michelin,22.88,NAN
Ares Management,22.88,NAN
Oil & Natural Gas,22.85,NAN
COSCO Shipping,22.85,NAN
DTE Energy,22.84,NAN
Olympus,22.81,NAN
Kakao,22.76,NAN
VeriSign,22.67,NAN
Baxter,22.60,NAN
PPL,22.53,NAN
JSW Steel,22.51,NAN
EDP Renováveis,22.51,NAN
Trina Solar,22.50,NAN
Repsol,22.48,NAN
Entergy,22.48,NAN
Canon,22.47,NAN
Borouge,22.42,NAN
Yankuang Energy (Yanzhou Coal Mining),22.41,NAN
Datadog,22.37,NAN
DiDi,22.32,NAN
Schindler Group,22.32,NAN
LabCorp,22.30,NAN
Argenx,22.21,NAN
Ansys,22.13,NAN
SSE,22.06,NAN
Martin Marietta,22.06,NAN
Anhui Conch Cement,22.03,NAN
Unicharm,22.03,NAN
Tesco,22.01,NAN
BOE Technology,21.99,NAN
Aena,21.97,NAN
Southwest Airlines,21.96,NAN
Li Auto,21.95,NAN
UDR Apartments,21.91,NAN
Principal,21.85,NAN
Chow Tai Fook,21.76,NAN
McCormick & Company,21.74,NAN
Sany Heavy Industry,21.57,NAN
Grupo Bimbo,21.57,NAN
Endesa,21.49,NAN
FirstRand,21.43,NAN
China Minsheng Bank,21.41,NAN
Teck Resources,21.40,NAN
Société Générale,21.39,NAN
Komatsu,21.38,NAN
China Unicom,21.35,NAN
Extra Space Storage,21.34,NAN
Insulet,21.24,NAN
Quanta Services,21.22,NAN
Ganfeng Lithium,21.20,NAN
Sumitomo,21.11,NAN
Hewlett Packard Enterprise,21.08,NAN
Ryanair,21.07,NAN
Xylem,21.07,NAN
Huntington Bancshares,21.03,NAN
East Japan Railway,21.03,NAN
Antofagasta,21.02,NAN
Mitsubishi Electric,20.97,NAN
Regions Financial,20.95,NAN
BioMarin Pharmaceutical,20.94,NAN
Kia,20.93,NAN
Adani Ports & SEZ,20.92,NAN
Straumann,20.90,NAN
NIBE Industrier,20.86,NAN
Svenska Handelsbanken,20.85,NAN
EDP Group,20.83,NAN
Ferrovial,20.79,NAN
Veolia,20.78,NAN
Tenaris,20.73,NAN
PTT Exploration and Production,20.70,NAN
CRRC,20.70,NAN
CGI,20.66,NAN
Citizens Financial Group,20.54,NAN
NTT Data,20.46,NAN
Northern Trust,20.46,NAN
Atlantia,20.44,NAN
Terumo,20.43,NAN
Swedbank,20.35,NAN
DoorDash,20.31,NAN
Zoom,20.31,NAN
Banco do Brasil,20.29,NAN
H&M,20.28,NAN
Dover,20.26,NAN
The Saudi British Bank,20.25,NAN
Cathay Financial Holding,20.22,NAN
Fujifilm,20.21,NAN
Ericsson,20.20,NAN
Z Holdings,20.17,NAN
Steris,20.16,NAN
Cardinal Health,20.15,NAN
Waters Corporation,20.14,NAN
Wheaton Precious Metals,20.12,NAN
Copel,20.11,NAN
Air China,20.10,NAN
Fortis,20.08,NAN
Panasonic,20.07,NAN
Church & Dwight,19.97,NAN
Roblox,19.95,NAN
Nippon Paint,19.92,NAN
EPAM Systems,19.88,NAN
Pembina Pipeline,19.87,NAN
Marubeni,19.83,NAN
China Tower,19.83,NAN
NTPC Limited,19.80,NAN
Coterra Energy,19.79,NAN
Essity,19.76,NAN
Carlsberg,19.72,NAN
NIO,19.71,NAN
CenterPoint Energy,19.71,NAN
Hologic,19.65,NAN
Mahindra & Mahindra,19.60,NAN
HEICO,19.58,NAN
Ventas,19.58,NAN
Steel Dynamics,19.57,NAN
ČEZ Group,19.56,NAN
Nan Ya Plastics,19.56,NAN
Longfor Group,19.55,NAN
Wilmar International,19.54,NAN
ORIX,19.53,NAN
Teledyne,19.50,NAN
W. R. Berkley,19.47,NAN
Celltrion,19.45,NAN
Aker BP,19.42,NAN
Markel,19.36,NAN
UPM-Kymmene,19.25,NAN
China Railway Group,19.23,NAN
First Solar,19.20,NAN
Shiseido,19.17,NAN
Mengniu Dairy,19.16,NAN
Invitation Homes,19.16,NAN
Tata Motors,19.08,NAN
China Southern Airlines,19.02,NAN
Conagra Brands,19.02,NAN
